A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Emma,Mr. Knightley,1249,1250,you have some news to hear now you are come back that will rather surprize you,have i of what nature,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1250,1251,have i of what nature,oh the best nature in the world a wedding,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1251,1252,oh the best nature in the world a wedding,if you mean miss fairfax and frank churchill i have heard that already,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1252,1253,if you mean miss fairfax and frank churchill i have heard that already,how is it possible,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1253,1254,how is it possible,i had a few lines on parish business from mr weston this morning and at the end of them he gave me a brief account of what had happened,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1254,1255,i had a few lines on parish business from mr weston this morning and at the end of them he gave me a brief account of what had happened,you probably have been less surprized than any of us for you have had your suspicions i have not forgotten that you once tried to give me a caution i wish i had attended to it but i seem to have been doomed to blindness,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1255,1256,you probably have been less surprized than any of us for you have had your suspicions i have not forgotten that you once tried to give me a caution i wish i had attended to it but i seem to have been doomed to blindness,time my dearest emma time will heal the wound your own excellent sense your exertions for your father s sake i know you will not allow yourself the feelings of the warmest friendship indignation abominable scoundrel he will soon be gone they will soon be in yorkshire i am sorry for her she deserves a better fate,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1256,1257,time my dearest emma time will heal the wound your own excellent sense your exertions for your father s sake i know you will not allow yourself the feelings of the warmest friendship indignation abominable scoundrel he will soon be gone they will soon be in yorkshire i am sorry for her she deserves a better fate,you are very kind but you are mistaken and i must set you right i am not in want of that sort of compassion my blindness to what was going on led me to act by them in a way that i must always be ashamed of and i was very foolishly tempted to say and do many things which may well lay me open to unpleasant conjectures but i have no other reason to regret that i was not in the secret earlier,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1257,1258,you are very kind but you are mistaken and i must set you right i am not in want of that sort of compassion my blindness to what was going on led me to act by them in a way that i must always be ashamed of and i was very foolishly tempted to say and do many things which may well lay me open to unpleasant conjectures but i have no other reason to regret that i was not in the secret earlier,emma are you indeed no no i understand you forgive me i am pleased that you can say even so much he is no object of regret indeed and it will not be very long i hope before that becomes the acknowledgment of more than your reason fortunate that your affections were not farther entangled i could never i confess from your manners assure myself as to the degree of what you felt i could only be certain that there was a preference and a preference which i never believed him to deserve he is a disgrace to the name of man and is he to be rewarded with that sweet young woman jane jane you will be a miserable creature,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1258,1259,emma are you indeed no no i understand you forgive me i am pleased that you can say even so much he is no object of regret indeed and it will not be very long i hope before that becomes the acknowledgment of more than your reason fortunate that your affections were not farther entangled i could never i confess from your manners assure myself as to the degree of what you felt i could only be certain that there was a preference and a preference which i never believed him to deserve he is a disgrace to the name of man and is he to be rewarded with that sweet young woman jane jane you will be a miserable creature,mr knightley i am in a very extraordinary situation i cannot let you continue in your error and yet perhaps since my manners gave such an impression i have as much reason to be ashamed of confessing that i never have been at all attached to the person we are speaking of as it might be natural for a woman to feel in confessing exactly the reverse but i never have i have very little to say for my own conduct i was tempted by his attentions and allowed myself to appear pleased an old story probably a common case and no more than has happened to hundreds of my sex before and yet it may not be the more excusable in one who sets up as i do for understanding many circumstances assisted the temptation he was the son of mr weston he was continually here i always found him very pleasant and in short for let me swell out the causes ever so ingeniously they all centre in this at last my vanity was flattered and i allowed his attentions latterly however for some time indeed i have had no idea of their meaning any thing i thought them a habit a trick nothing that called for seriousness on my side he has imposed on me but he has not injured me i have never been attached to him and now i can tolerably comprehend his behaviour he never wished to attach me it was merely a blind to conceal his real situation with another it was his object to blind all about him and no one i am sure could be more effectually blinded than myself except that i was not blinded that it was my good fortune that in short i was somehow or other safe from him,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1259,1260,mr knightley i am in a very extraordinary situation i cannot let you continue in your error and yet perhaps since my manners gave such an impression i have as much reason to be ashamed of confessing that i never have been at all attached to the person we are speaking of as it might be natural for a woman to feel in confessing exactly the reverse but i never have i have very little to say for my own conduct i was tempted by his attentions and allowed myself to appear pleased an old story probably a common case and no more than has happened to hundreds of my sex before and yet it may not be the more excusable in one who sets up as i do for understanding many circumstances assisted the temptation he was the son of mr weston he was continually here i always found him very pleasant and in short for let me swell out the causes ever so ingeniously they all centre in this at last my vanity was flattered and i allowed his attentions latterly however for some time indeed i have had no idea of their meaning any thing i thought them a habit a trick nothing that called for seriousness on my side he has imposed on me but he has not injured me i have never been attached to him and now i can tolerably comprehend his behaviour he never wished to attach me it was merely a blind to conceal his real situation with another it was his object to blind all about him and no one i am sure could be more effectually blinded than myself except that i was not blinded that it was my good fortune that in short i was somehow or other safe from him,i have never had a high opinion of frank churchill i can suppose however that i may have underrated him my acquaintance with him has been but trifling and even if i have not underrated him hitherto he may yet turn out well with such a woman he has a chance i have no motive for wishing him ill and for her sake whose happiness will be involved in his good character and conduct i shall certainly wish him well,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1260,1261,i have never had a high opinion of frank churchill i can suppose however that i may have underrated him my acquaintance with him has been but trifling and even if i have not underrated him hitherto he may yet turn out well with such a woman he has a chance i have no motive for wishing him ill and for her sake whose happiness will be involved in his good character and conduct i shall certainly wish him well,i have no doubt of their being happy together i believe them to be very mutually and very sincerely attached,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1261,1262,i have no doubt of their being happy together i believe them to be very mutually and very sincerely attached,he is a most fortunate man so early in life at three and twenty a period when if a man chuses a wife he generally chuses ill at three and twenty to have drawn such a prize what years of felicity that man in all human calculation has before him assured of the love of such a woman the disinterested love for jane fairfax s character vouches for her disinterestedness every thing in his favour equality of situation i mean as far as regards society and all the habits and manners that are important equality in every point but one and that one since the purity of her heart is not to be doubted such as must increase his felicity for it will be his to bestow the only advantages she wants a man would always wish to give a woman a better home than the one he takes her from and he who can do it where there is no doubt of her regard must i think be the happiest of mortals frank churchill is indeed the favourite of fortune every thing turns out for his good he meets with a young woman at a watering place gains her affection cannot even weary her by negligent treatment and had he and all his family sought round the world for a perfect wife for him they could not have found her superior his aunt is in the way his aunt dies he has only to speak his friends are eager to promote his happiness he had used every body ill and they are all delighted to forgive him he is a fortunate man indeed,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1262,1263,he is a most fortunate man so early in life at three and twenty a period when if a man chuses a wife he generally chuses ill at three and twenty to have drawn such a prize what years of felicity that man in all human calculation has before him assured of the love of such a woman the disinterested love for jane fairfax s character vouches for her disinterestedness every thing in his favour equality of situation i mean as far as regards society and all the habits and manners that are important equality in every point but one and that one since the purity of her heart is not to be doubted such as must increase his felicity for it will be his to bestow the only advantages she wants a man would always wish to give a woman a better home than the one he takes her from and he who can do it where there is no doubt of her regard must i think be the happiest of mortals frank churchill is indeed the favourite of fortune every thing turns out for his good he meets with a young woman at a watering place gains her affection cannot even weary her by negligent treatment and had he and all his family sought round the world for a perfect wife for him they could not have found her superior his aunt is in the way his aunt dies he has only to speak his friends are eager to promote his happiness he had used every body ill and they are all delighted to forgive him he is a fortunate man indeed,you speak as if you envied him,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1263,1264,you speak as if you envied him,and i do envy him emma in one respect he is the object of my envy you will not ask me what is the point of envy you are determined i see to have no curiosity you are wise but i cannot be wise emma i must tell you what you will not ask though i may wish it unsaid the next moment,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1264,1265,and i do envy him emma in one respect he is the object of my envy you will not ask me what is the point of envy you are determined i see to have no curiosity you are wise but i cannot be wise emma i must tell you what you will not ask though i may wish it unsaid the next moment,oh then don t speak it don t speak it take a little time consider do not commit yourself,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1265,1266,oh then don t speak it don t speak it take a little time consider do not commit yourself,thank you you are going in i suppose,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1266,1267,thank you you are going in i suppose,no i should like to take another turn mr perry is not gone i stopped you ungraciously just now mr knightley and i am afraid gave you pain but if you have any wish to speak openly to me as a friend or to ask my opinion of any thing that you may have in contemplation as a friend indeed you may command me i will hear whatever you like i will tell you exactly what i think,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1267,1268,no i should like to take another turn mr perry is not gone i stopped you ungraciously just now mr knightley and i am afraid gave you pain but if you have any wish to speak openly to me as a friend or to ask my opinion of any thing that you may have in contemplation as a friend indeed you may command me i will hear whatever you like i will tell you exactly what i think,as a friend emma that i fear is a word no i have no wish stay yes why should i hesitate i have gone too far already for concealment emma i accept your offer extraordinary as it may seem i accept it and refer myself to you as a friend tell me then have i no chance of ever succeeding my dearest emma for dearest you will always be whatever the event of this hour s conversation my dearest most beloved emma tell me at once say no if it is to be said you are silent absolutely silent at present i ask no more i cannot make speeches emma if i loved you less i might be able to talk about it more but you know what i am you hear nothing but truth from me i have blamed you and lectured you and you have borne it as no other woman in england would have borne it bear with the truths i would tell you now dearest emma as well as you have borne with them the manner perhaps may have as little to recommend them god knows i have been a very indifferent lover but you understand me yes you see you understand my feelings and will return them if you can at present i ask only to hear once to hear your voice i shall be very glad to look it over but it seems long i will take it home with me at night i would rather be talking to you but as it seems a matter of justice it shall be done had i been offered the sight of one of this gentleman s letters to his mother in law a few months ago emma it would not have been taken with such indifference humph a fine complimentary opening but it is his way one man s style must not be the rule of another s we will not be severe it will be natural for me to speak my opinion aloud as i read by doing it i shall feel that i am near you it will not be so great a loss of time but if you dislike it,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1268,1269,as a friend emma that i fear is a word no i have no wish stay yes why should i hesitate i have gone too far already for concealment emma i accept your offer extraordinary as it may seem i accept it and refer myself to you as a friend tell me then have i no chance of ever succeeding my dearest emma for dearest you will always be whatever the event of this hour s conversation my dearest most beloved emma tell me at once say no if it is to be said you are silent absolutely silent at present i ask no more i cannot make speeches emma if i loved you less i might be able to talk about it more but you know what i am you hear nothing but truth from me i have blamed you and lectured you and you have borne it as no other woman in england would have borne it bear with the truths i would tell you now dearest emma as well as you have borne with them the manner perhaps may have as little to recommend them god knows i have been a very indifferent lover but you understand me yes you see you understand my feelings and will return them if you can at present i ask only to hear once to hear your voice i shall be very glad to look it over but it seems long i will take it home with me at night i would rather be talking to you but as it seems a matter of justice it shall be done had i been offered the sight of one of this gentleman s letters to his mother in law a few months ago emma it would not have been taken with such indifference humph a fine complimentary opening but it is his way one man s style must not be the rule of another s we will not be severe it will be natural for me to speak my opinion aloud as i read by doing it i shall feel that i am near you it will not be so great a loss of time but if you dislike it,not at all i should wish it,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1269,1270,not at all i should wish it,he trifles here as to the temptation he knows he is wrong and has nothing rational to urge bad he ought not to have formed the engagement he is unjust however to his father mr weston s sanguine temper was a blessing on all his upright and honourable exertions but mr weston earned every present comfort before he endeavoured to gain it very true he did not come till miss fairfax was here,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1270,1271,he trifles here as to the temptation he knows he is wrong and has nothing rational to urge bad he ought not to have formed the engagement he is unjust however to his father mr weston s sanguine temper was a blessing on all his upright and honourable exertions but mr weston earned every present comfort before he endeavoured to gain it very true he did not come till miss fairfax was here,and i have not forgotten how sure you were that he might have come sooner if he would you pass it over very handsomely but you were perfectly right,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1271,1272,and i have not forgotten how sure you were that he might have come sooner if he would you pass it over very handsomely but you were perfectly right,i was not quite impartial in my judgment emma but yet i think had you not been in the case i should still have distrusted him very bad though it might have been worse playing a most dangerous game too much indebted to the event for his acquittal no judge of his own manners by you always deceived in fact by his own wishes and regardless of little besides his own convenience fancying you to have fathomed his secret natural enough his own mind full of intrigue that he should suspect it in others mystery finesse how they pervert the understanding my emma does not every thing serve to prove more and more the beauty of truth and sincerity in all our dealings with each other,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1272,1273,i was not quite impartial in my judgment emma but yet i think had you not been in the case i should still have distrusted him very bad though it might have been worse playing a most dangerous game too much indebted to the event for his acquittal no judge of his own manners by you always deceived in fact by his own wishes and regardless of little besides his own convenience fancying you to have fathomed his secret natural enough his own mind full of intrigue that he should suspect it in others mystery finesse how they pervert the understanding my emma does not every thing serve to prove more and more the beauty of truth and sincerity in all our dealings with each other,you had better go on,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1273,1274,you had better go on,the pianoforte ah that was the act of a very very young man one too young to consider whether the inconvenience of it might not very much exceed the pleasure a boyish scheme indeed i cannot comprehend a man s wishing to give a woman any proof of affection which he knows she would rather dispense with and he did know that she would have prevented the instrument s coming if she could i perfectly agree with you sir you did behave very shamefully you never wrote a truer line this is very bad he had induced her to place herself for his sake in a situation of extreme difficulty and uneasiness and it should have been his first object to prevent her from suffering unnecessarily she must have had much more to contend with in carrying on the correspondence than he could he should have respected even unreasonable scruples had there been such but hers were all reasonable we must look to her one fault and remember that she had done a wrong thing in consenting to the engagement to bear that she should have been in such a state of punishment there is no saying much for the delicacy of our good friends the eltons his feelings are natural what actually resolve to break with him entirely she felt the engagement to be a source of repentance and misery to each she dissolved it what a view this gives of her sense of his behaviour well he must be a most extraordinary,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1274,1275,the pianoforte ah that was the act of a very very young man one too young to consider whether the inconvenience of it might not very much exceed the pleasure a boyish scheme indeed i cannot comprehend a man s wishing to give a woman any proof of affection which he knows she would rather dispense with and he did know that she would have prevented the instrument s coming if she could i perfectly agree with you sir you did behave very shamefully you never wrote a truer line this is very bad he had induced her to place herself for his sake in a situation of extreme difficulty and uneasiness and it should have been his first object to prevent her from suffering unnecessarily she must have had much more to contend with in carrying on the correspondence than he could he should have respected even unreasonable scruples had there been such but hers were all reasonable we must look to her one fault and remember that she had done a wrong thing in consenting to the engagement to bear that she should have been in such a state of punishment there is no saying much for the delicacy of our good friends the eltons his feelings are natural what actually resolve to break with him entirely she felt the engagement to be a source of repentance and misery to each she dissolved it what a view this gives of her sense of his behaviour well he must be a most extraordinary,nay nay read on you will find how very much he suffers,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1275,1276,nay nay read on you will find how very much he suffers,i hope he does smallridge what does this mean what is all this,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1276,1277,i hope he does smallridge what does this mean what is all this,she had engaged to go as governess to mrs smallridge s children a dear friend of mrs elton s a neighbour of maple grove and by the bye i wonder how mrs elton bears the disappointment,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1277,1278,she had engaged to go as governess to mrs smallridge s children a dear friend of mrs elton s a neighbour of maple grove and by the bye i wonder how mrs elton bears the disappointment,say nothing my dear emma while you oblige me to read not even of mrs elton only one page more i shall soon have done what a letter the man writes,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1278,1279,say nothing my dear emma while you oblige me to read not even of mrs elton only one page more i shall soon have done what a letter the man writes,i wish you would read it with a kinder spirit towards him,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1279,1280,i wish you would read it with a kinder spirit towards him,well there is feeling here he does seem to have suffered in finding her ill certainly i can have no doubt of his being fond of her i hope he may long continue to feel all the value of such a reconciliation he is a very liberal thanker with his thousands and tens of thousands come he knows himself there those were miss woodhouse s words were they and a fine ending and there is the letter the child of good fortune that was your name for him was it,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1280,1281,well there is feeling here he does seem to have suffered in finding her ill certainly i can have no doubt of his being fond of her i hope he may long continue to feel all the value of such a reconciliation he is a very liberal thanker with his thousands and tens of thousands come he knows himself there those were miss woodhouse s words were they and a fine ending and there is the letter the child of good fortune that was your name for him was it,you do not appear so well satisfied with his letter as i am but still you must at least i hope you must think the better of him for it i hope it does him some service with you,Emma,M,major,F,major,Emma
Emma,Mr. Knightley,1281,1282,you do not appear so well satisfied with his letter as i am but still you must at least i hope you must think the better of him for it i hope it does him some service with you,yes certainly it does he has had great faults faults of inconsideration and thoughtlessness and i am very much of his opinion in thinking him likely to be happier than he deserves but still as he is beyond a doubt really attached to miss fairfax and will soon it may be hoped have the advantage of being constantly with her i am very ready to believe his character will improve and acquire from hers the steadiness and delicacy of principle that it wants and now let me talk to you of something else i have another person s interest at present so much at heart that i cannot think any longer about frank churchill ever since i left you this morning emma my mind has been hard at work on one subject,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1282,1283,yes certainly it does he has had great faults faults of inconsideration and thoughtlessness and i am very much of his opinion in thinking him likely to be happier than he deserves but still as he is beyond a doubt really attached to miss fairfax and will soon it may be hoped have the advantage of being constantly with her i am very ready to believe his character will improve and acquire from hers the steadiness and delicacy of principle that it wants and now let me talk to you of something else i have another person s interest at present so much at heart that i cannot think any longer about frank churchill ever since i left you this morning emma my mind has been hard at work on one subject,ah there is one difficulty unprovided for i am sure william larkins will not like it you must get his consent before you ask mine,Emma,M,major,F,major,Emma
Miss Bates,Mrs. Elton,1289,1290,thank you dear miss woodhouse you are all kindness it is impossible to say yes indeed i quite understand dearest jane s prospects that is i do not mean but she is charmingly recovered how is mr woodhouse i am so glad quite out of my power such a happy little circle as you find us here yes indeed charming young man that is so very friendly i mean good mr perry such attention to jane,yes here i am my good friend and here i have been so long that anywhere else i should think it necessary to apologise but the truth is that i am waiting for my lord and master he promised to join me here and pay his respects to you,Emma; Jane Fairfax; Mrs. Bates; Mrs. Elton,F,intermediate,F,intermediate,Emma
Mrs. Elton,Miss Bates,1290,1291,yes here i am my good friend and here i have been so long that anywhere else i should think it necessary to apologise but the truth is that i am waiting for my lord and master he promised to join me here and pay his respects to you,what are we to have the pleasure of a call from mr elton that will be a favour indeed for i know gentlemen do not like morning visits and mr elton s time is so engaged,Emma; Jane Fairfax; Miss Bates; Mrs. Bates,F,intermediate,F,intermediate,Emma
Miss Bates,Mrs. Elton,1291,1292,what are we to have the pleasure of a call from mr elton that will be a favour indeed for i know gentlemen do not like morning visits and mr elton s time is so engaged,upon my word it is miss bates he really is engaged from morning to night there is no end of people s coming to him on some pretence or other the magistrates and overseers and churchwardens are always wanting his opinion they seem not able to do any thing without him i often say bad enough as it is for i absolutely neglect them both to an unpardonable degree i believe i have not played a bar this fortnight however he is coming i assure you yes indeed on purpose to wait on you all,Emma; Jane Fairfax; Mrs. Bates; Mrs. Elton,F,intermediate,F,intermediate,Emma
Mrs. Elton,Emma,1294,1295,he promised to come to me as soon as he could disengage himself from knightley but he and knightley are shut up together in deep consultation mr e is knightley s right hand,is mr elton gone on foot to donwell he will have a hot walk,Emma; Jane Fairfax; Miss Bates; Mrs. Bates,F,intermediate,F,major,Emma
Emma,Mrs. Elton,1295,1296,is mr elton gone on foot to donwell he will have a hot walk,oh no it is a meeting at the crown a regular meeting weston and cole will be there too but one is apt to speak only of those who lead i fancy mr e and knightley have every thing their own way,Jane Fairfax; Miss Bates; Mrs. Bates; Mrs. Elton,F,major,F,intermediate,Emma
Mrs. Elton,Emma,1296,1297,oh no it is a meeting at the crown a regular meeting weston and cole will be there too but one is apt to speak only of those who lead i fancy mr e and knightley have every thing their own way,have not you mistaken the day i am almost certain that the meeting at the crown is not till to morrow mr knightley was at hartfield yesterday and spoke of it as for saturday,Emma; Jane Fairfax; Miss Bates; Mrs. Bates,F,intermediate,F,major,Emma
Emma,Mrs. Elton,1297,1298,have not you mistaken the day i am almost certain that the meeting at the crown is not till to morrow mr knightley was at hartfield yesterday and spoke of it as for saturday,oh no the meeting is certainly to day i do believe this is the most troublesome parish that ever was we never heard of such things at maple grove,Jane Fairfax; Miss Bates; Mrs. Bates; Mrs. Elton,F,major,F,intermediate,Emma
Mrs. Elton,Jane Fairfax,1298,1299,oh no the meeting is certainly to day i do believe this is the most troublesome parish that ever was we never heard of such things at maple grove,your parish there was small,Emma; Jane Fairfax; Miss Bates; Mrs. Bates,F,intermediate,F,intermediate,Emma
Jane Fairfax,Mrs. Elton,1299,1300,your parish there was small,upon my word my dear i do not know for i never heard the subject talked of,Emma; Miss Bates; Mrs. Bates; Mrs. Elton,F,intermediate,F,intermediate,Emma
Mrs. Elton,Jane Fairfax,1300,1301,upon my word my dear i do not know for i never heard the subject talked of,but it is proved by the smallness of the school which i have heard you speak of as under the patronage of your sister and mrs bragge the only school and not more than five and twenty children,Emma; Jane Fairfax; Miss Bates; Mrs. Bates,F,intermediate,F,intermediate,Emma
Jane Fairfax,Mrs. Elton,1301,1302,but it is proved by the smallness of the school which i have heard you speak of as under the patronage of your sister and mrs bragge the only school and not more than five and twenty children,ah you clever creature that s very true what a thinking brain you have i say jane what a perfect character you and i should make if we could be shaken together my liveliness and your solidity would produce perfection not that i presume to insinuate however that some people may not think you perfection already but hush not a word if you please,Emma; Miss Bates; Mrs. Bates; Mrs. Elton,F,intermediate,F,intermediate,Emma
Mrs. Elton,Mr. Elton,1303,1304,very pretty sir upon my word to send me on here to be an encumbrance to my friends so long before you vouchsafe to come but you knew what a dutiful creature you had to deal with you knew i should not stir till my lord and master appeared here have i been sitting this hour giving these young ladies a sample of true conjugal obedience for who can say you know how soon it may be wanted,when i got to donwell knightley could not be found very odd very unaccountable after the note i sent him this morning and the message he returned that he should certainly be at home till one,Emma; Jane Fairfax; Miss Bates; Mr. Elton; Mrs. Bates,F,intermediate,M,intermediate,Emma
Mr. Elton,Mrs. Elton,1304,1305,when i got to donwell knightley could not be found very odd very unaccountable after the note i sent him this morning and the message he returned that he should certainly be at home till one,donwell my dear mr e you have not been to donwell you mean the crown you come from the meeting at the crown,Emma; Jane Fairfax; Miss Bates; Mrs. Bates; Mrs. Elton,M,intermediate,F,intermediate,Emma
Mrs. Elton,Mr. Elton,1305,1306,donwell my dear mr e you have not been to donwell you mean the crown you come from the meeting at the crown,no no that s to morrow and i particularly wanted to see knightley to day on that very account such a dreadful broiling morning i went over the fields too which made it so much the worse and then not to find him at home i assure you i am not at all pleased and no apology left no message for me the housekeeper declared she knew nothing of my being expected very extraordinary and nobody knew at all which way he was gone perhaps to hartfield perhaps to the abbey mill perhaps into his woods miss woodhouse this is not like our friend knightley can you explain it,Emma; Jane Fairfax; Miss Bates; Mr. Elton; Mrs. Bates,F,intermediate,M,intermediate,Emma
Mr. Elton,Mrs. Elton,1306,1307,no no that s to morrow and i particularly wanted to see knightley to day on that very account such a dreadful broiling morning i went over the fields too which made it so much the worse and then not to find him at home i assure you i am not at all pleased and no apology left no message for me the housekeeper declared she knew nothing of my being expected very extraordinary and nobody knew at all which way he was gone perhaps to hartfield perhaps to the abbey mill perhaps into his woods miss woodhouse this is not like our friend knightley can you explain it,i cannot imagine i cannot imagine how he could do such a thing by you of all people in the world the very last person whom one should expect to be forgotten my dear mr e he must have left a message for you i am sure he must not even knightley could be so very eccentric and his servants forgot it depend upon it that was the case and very likely to happen with the donwell servants who are all i have often observed extremely awkward and remiss i am sure i would not have such a creature as his harry stand at our sideboard for any consideration and as for mrs hodges wright holds her very cheap indeed she promised wright a receipt and never sent it,Emma; Jane Fairfax; Miss Bates; Mrs. Bates; Mrs. Elton,M,intermediate,F,intermediate,Emma
Mrs. Elton,Mr. Elton,1307,1308,i cannot imagine i cannot imagine how he could do such a thing by you of all people in the world the very last person whom one should expect to be forgotten my dear mr e he must have left a message for you i am sure he must not even knightley could be so very eccentric and his servants forgot it depend upon it that was the case and very likely to happen with the donwell servants who are all i have often observed extremely awkward and remiss i am sure i would not have such a creature as his harry stand at our sideboard for any consideration and as for mrs hodges wright holds her very cheap indeed she promised wright a receipt and never sent it,i met william larkins as i got near the house and he told me i should not find his master at home but i did not believe him william seemed rather out of humour he did not know what was come to his master lately he said but he could hardly ever get the speech of him i have nothing to do with william s wants but it really is of very great importance that i should see knightley to day and it becomes a matter therefore of very serious inconvenience that i should have had this hot walk to no purpose,Emma; Jane Fairfax; Miss Bates; Mr. Elton; Mrs. Bates,F,intermediate,M,intermediate,Emma
Mr. Elton,Emma,1308,1309,i met william larkins as i got near the house and he told me i should not find his master at home but i did not believe him william seemed rather out of humour he did not know what was come to his master lately he said but he could hardly ever get the speech of him i have nothing to do with william s wants but it really is of very great importance that i should see knightley to day and it becomes a matter therefore of very serious inconvenience that i should have had this hot walk to no purpose,it is as well perhaps that i have not had the possibility had you not been surrounded by other friends i might have been tempted to introduce a subject to ask questions to speak more openly than might have been strictly correct i feel that i should certainly have been impertinent,Emma; Jane Fairfax; Miss Bates; Mrs. Bates; Mrs. Elton,M,intermediate,F,major,Emma
Emma,Jane Fairfax,1309,1310,it is as well perhaps that i have not had the possibility had you not been surrounded by other friends i might have been tempted to introduce a subject to ask questions to speak more openly than might have been strictly correct i feel that i should certainly have been impertinent,oh there would have been no danger the danger would have been of my wearying you you could not have gratified me more than by expressing an interest indeed miss woodhouse with the consciousness which i have of misconduct very great misconduct it is particularly consoling to me to know that those of my friends whose good opinion is most worth preserving are not disgusted to such a degree as to i have not time for half that i could wish to say i long to make apologies excuses to urge something for myself i feel it so very due but unfortunately in short if your compassion does not stand my friend,Jane Fairfax,F,major,F,intermediate,Emma
Jane Fairfax,Emma,1310,1311,oh there would have been no danger the danger would have been of my wearying you you could not have gratified me more than by expressing an interest indeed miss woodhouse with the consciousness which i have of misconduct very great misconduct it is particularly consoling to me to know that those of my friends whose good opinion is most worth preserving are not disgusted to such a degree as to i have not time for half that i could wish to say i long to make apologies excuses to urge something for myself i feel it so very due but unfortunately in short if your compassion does not stand my friend,oh you are too scrupulous indeed you are you owe me no apologies and every body to whom you might be supposed to owe them is so perfectly satisfied so delighted even,Emma,F,intermediate,F,major,Emma
Emma,Jane Fairfax,1311,1312,oh you are too scrupulous indeed you are you owe me no apologies and every body to whom you might be supposed to owe them is so perfectly satisfied so delighted even,you are very kind but i know what my manners were to you so cold and artificial i had always a part to act it was a life of deceit i know that i must have disgusted you,Jane Fairfax,F,major,F,intermediate,Emma
Jane Fairfax,Emma,1312,1313,you are very kind but i know what my manners were to you so cold and artificial i had always a part to act it was a life of deceit i know that i must have disgusted you,pray say no more i feel that all the apologies should be on my side let us forgive each other at once we must do whatever is to be done quickest and i think our feelings will lose no time there i hope you have pleasant accounts from windsor,Emma,F,intermediate,F,major,Emma
Emma,Jane Fairfax,1315,1316,and the next news i suppose will be that we are to lose you just as i begin to know you,oh as to all that of course nothing can be thought of yet i am here till claimed by colonel and mrs campbell,Jane Fairfax,F,major,F,intermediate,Emma
Jane Fairfax,Emma,1316,1317,oh as to all that of course nothing can be thought of yet i am here till claimed by colonel and mrs campbell,nothing can be actually settled yet perhaps but excuse me it must be thought of,Emma,F,intermediate,F,major,Emma
Emma,Jane Fairfax,1317,1318,nothing can be actually settled yet perhaps but excuse me it must be thought of,you are very right it has been thought of and i will own to you i am sure it will be safe that so far as our living with mr churchill at enscombe it is settled there must be three months at least of deep mourning but when they are over i imagine there will be nothing more to wait for,Jane Fairfax,F,major,F,intermediate,Emma
Jane Fairfax,Emma,1318,1319,you are very right it has been thought of and i will own to you i am sure it will be safe that so far as our living with mr churchill at enscombe it is settled there must be three months at least of deep mourning but when they are over i imagine there will be nothing more to wait for,thank you thank you this is just what i wanted to be assured of oh if you knew how much i love every thing that is decided and open good bye good bye,Emma,F,intermediate,F,major,Emma
Emma,Mr. Knightley,1320,1321,she has had the advantage you know of practising on me like la baronne d almane on la comtesse d ostalis in madame de genlis adelaide and theodore and we shall now see her own little adelaide educated on a more perfect plan,that is she will indulge her even more than she did you and believe that she does not indulge her at all it will be the only difference,Mr. Knightley,F,major,M,major,Emma
Mr. Knightley,Emma,1321,1322,that is she will indulge her even more than she did you and believe that she does not indulge her at all it will be the only difference,poor child at that rate what will become of her,Emma,M,major,F,major,Emma
