A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Marianne,Edward Ferrars,261,262,and yet two thousand a year is a very moderate income a family cannot well be maintained on a smaller i am sure i am not extravagant in my demands a proper establishment of servants a carriage perhaps two and hunters cannot be supported on less,hunters but why must you have hunters every body does not hunt,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,262,263,hunters but why must you have hunters every body does not hunt,but most people do,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Margaret,263,264,but most people do,i wish that somebody would give us all a large fortune apiece,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,minor
Margaret,Marianne,264,265,i wish that somebody would give us all a large fortune apiece,oh that they would,Edward Ferrars; Elinor; Marianne; Mrs. Dashwood,F,minor,F,major
Marianne,Elinor,265,266,oh that they would,we are all unanimous in that wish i suppose in spite of the insufficiency of wealth,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,major
Elinor,Margaret,266,267,we are all unanimous in that wish i suppose in spite of the insufficiency of wealth,oh dear how happy i should be i wonder what i should do with it,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,F,minor
Margaret,Mrs. Dashwood,267,268,oh dear how happy i should be i wonder what i should do with it,i should be puzzled to spend so large a fortune myself if my children were all to be rich without my help,Edward Ferrars; Elinor; Marianne; Mrs. Dashwood,F,minor,F,intermediate
Mrs. Dashwood,Elinor,268,269,i should be puzzled to spend so large a fortune myself if my children were all to be rich without my help,you must begin your improvements on this house and your difficulties will soon vanish,Edward Ferrars; Elinor; Margaret; Marianne,F,intermediate,F,major
Elinor,Edward Ferrars,269,270,you must begin your improvements on this house and your difficulties will soon vanish,what magnificent orders would travel from this family to london in such an event what a happy day for booksellers music sellers and print shops you miss dashwood would give a general commission for every new print of merit to be sent you and as for marianne i know her greatness of soul there would not be music enough in london to content her and books thomson cowper scott she would buy them all over and over again she would buy up every copy i believe to prevent their falling into unworthy hands and she would have every book that tells her how to admire an old twisted tree should not you marianne forgive me if i am very saucy but i was willing to show you that i had not forgot our old disputes,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,270,271,what magnificent orders would travel from this family to london in such an event what a happy day for booksellers music sellers and print shops you miss dashwood would give a general commission for every new print of merit to be sent you and as for marianne i know her greatness of soul there would not be music enough in london to content her and books thomson cowper scott she would buy them all over and over again she would buy up every copy i believe to prevent their falling into unworthy hands and she would have every book that tells her how to admire an old twisted tree should not you marianne forgive me if i am very saucy but i was willing to show you that i had not forgot our old disputes,i love to be reminded of the past edward whether it be melancholy or gay i love to recall it and you will never offend me by talking of former times you are very right in supposing how my money would be spent some of it at least my loose cash would certainly be employed in improving my collection of music and books,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,271,272,i love to be reminded of the past edward whether it be melancholy or gay i love to recall it and you will never offend me by talking of former times you are very right in supposing how my money would be spent some of it at least my loose cash would certainly be employed in improving my collection of music and books,and the bulk of your fortune would be laid out in annuities on the authors or their heirs,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,272,273,and the bulk of your fortune would be laid out in annuities on the authors or their heirs,no edward i should have something else to do with it,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,273,274,no edward i should have something else to do with it,perhaps then you would bestow it as a reward on that person who wrote the ablest defence of your favourite maxim that no one can ever be in love more than once in their life your opinion on that point is unchanged i presume,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,274,275,perhaps then you would bestow it as a reward on that person who wrote the ablest defence of your favourite maxim that no one can ever be in love more than once in their life your opinion on that point is unchanged i presume,undoubtedly at my time of life opinions are tolerably fixed it is not likely that i should now see or hear any thing to change them,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Elinor,275,276,undoubtedly at my time of life opinions are tolerably fixed it is not likely that i should now see or hear any thing to change them,marianne is as steadfast as ever you see she is not at all altered,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,major
Elinor,Edward Ferrars,276,277,marianne is as steadfast as ever you see she is not at all altered,she is only grown a little more grave than she was,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,277,278,she is only grown a little more grave than she was,nay edward you need not reproach me you are not very gay yourself,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,278,279,nay edward you need not reproach me you are not very gay yourself,why should you think so but gaiety never was a part of my character,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Elinor,279,280,why should you think so but gaiety never was a part of my character,nor do i think it a part of marianne s i should hardly call her a lively girl she is very earnest very eager in all she does sometimes talks a great deal and always with animation but she is not often really merry,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Edward Ferrars,280,281,nor do i think it a part of marianne s i should hardly call her a lively girl she is very earnest very eager in all she does sometimes talks a great deal and always with animation but she is not often really merry,i believe you are right and yet i have always set her down as a lively girl,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Elinor,281,282,i believe you are right and yet i have always set her down as a lively girl,i have frequently detected myself in such kind of mistakes in a total misapprehension of character in some point or other fancying people so much more gay or grave or ingenious or stupid than they really are and i can hardly tell why or in what the deception originated sometimes one is guided by what they say of themselves and very frequently by what other people say of them without giving oneself time to deliberate and judge,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Marianne,282,283,i have frequently detected myself in such kind of mistakes in a total misapprehension of character in some point or other fancying people so much more gay or grave or ingenious or stupid than they really are and i can hardly tell why or in what the deception originated sometimes one is guided by what they say of themselves and very frequently by what other people say of them without giving oneself time to deliberate and judge,but i thought it was right elinor to be guided wholly by the opinion of other people i thought our judgments were given us merely to be subservient to those of neighbours this has always been your doctrine i am sure,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,F,major
Marianne,Elinor,283,284,but i thought it was right elinor to be guided wholly by the opinion of other people i thought our judgments were given us merely to be subservient to those of neighbours this has always been your doctrine i am sure,no marianne never my doctrine has never aimed at the subjection of the understanding all i have ever attempted to influence has been the behaviour you must not confound my meaning i am guilty i confess of having often wished you to treat our acquaintance in general with greater attention but when have i advised you to adopt their sentiments or to conform to their judgment in serious matters,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,major
Elinor,Edward Ferrars,284,285,no marianne never my doctrine has never aimed at the subjection of the understanding all i have ever attempted to influence has been the behaviour you must not confound my meaning i am guilty i confess of having often wished you to treat our acquaintance in general with greater attention but when have i advised you to adopt their sentiments or to conform to their judgment in serious matters,you have not been able to bring your sister over to your plan of general civility do you gain no ground,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Elinor,285,286,you have not been able to bring your sister over to your plan of general civility do you gain no ground,quite the contrary,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Edward Ferrars,286,287,quite the contrary,my judgment is all on your side of the question but i am afraid my practice is much more on your sister s i never wish to offend but i am so foolishly shy that i often seem negligent when i am only kept back by my natural awkwardness i have frequently thought that i must have been intended by nature to be fond of low company i am so little at my ease among strangers of gentility,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Elinor,287,288,my judgment is all on your side of the question but i am afraid my practice is much more on your sister s i never wish to offend but i am so foolishly shy that i often seem negligent when i am only kept back by my natural awkwardness i have frequently thought that i must have been intended by nature to be fond of low company i am so little at my ease among strangers of gentility,marianne has not shyness to excuse any inattention of hers,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Edward Ferrars,288,289,marianne has not shyness to excuse any inattention of hers,she knows her own worth too well for false shame shyness is only the effect of a sense of inferiority in some way or other if i could persuade myself that my manners were perfectly easy and graceful i should not be shy,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,289,290,she knows her own worth too well for false shame shyness is only the effect of a sense of inferiority in some way or other if i could persuade myself that my manners were perfectly easy and graceful i should not be shy,but you would still be reserved and that is worse,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,290,291,but you would still be reserved and that is worse,reserved am i reserved marianne,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,291,292,reserved am i reserved marianne,yes very,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,292,293,yes very,i do not understand you reserved how in what manner what am i to tell you what can you suppose,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Elinor,293,294,i do not understand you reserved how in what manner what am i to tell you what can you suppose,do not you know my sister well enough to understand what she means do not you know she calls every one reserved who does not talk as fast and admire what she admires as rapturously as herself,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Edward Ferrars,294,295,do not you know my sister well enough to understand what she means do not you know she calls every one reserved who does not talk as fast and admire what she admires as rapturously as herself,i am going into the village to see my horses as you are not yet ready for breakfast i shall be back again presently,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,296,297,you must not enquire too far marianne remember i have no knowledge in the picturesque and i shall offend you by my ignorance and want of taste if we come to particulars i shall call hills steep which ought to be bold surfaces strange and uncouth which ought to be irregular and rugged and distant objects out of sight which ought only to be indistinct through the soft medium of a hazy atmosphere you must be satisfied with such admiration as i can honestly give i call it a very fine country the hills are steep the woods seem full of fine timber and the valley looks comfortable and snug with rich meadows and several neat farm houses scattered here and there it exactly answers my idea of a fine country because it unites beauty with utility and i dare say it is a picturesque one too because you admire it i can easily believe it to be full of rocks and promontories grey moss and brush wood but these are all lost on me i know nothing of the picturesque,i am afraid it is but too true but why should you boast of it,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Elinor,297,298,i am afraid it is but too true but why should you boast of it,i suspect that to avoid one kind of affectation edward here falls into another because he believes many people pretend to more admiration of the beauties of nature than they really feel and is disgusted with such pretensions he affects greater indifference and less discrimination in viewing them himself than he possesses he is fastidious and will have an affectation of his own,Edward Ferrars; Elinor; Mrs. Dashwood,F,major,F,major
Elinor,Marianne,298,299,i suspect that to avoid one kind of affectation edward here falls into another because he believes many people pretend to more admiration of the beauties of nature than they really feel and is disgusted with such pretensions he affects greater indifference and less discrimination in viewing them himself than he possesses he is fastidious and will have an affectation of his own,it is very true that admiration of landscape scenery is become a mere jargon every body pretends to feel and tries to describe with the taste and elegance of him who first defined what picturesque beauty was i detest jargon of every kind and sometimes i have kept my feelings to myself because i could find no language to describe them in but what was worn and hackneyed out of all sense and meaning,Edward Ferrars; Marianne; Mrs. Dashwood,F,major,F,major
Marianne,Edward Ferrars,299,300,it is very true that admiration of landscape scenery is become a mere jargon every body pretends to feel and tries to describe with the taste and elegance of him who first defined what picturesque beauty was i detest jargon of every kind and sometimes i have kept my feelings to myself because i could find no language to describe them in but what was worn and hackneyed out of all sense and meaning,i am convinced that you really feel all the delight in a fine prospect which you profess to feel but in return your sister must allow me to feel no more than i profess i like a fine prospect but not on picturesque principles i do not like crooked twisted blasted trees i admire them much more if they are tall straight and flourishing i do not like ruined tattered cottages i am not fond of nettles or thistles or heath blossoms i have more pleasure in a snug farm house than a watch tower and a troop of tidy happy villagers please me better than the finest banditti in the world,Edward Ferrars; Elinor; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Marianne,300,301,i am convinced that you really feel all the delight in a fine prospect which you profess to feel but in return your sister must allow me to feel no more than i profess i like a fine prospect but not on picturesque principles i do not like crooked twisted blasted trees i admire them much more if they are tall straight and flourishing i do not like ruined tattered cottages i am not fond of nettles or thistles or heath blossoms i have more pleasure in a snug farm house than a watch tower and a troop of tidy happy villagers please me better than the finest banditti in the world,i never saw you wear a ring before edward is that fanny s hair i remember her promising to give you some but i should have thought her hair had been darker,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,301,302,i never saw you wear a ring before edward is that fanny s hair i remember her promising to give you some but i should have thought her hair had been darker,yes it is my sister s hair the setting always casts a different shade on it you know,Edward Ferrars; Elinor; Mrs. Dashwood,F,major,M,intermediate
John Middleton,Mrs. Jennings,303,304,you must drink tea with us to night for we shall be quite alone and tomorrow you must absolutely dine with us for we shall be a large party,and who knows but you may raise a dance and that will tempt you miss marianne,Edward Ferrars; Elinor; Marianne; Mrs. Jennings,M,intermediate,F,intermediate
Mrs. Jennings,Marianne,304,305,and who knows but you may raise a dance and that will tempt you miss marianne,a dance impossible who is to dance,Edward Ferrars; Elinor; John Middleton; Marianne,F,intermediate,F,major
Marianne,Mrs. Jennings,305,306,a dance impossible who is to dance,who why yourselves and the careys and whitakers to be sure what you thought nobody could dance because a certain person that shall be nameless is gone,Edward Ferrars; Elinor; John Middleton; Mrs. Jennings,F,major,F,intermediate
Mrs. Jennings,John Middleton,306,307,who why yourselves and the careys and whitakers to be sure what you thought nobody could dance because a certain person that shall be nameless is gone,i wish with all my soul that willoughby were among us again,Edward Ferrars; Elinor; John Middleton; Marianne,F,intermediate,M,intermediate
John Middleton,Edward Ferrars,307,308,i wish with all my soul that willoughby were among us again,and who is willoughby,Edward Ferrars; Elinor; Marianne; Mrs. Jennings,M,intermediate,M,intermediate
Edward Ferrars,Marianne,309,310,i have been guessing shall i tell you my guess,what do you mean,Marianne,M,intermediate,F,major
Marianne,Edward Ferrars,310,311,what do you mean,shall i tell you,Edward Ferrars,F,major,M,intermediate
Edward Ferrars,Marianne,311,312,shall i tell you,certainly,Marianne,M,intermediate,F,major
Marianne,Edward Ferrars,312,313,certainly,well then i guess that mr willoughby hunts,Edward Ferrars,F,major,M,intermediate
Edward Ferrars,Marianne,313,314,well then i guess that mr willoughby hunts,oh edward how can you but the time will come i hope i am sure you will like him,Marianne,M,intermediate,F,major
Marianne,Edward Ferrars,314,315,oh edward how can you but the time will come i hope i am sure you will like him,i do not doubt it,Edward Ferrars,F,major,M,intermediate
Mrs. Dashwood,Edward Ferrars,316,317,i think edward you would be a happier man if you had any profession to engage your time and give an interest to your plans and actions some inconvenience to your friends indeed might result from it you would not be able to give them so much of your time but you would be materially benefited in one particular at least you would know where to go when you left them,i do assure you that i have long thought on this point as you think now it has been and is and probably will always be a heavy misfortune to me that i have had no necessary business to engage me no profession to give me employment or afford me any thing like independence but unfortunately my own nicety and the nicety of my friends have made me what i am an idle helpless being we never could agree in our choice of a profession i always preferred the church as i still do but that was not smart enough for my family they recommended the army that was a great deal too smart for me the law was allowed to be genteel enough many young men who had chambers in the temple made a very good appearance in the first circles and drove about town in very knowing gigs but i had no inclination for the law even in this less abstruse study of it which my family approved as for the navy it had fashion on its side but i was too old when the subject was first started to enter it and at length as there was no necessity for my having any profession at all as i might be as dashing and expensive without a red coat on my back as with one idleness was pronounced on the whole to be most advantageous and honourable and a young man of eighteen is not in general so earnestly bent on being busy as to resist the solicitations of his friends to do nothing i was therefore entered at oxford and have been properly idle ever since,Edward Ferrars,F,intermediate,M,intermediate
Edward Ferrars,Mrs. Dashwood,317,318,i do assure you that i have long thought on this point as you think now it has been and is and probably will always be a heavy misfortune to me that i have had no necessary business to engage me no profession to give me employment or afford me any thing like independence but unfortunately my own nicety and the nicety of my friends have made me what i am an idle helpless being we never could agree in our choice of a profession i always preferred the church as i still do but that was not smart enough for my family they recommended the army that was a great deal too smart for me the law was allowed to be genteel enough many young men who had chambers in the temple made a very good appearance in the first circles and drove about town in very knowing gigs but i had no inclination for the law even in this less abstruse study of it which my family approved as for the navy it had fashion on its side but i was too old when the subject was first started to enter it and at length as there was no necessity for my having any profession at all as i might be as dashing and expensive without a red coat on my back as with one idleness was pronounced on the whole to be most advantageous and honourable and a young man of eighteen is not in general so earnestly bent on being busy as to resist the solicitations of his friends to do nothing i was therefore entered at oxford and have been properly idle ever since,the consequence of which i suppose will be since leisure has not promoted your own happiness that your sons will be brought up to as many pursuits employments professions and trades as columella s,Mrs. Dashwood,M,intermediate,F,intermediate
Mrs. Dashwood,Edward Ferrars,318,319,the consequence of which i suppose will be since leisure has not promoted your own happiness that your sons will be brought up to as many pursuits employments professions and trades as columella s,they will be brought up to be as unlike myself as is possible in feeling in action in condition in every thing,Edward Ferrars,F,intermediate,M,intermediate
Edward Ferrars,Mrs. Dashwood,319,320,they will be brought up to be as unlike myself as is possible in feeling in action in condition in every thing,come come this is all an effusion of immediate want of spirits edward you are in a melancholy humour and fancy that any one unlike yourself must be happy but remember that the pain of parting from friends will be felt by every body at times whatever be their education or state know your own happiness you want nothing but patience or give it a more fascinating name call it hope your mother will secure to you in time that independence you are so anxious for it is her duty and it will it must ere long become her happiness to prevent your whole youth from being wasted in discontent how much may not a few months do,Mrs. Dashwood,M,intermediate,F,intermediate
Mrs. Dashwood,Edward Ferrars,320,321,come come this is all an effusion of immediate want of spirits edward you are in a melancholy humour and fancy that any one unlike yourself must be happy but remember that the pain of parting from friends will be felt by every body at times whatever be their education or state know your own happiness you want nothing but patience or give it a more fascinating name call it hope your mother will secure to you in time that independence you are so anxious for it is her duty and it will it must ere long become her happiness to prevent your whole youth from being wasted in discontent how much may not a few months do,i think that i may defy many months to produce any good to me,Edward Ferrars,F,intermediate,M,intermediate
John Middleton,Elinor,322,323,well we have brought you some strangers how do you like them,hush they will hear you,Elinor,M,intermediate,F,major
Elinor,John Middleton,323,324,hush they will hear you,never mind if they do it is only the palmers charlotte is very pretty i can tell you you may see her if you look this way where is marianne has she run away because we are come i see her instrument is open,John Middleton,F,major,M,intermediate
John Middleton,Elinor,324,325,never mind if they do it is only the palmers charlotte is very pretty i can tell you you may see her if you look this way where is marianne has she run away because we are come i see her instrument is open,she is walking i believe,Elinor,M,intermediate,F,major
Charlotte,Mrs. Jennings,327,328,well what a delightful room this is i never saw anything so charming only think mama how it is improved since i was here last i always thought it such a sweet place ma am turning to mrs dashwood but you have made it so charming only look sister how delightful every thing is how i should like such a house for myself should not you mr palmer mr palmer does not hear me he never does sometimes it is so ridiculous,you may believe how glad we all were to see them but however i can t help wishing they had not travelled quite so fast nor made such a long journey of it for they came all round by london upon account of some business for you know it was wrong in her situation i wanted her to stay at home and rest this morning but she would come with us she longed so much to see you all she expects to be confined in february,Elinor; John Middleton; Lady Middleton; Margaret; Mr. Palmer; Mrs. Dashwood; Mrs. Jennings,F,intermediate,F,intermediate
Mrs. Jennings,Mr. Palmer,328,329,you may believe how glad we all were to see them but however i can t help wishing they had not travelled quite so fast nor made such a long journey of it for they came all round by london upon account of some business for you know it was wrong in her situation i wanted her to stay at home and rest this morning but she would come with us she longed so much to see you all she expects to be confined in february,no none at all,Charlotte; Elinor; John Middleton; Lady Middleton; Margaret; Mr. Palmer; Mrs. Dashwood,F,intermediate,M,minor
Mr. Palmer,John Middleton,329,330,no none at all,here comes marianne now palmer you shall see a monstrous pretty girl,Charlotte; Elinor; John Middleton; Lady Middleton; Margaret; Mrs. Dashwood; Mrs. Jennings,M,minor,M,intermediate
John Middleton,Charlotte,330,331,here comes marianne now palmer you shall see a monstrous pretty girl,oh dear how beautiful these are well how delightful do but look mama how sweet i declare they are quite charming i could look at them for ever my love have you been asleep,Charlotte; Elinor; Lady Middleton; Margaret; Mr. Palmer; Mrs. Dashwood; Mrs. Jennings,M,intermediate,F,intermediate
Charlotte,Marianne,331,332,oh dear how beautiful these are well how delightful do but look mama how sweet i declare they are quite charming i could look at them for ever my love have you been asleep,why should they ask us the rent of this cottage is said to be low but we have it on very hard terms if we are to dine at the park whenever any one is staying either with them or with us,Elinor; John Middleton; Lady Middleton; Margaret; Marianne; Mr. Palmer; Mrs. Dashwood; Mrs. Jennings,F,intermediate,F,major
Marianne,Elinor,332,333,why should they ask us the rent of this cottage is said to be low but we have it on very hard terms if we are to dine at the park whenever any one is staying either with them or with us,they mean no less to be civil and kind to us now by these frequent invitations than by those which we received from them a few weeks ago the alteration is not in them if their parties are grown tedious and dull we must look for the change elsewhere,Elinor,F,major,F,major
Charlotte,Mr. Palmer,335,336,oh my love you must help me to persuade the miss dashwoods to go to town this winter,how horrid all this is such weather makes every thing and every body disgusting dullness is as much produced within doors as without by rain it makes one detest all one s acquaintance what the devil does sir john mean by not having a billiard room in his house how few people know what comfort is sir john is as stupid as the weather,Elinor; Marianne; Mr. Palmer,F,intermediate,M,minor
John Middleton,Charlotte,337,338,i am afraid miss marianne you have not been able to take your usual walk to allenham today,oh don t be so sly before us for we know all about it i assure you and i admire your taste very much for i think he is extremely handsome we do not live a great way from him in the country you know not above ten miles i dare say,Charlotte; Elinor; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,M,intermediate,F,intermediate
Charlotte,Mr. Palmer,338,339,oh don t be so sly before us for we know all about it i assure you and i admire your taste very much for i think he is extremely handsome we do not live a great way from him in the country you know not above ten miles i dare say,much nearer thirty,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,M,minor
Mr. Palmer,Charlotte,339,340,much nearer thirty,ah well there is not much difference i never was at his house but they say it is a sweet pretty place,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Charlotte,Mr. Palmer,340,341,ah well there is not much difference i never was at his house but they say it is a sweet pretty place,as vile a spot as i ever saw in my life,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,M,minor
Mr. Palmer,Charlotte,341,342,as vile a spot as i ever saw in my life,is it very ugly then it must be some other place that is so pretty i suppose,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Charlotte,John Middleton,342,343,is it very ugly then it must be some other place that is so pretty i suppose,my dear it is very provoking that we should be so few why did not you ask the gilberts to come to us today,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,M,intermediate
John Middleton,Lady Middleton,343,344,my dear it is very provoking that we should be so few why did not you ask the gilberts to come to us today,did not i tell you sir john when you spoke to me about it before that it could not be done they dined with us last,Charlotte; Elinor; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,M,intermediate,F,minor
Lady Middleton,Mrs. Jennings,344,345,did not i tell you sir john when you spoke to me about it before that it could not be done they dined with us last,you and i sir john should not stand upon such ceremony,Charlotte; Elinor; John Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,minor,F,intermediate
Mrs. Jennings,Mr. Palmer,345,346,you and i sir john should not stand upon such ceremony,then you would be very ill bred,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer,F,intermediate,M,minor
Mr. Palmer,Charlotte,346,347,then you would be very ill bred,my love you contradict every body do you know that you are quite rude,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Charlotte,Mr. Palmer,347,348,my love you contradict every body do you know that you are quite rude,i did not know i contradicted any body in calling your mother ill bred,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,M,minor
Mr. Palmer,Mrs. Jennings,348,349,i did not know i contradicted any body in calling your mother ill bred,ay you may abuse me as you please you have taken charlotte off my hands and cannot give her back again so there i have the whip hand of you,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Mrs. Jennings,Charlotte,349,350,ay you may abuse me as you please you have taken charlotte off my hands and cannot give her back again so there i have the whip hand of you,mr palmer is so droll he is always out of humour,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer,F,intermediate,F,intermediate
Charlotte,Mr. Palmer,351,352,oh my dear miss dashwood i have got such a favour to ask of you and your sister will you come and spend some time at cleveland this christmas now pray do and come while the westons are with us you cannot think how happy i shall be it will be quite delightful my love don t you long to have the miss dashwoods come to cleveland,certainly i came into devonshire with no other view,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,M,minor
Mr. Palmer,Charlotte,352,353,certainly i came into devonshire with no other view,there now you see mr palmer expects you so you cannot refuse to come but indeed you must and shall come i am sure you will like it of all things the westons will be with us and it will be quite delightful you cannot think what a sweet place cleveland is and we are so gay now for mr palmer is always going about the country canvassing against the election and so many people came to dine with us that i never saw before it is quite charming but poor fellow it is very fatiguing to him for he is forced to make every body like him how charming it will be when he is in parliament won t it how i shall laugh it will be so ridiculous to see all his letters directed to him with an m p but do you know he says he will never frank for me he declares he won t don t you mr palmer he cannot bear writing you know he says it is quite shocking,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Charlotte,Mr. Palmer,353,354,there now you see mr palmer expects you so you cannot refuse to come but indeed you must and shall come i am sure you will like it of all things the westons will be with us and it will be quite delightful you cannot think what a sweet place cleveland is and we are so gay now for mr palmer is always going about the country canvassing against the election and so many people came to dine with us that i never saw before it is quite charming but poor fellow it is very fatiguing to him for he is forced to make every body like him how charming it will be when he is in parliament won t it how i shall laugh it will be so ridiculous to see all his letters directed to him with an m p but do you know he says he will never frank for me he declares he won t don t you mr palmer he cannot bear writing you know he says it is quite shocking,no i never said any thing so irrational don t palm all your abuses of language upon me,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,M,minor
Mr. Palmer,Charlotte,354,355,no i never said any thing so irrational don t palm all your abuses of language upon me,there now you see how droll he is this is always the way with him sometimes he won t speak to me for half a day together and then he comes out with something so droll all about any thing in the world,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Charlotte,Elinor,355,356,there now you see how droll he is this is always the way with him sometimes he won t speak to me for half a day together and then he comes out with something so droll all about any thing in the world,certainly he seems very agreeable,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,F,major
Elinor,Charlotte,356,357,certainly he seems very agreeable,well i am so glad you do i thought you would he is so pleasant and mr palmer is excessively pleased with you and your sisters i can tell you and you can t think how disappointed he will be if you don t come to cleveland i can t imagine why you should object to it oh dear yes i know him extremely well not that i ever spoke to him indeed but i have seen him for ever in town somehow or other i never happened to be staying at barton while he was at allenham mama saw him here once before but i was with my uncle at weymouth however i dare say we should have seen a great deal of him in somersetshire if it had not happened very unluckily that we should never have been in the country together he is very little at combe i believe but if he were ever so much there i do not think mr palmer would visit him for he is in the opposition you know and besides it is such a way off i know why you inquire about him very well your sister is to marry him i am monstrous glad of it for then i shall have her for a neighbour you know,Charlotte,F,major,F,intermediate
Charlotte,Elinor,357,358,well i am so glad you do i thought you would he is so pleasant and mr palmer is excessively pleased with you and your sisters i can tell you and you can t think how disappointed he will be if you don t come to cleveland i can t imagine why you should object to it oh dear yes i know him extremely well not that i ever spoke to him indeed but i have seen him for ever in town somehow or other i never happened to be staying at barton while he was at allenham mama saw him here once before but i was with my uncle at weymouth however i dare say we should have seen a great deal of him in somersetshire if it had not happened very unluckily that we should never have been in the country together he is very little at combe i believe but if he were ever so much there i do not think mr palmer would visit him for he is in the opposition you know and besides it is such a way off i know why you inquire about him very well your sister is to marry him i am monstrous glad of it for then i shall have her for a neighbour you know,upon my word you know much more of the matter than i do if you have any reason to expect such a match,Elinor,F,intermediate,F,major
