A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Mrs. Honeychurch,Lucy,568,570,let s hope that mrs harris there warn t no sich person,i don t know i hate him i ve heard him lecture on giotto i hate him nothing can hide a petty nature i hate him,Cecil; Lucy,F,major,,
Cecil,Mrs. Honeychurch,569,571,isn t mr eager a parson of the cultured type,my goodness gracious me child you ll blow my head off whatever is there to shout over i forbid you and cecil to hate any more clergymen,Lucy; Mrs. Honeychurch,,,F,major
Lucy,Cecil,570,572,i don t know i hate him i ve heard him lecture on giotto i hate him nothing can hide a petty nature i hate him,i count myself a lucky person when i m in london i feel i could never live out of it when i m in the country i feel the same about the country after all i do believe that birds and trees and the sky are the most wonderful things in life and that the people who live amongst them must be the best it s true that in nine cases out of ten they don t seem to notice anything the country gentleman and the country labourer are each in their way the most depressing of companions yet they may have a tacit sympathy with the workings of nature which is denied to us of the town do you feel that mrs honeychurch,Cecil; Mrs. Honeychurch,,,,
Mrs. Honeychurch,Lucy,571,573,my goodness gracious me child you ll blow my head off whatever is there to shout over i forbid you and cecil to hate any more clergymen,what height,Cecil; Lucy,F,major,,
Cecil,Mrs. Honeychurch,574,576,let us take mrs honeychurch s advice and hate clergymen no more what s this place,stop here s sir harry now we shall know sir harry pull those things down at once,Lucy; Mrs. Honeychurch,,,F,major
Mrs. Honeychurch,Cecil,578,580,am i not always right she ought to have gone before the contract was signed does she still live rent free as she did in her nephew s time,turn her out,Cecil; Lucy; Sir Harry Otway,F,major,,
Cecil,Sir Harry Otway,580,582,turn her out,the rent is absurdly low and perhaps i am an easy landlord but it is such an awkward size it is too large for the peasant class and too small for any one the least like ourselves,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor
Cecil,Lucy,583,585,you ought to find a tenant at once it would be a perfect paradise for a bank clerk,rather a strenuous clerk it would be sir harry i have an idea how would you like spinsters,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,,
Lucy,Mrs. Honeychurch,589,591,yes indeed and at the present moment homeless i heard from them last week miss teresa and miss catharine alan i m really not joking they are quite the right people mr beebe knows them too may i tell them to write to you,my advice is to have nothing to do with lucy and her decayed gentlewomen at all i know the type preserve me from people who have seen better days and bring heirlooms with them that make the house smell stuffy it s a sad thing but i d far rather let to someone who is going up in the world than to someone who has come down,Cecil; Mrs. Honeychurch; Sir Harry Otway,,,F,major
Mrs. Honeychurch,Lucy,591,593,my advice is to have nothing to do with lucy and her decayed gentlewomen at all i know the type preserve me from people who have seen better days and bring heirlooms with them that make the house smell stuffy it s a sad thing but i d far rather let to someone who is going up in the world than to someone who has come down,the misses alan aren t that,Cecil; Lucy; Sir Harry Otway,F,major,,
Sir Harry Otway,Cecil,592,594,i think i follow you but it is as you say a very sad thing,yes they are i haven t met them but i should say they were a highly unsuitable addition to the neighbourhood,Cecil; Lucy; Mrs. Honeychurch,M,minor,,
Cecil,Sir Harry Otway,594,596,yes they are i haven t met them but i should say they were a highly unsuitable addition to the neighbourhood,it s i who am tiresome i oughtn t to come with my troubles to young people but really i am so worried and lady otway will only say that i cannot be too careful which is quite true but no real help,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor
Lucy,Mrs. Honeychurch,597,599,then may i write to my misses alan,beware they are certain to have canaries sir harry beware of canaries they spit the seed out through the bars of the cages and then the mice come beware of women altogether only let to a man,Cecil; Mrs. Honeychurch; Sir Harry Otway,,,F,major
Sir Harry Otway,Cecil,600,602,really,mrs honeychurch what if we two walk home and leave you,Cecil; Lucy; Mrs. Honeychurch,M,minor,,
Cecil,Sir Harry Otway,602,604,mrs honeychurch what if we two walk home and leave you,aha young people young people,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor
Sir Harry Otway,Lucy,604,606,aha young people young people,oh cecil,Cecil; Lucy; Mrs. Honeychurch,M,minor,,
Lucy,Mrs. Honeychurch,648,650,oh it has been such a nuisance first he then they no one knowing what they wanted and everyone so tiresome,i shall hate those miss alans just because they re old and silly one s expected to say how sweet i hate their if ing and but ing and and ing and poor lucy serve her right worn to a shadow,Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,F,major
Mr. Beebe,Lucy,649,651,but they really are coming now i wrote to miss teresa a few days ago she was wondering how often the butcher called and my reply of once a month must have impressed her favourably they are coming i heard from them this morning,well if they are coming no minnie not saturn if they are coming sir harry will let them move in before the twenty ninth and he will cross out the clause about whitewashing the ceilings because it made them nervous and put in the fair wear and tear one that doesn t count i told you not saturn,Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,,
Lucy,Mrs. Honeychurch,655,657,no he doesn t,hush dear,Freddy; Minnie Beebe; Mrs. Honeychurch,,,F,major
Mrs. Honeychurch,Mr. Beebe,657,659,hush dear,the name of this ball is vittoria corombona please i wish the miss alans could see this,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,major
Mr. Beebe,Lucy,661,663,they have taken cissie villa,wasn t what name,Freddy; Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,,
Lucy,Mrs. Honeychurch,667,669,exactly the miss alans,oh good gracious there isn t going to be another muddle do you notice lucy i m always right i said don t interfere with cissie villa i m always right i m quite uneasy at being always right so often,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,F,major
Freddy,Lucy,668,670,rather not more like anderson,it s only another muddle of freddy s freddy doesn t even know the name of the people he pretends have taken it instead,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,
Mrs. Honeychurch,Freddy,669,671,oh good gracious there isn t going to be another muddle do you notice lucy i m always right i said don t interfere with cissie villa i m always right i m quite uneasy at being always right so often,yes i do i ve got it emerson,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,intermediate
Freddy,Mrs. Honeychurch,673,675,emerson i ll bet you anything you like,emerson freddy do you know what emersons they are,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major
Lucy,Freddy,674,676,what a weathercock sir harry is i wish i had never bothered over it at all,i don t know whether they re any emersons,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,M,intermediate
Freddy,Lucy,676,678,i don t know whether they re any emersons,emerson s a common enough name,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,
Lucy,Freddy,678,680,emerson s a common enough name,oh yes and you will be satisfied too for they re friends of cecil so you and the other country families will be able to call in perfect safety,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,M,intermediate
Mrs. Honeychurch,Lucy,679,681,i was merely going to remark freddy that i trusted they were no relations of emerson the philosopher a most trying man pray does that satisfy you,cecil,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,,
Freddy,Mrs. Honeychurch,680,682,oh yes and you will be satisfied too for they re friends of cecil so you and the other country families will be able to call in perfect safety,don t be rude dear lucy don t screech it s a new bad habit you re getting into,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major
Mrs. Honeychurch,Freddy,682,684,don t be rude dear lucy don t screech it s a new bad habit you re getting into,friends of cecil s,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,intermediate
Freddy,Mr. Beebe,684,686,friends of cecil s,the emersons who were at florence do you mean no i don t suppose it will prove to be them it is probably a long cry from them to friends of mr vyse s oh mrs honeychurch the oddest people the queerest people for our part we liked them didn t we,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,M,major
Lucy,Mr. Beebe,685,687,but cecil s emersons they can t possibly be the same ones there is that,there was a great scene over some violets they picked violets and filled all the vases in the room of these very miss alans who have failed to come to cissie villa poor little ladies so shocked and so pleased it used to be one of miss catharine s great stories it began they found the whole room a mass of blue vases and jugs and the story ends with it is all very difficult yes i always connect those florentine emersons with violets,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,M,major
Mr. Beebe,Freddy,686,688,the emersons who were at florence do you mean no i don t suppose it will prove to be them it is probably a long cry from them to friends of mr vyse s oh mrs honeychurch the oddest people the queerest people for our part we liked them didn t we,fiasco s done you this time,Freddy; Lucy; Minnie Beebe,M,major,M,intermediate
Freddy,Mrs. Honeychurch,688,690,fiasco s done you this time,murdered his wife lucy don t desert us go on playing bumble puppy really the pension bertolini must have been the oddest place that s the second murderer i ve heard of as being there whatever was charlotte doing to stop by the by we really must ask charlotte here some time,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major
Mr. Beebe,Freddy,689,691,these particular emersons consisted of a father and a son the son a goodly if not a good young man not a fool i fancy but very immature pessimism et cetera our special joy was the father such a sentimental darling and people declared he had murdered his wife,oh don t go,Freddy; Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,M,intermediate
Mrs. Honeychurch,Lucy,690,692,murdered his wife lucy don t desert us go on playing bumble puppy really the pension bertolini must have been the oddest place that s the second murderer i ve heard of as being there whatever was charlotte doing to stop by the by we really must ask charlotte here some time,i must go don t be silly you always overdo it when you play,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,,
Freddy,Mrs. Honeychurch,691,693,oh don t go,harris,Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major
Mr. Beebe,Freddy,727,729,i ve brought someone to see you,are these people great readers are they that sort,Freddy; Mr. Emerson,M,major,M,intermediate
Mr. Emerson,Mr. Beebe,728,730,i ll be down in a minute,i fancy they know how to read a rare accomplishment what have they got byron exactly a shropshire lad never heard of it the way of all flesh never heard of it gibbon hullo dear george reads german um um schopenhauer nietzsche and so we go on well i suppose your generation knows its own business honeychurch,George Emerson; Mr. Beebe,M,intermediate,M,major
Freddy,Mr. Beebe,743,745,only medical books not books that you can talk about afterwards cecil is teaching lucy italian and he says her playing is wonderful there are all kinds of things in it that we have never noticed cecil says,let me introduce mr honeychurch a neighbour,Mr. Beebe,M,intermediate,M,major
Mr. Beebe,Freddy,744,746,what on earth are those people doing upstairs emerson we think we ll come another time,how d ye do come and have a bathe,Freddy,M,major,M,intermediate
Mr. Beebe,George Emerson,745,747,let me introduce mr honeychurch a neighbour,oh all right,Freddy; George Emerson,M,major,M,intermediate
Freddy,Mr. Beebe,746,748,how d ye do come and have a bathe,that s the best conversational opening i ve ever heard but i m afraid it will only act between men can you picture a lady who has been introduced to another lady by a third lady opening civilities with how do you do come and have a bathe and yet you will tell me that the sexes are equal,George Emerson; Mr. Beebe,M,intermediate,M,major
Mr. Beebe,Freddy,750,752,we are to raise ladies to our level,i say what about this bathe,Freddy; George Emerson; Mr. Emerson,M,major,M,intermediate
Freddy,Mr. Beebe,752,754,i say what about this bathe,let me introduce mr honeychurch whose sister you will remember at florence,George Emerson; Mr. Beebe; Mr. Emerson,M,intermediate,M,major
Mr. Beebe,Freddy,754,756,let me introduce mr honeychurch whose sister you will remember at florence,not a bit i must that is to say i have to have the pleasure of calling on you later on my mother says i hope,Freddy; George Emerson; Mr. Emerson,M,major,M,intermediate
Freddy,Mr. Beebe,756,758,not a bit i must that is to say i have to have the pleasure of calling on you later on my mother says i hope,mr emerson he will call i shall call you or your son will return our calls before ten days have elapsed i trust that you have realized about the ten days interval it does not count that i helped you with the stair eyes yesterday it does not count that they are going to bathe this afternoon,George Emerson; Mr. Beebe; Mr. Emerson,M,intermediate,M,major
Mr. Beebe,Freddy,758,760,mr emerson he will call i shall call you or your son will return our calls before ten days have elapsed i trust that you have realized about the ten days interval it does not count that i helped you with the stair eyes yesterday it does not count that they are going to bathe this afternoon,do you really want this bathe it is only a pond don t you know i dare say you are used to something better,Freddy; George Emerson; Mr. Emerson,M,major,M,intermediate
Mr. Emerson,Mr. Beebe,759,761,yes go and bathe george why do you dawdle talking bring them back to tea bring back some milk cakes honey the change will do you good george has been working very hard at his office i can t believe he s well,and what a coincidence that you should meet mr vyse did you realize that you would find all the pension bertolini down here,Freddy; George Emerson; Mr. Beebe,M,intermediate,M,major
Freddy,George Emerson,760,762,do you really want this bathe it is only a pond don t you know i dare say you are used to something better,i did not miss lavish told me,George Emerson; Mr. Beebe; Mr. Emerson,M,intermediate,M,intermediate
George Emerson,Freddy,770,772,it is fate that i am here but you can call it italy if it makes you less unhappy,here we are,Freddy; Mr. Beebe,M,intermediate,M,intermediate
Mr. Beebe,George Emerson,775,777,it s distinctly successful as ponds go no apologies are necessary for the pond aren t those masses of willow herb splendid i love willow herb in seed what s the name of this aromatic plant these abrupt changes of vegetation this little spongeous tract of water plants and on either side of it all the growths are tough or brittle heather bracken hurts pines very charming very charming,water s water,Freddy; George Emerson,M,major,M,intermediate
Freddy,Mr. Beebe,782,784,water s wonderful mr beebe do,i may as well wash too,George Emerson; Mr. Beebe,M,intermediate,M,major
George Emerson,Freddy,783,785,apooshoo kouf,race you round it then a try a try,Freddy; Mr. Beebe,M,intermediate,M,intermediate
Mr. Beebe,George Emerson,784,786,i may as well wash too,socker rules,Freddy; George Emerson,M,major,M,intermediate
George Emerson,Mr. Beebe,788,790,goal,take care my watch take care my hat no that s enough freddy dress now no i say that ll do hi steady on i see people coming you fellows,Freddy; Mr. Beebe,M,intermediate,M,major
Freddy,Mr. Beebe,789,791,pass,hi hi ladies,George Emerson; Mr. Beebe,M,intermediate,M,major
Mr. Beebe,Cecil,791,793,hi hi ladies,come this way immediately,Cecil; Freddy; George Emerson; Lucy; Mrs. Honeychurch,M,major,,
Cecil,Mrs. Honeychurch,797,799,this way please mrs honeychurch this way,good gracious me dear so it s you what miserable management why not have a comfortable bath at home with hot and cold laid on,Lucy; Mrs. Honeychurch,,,F,major
Freddy,Lucy,802,804,and me i ve swallowed one i ve swallowed a pollywog it wriggleth in my tummy i shall die emerson you beast you ve got on my bags,mother do come away oh for goodness sake do come,Cecil; George Emerson; Lucy; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,
Lucy,Mrs. Honeychurch,804,806,mother do come away oh for goodness sake do come,bow lucy better bow whoever is it i shall bow,Cecil; Freddy; Mr. Beebe; Mrs. Honeychurch,,,F,major
George Emerson,Lucy,805,807,hullo hullo miss honeychurch hullo,i will bow i will not shake hands with him that will be just the proper thing,Cecil; Freddy; Lucy; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,
Mrs. Honeychurch,Lucy,846,848,come here old lady thank you for putting away my bonnet kiss me,i saw him in florence,Lucy,F,major,,
Freddy,Cecil,849,851,is he the clever sort or is he a decent chap,he is the clever sort like myself,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,
Lucy,Mrs. Honeychurch,850,852,ask cecil it is cecil who brought him here,how well did you know them at the bertolini,Cecil; Freddy; Mrs. Honeychurch,,,F,major
Cecil,Lucy,851,853,he is the clever sort like myself,oh very slightly i mean charlotte knew them even less than i did,Freddy; Lucy; Mrs. Honeychurch,,,,
Mrs. Honeychurch,Freddy,856,858,lucy i do call the way you talk unkind,this year next year now never,Cecil; Freddy; Lucy,F,major,M,intermediate
Lucy,Mrs. Honeychurch,857,859,she was a novelist,i have been thinking lucy of that letter of charlotte s how is she,Cecil; Freddy; Mrs. Honeychurch,,,F,major
Freddy,Lucy,858,860,this year next year now never,i tore the thing up,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,
Lucy,Freddy,862,864,oh yes i suppose so no not very cheerful i suppose,so would i,Cecil; Freddy; Mrs. Honeychurch,,,M,intermediate
Freddy,Lucy,864,866,so would i,mother no it s impossible we can t have charlotte on the top of the other things we re squeezed to death as it is freddy s got a friend coming tuesday there s cecil and you ve promised to take in minnie beebe because of the diphtheria scare it simply can t be done,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,
Lucy,Cecil,870,872,i won t have her,miss bartlett miss bartlett miss bartlett,Cecil; Freddy; Mrs. Honeychurch,,,,
Mrs. Honeychurch,Lucy,871,873,then if you re so selfish mr floyd must share a room with freddy,it s impossible i don t want to make difficulties but it really isn t fair on the maids to fill up the house so,Cecil; Freddy; Lucy,F,major,,
Cecil,Mrs. Honeychurch,872,874,miss bartlett miss bartlett miss bartlett,the truth is dear you don t like charlotte,Freddy; Lucy; Mrs. Honeychurch,,,F,major
Mrs. Honeychurch,Cecil,874,876,the truth is dear you don t like charlotte,hear hear,Cecil; Freddy; Lucy,F,major,,
Lucy,Mrs. Honeychurch,875,877,no i don t and no more does cecil she gets on our nerves you haven t seen her lately and don t realize how tiresome she can be though so good so please mother don t worry us this last summer but spoil us by not asking her to come,this isn t very kind of you two you have each other and all these woods to walk in so full of beautiful things and poor charlotte has only the water turned off and plumbers you are young dears and however clever young people are and however many books they read they will never guess what it feels like to grow old,Cecil; Freddy; Mrs. Honeychurch,,,F,major
Cecil,Freddy,876,878,hear hear,i must say cousin charlotte was very kind to me that year i called on my bike she thanked me for coming till i felt like such a fool and fussed round no end to get an egg boiled for my tea just right,Freddy; Lucy; Mrs. Honeychurch,,,M,intermediate
Freddy,Lucy,878,880,i must say cousin charlotte was very kind to me that year i called on my bike she thanked me for coming till i felt like such a fool and fussed round no end to get an egg boiled for my tea just right,i can t help it mother i don t like charlotte i admit it s horrid of me,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,
Mrs. Honeychurch,Cecil,881,883,from your own account you told her as much,i suppose miss bartlett must come since she boils eggs so well,Cecil; Freddy; Lucy,F,major,,
Lucy,Freddy,882,884,well she would leave florence so stupidly she flurried,i didn t mean the egg was well boiled because in point of fact she forgot to take it off and as a matter of fact i don t care for eggs i only meant how jolly kind she seemed,Cecil; Freddy; Mrs. Honeychurch,,,M,intermediate
Cecil,Lucy,885,887,may me and lucy get down from our chairs we don t want no dessert,he seems in better spirits he laughs more,Freddy; Lucy; Mrs. Honeychurch,,,,
Freddy,Lucy,892,894,all right if you d really rather five shillings and i gave a bob to the driver,let s leave it all till mother comes back,Cecil; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd,M,intermediate,,
Lucy,Cecil,894,896,let s leave it all till mother comes back,freddy owes me fifteen shillings so it will work out right if you give the pound to me,Cecil; Freddy; Minnie Beebe; Miss Bartlett; Mr. Floyd,,,,
Miss Bartlett,Minnie Beebe,897,899,fifteen shillings how is that mr vyse,but i don t see that i don t see why mr vyse is to have the quid but i don t see no thank you i m done i don t see why freddy don t poke me miss honeychurch your brother s hurting me ow what about mr floyd s ten shillings ow no i don t see and i never shall see why miss what s her name shouldn t pay that bob for the driver,Cecil; Freddy; Lucy; Minnie Beebe; Mr. Floyd,F,major,F,minor
Cecil,Miss Bartlett,898,900,because don t you see freddy paid your cab give me the pound and we shall avoid this deplorable gambling,i had forgotten the driver thank you dear for reminding me a shilling was it can any one give me change for half a crown,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd,,,F,major
Minnie Beebe,Lucy,899,901,but i don t see that i don t see why mr vyse is to have the quid but i don t see no thank you i m done i don t see why freddy don t poke me miss honeychurch your brother s hurting me ow what about mr floyd s ten shillings ow no i don t see and i never shall see why miss what s her name shouldn t pay that bob for the driver,i ll get it cecil give me that sovereign no give me up that sovereign i ll get euphemia to change it and we ll start the whole thing again from the beginning,Cecil; Freddy; Lucy; Miss Bartlett; Mr. Floyd,F,minor,,
Lucy,Miss Bartlett,901,903,i ll get it cecil give me that sovereign no give me up that sovereign i ll get euphemia to change it and we ll start the whole thing again from the beginning,have you told him about him yet,Cecil; Freddy; Minnie Beebe; Miss Bartlett; Mr. Floyd,,,F,major
Miss Bartlett,Lucy,902,904,lucy lucy what a nuisance i am,no i haven t let me see a sovereign s worth of silver no i haven t told cecil or any one i promised you i shouldn t here is your money all shillings except two half crowns would you count it you can settle your debt nicely now,Cecil; Freddy; Lucy; Minnie Beebe; Mr. Floyd,F,major,,
Minnie Beebe,Lucy,929,931,well i don t blame them need she go,it s only the library book that cecil s been reading,Lucy; Mrs. Honeychurch,F,minor,,
Miss Bartlett,Mrs. Honeychurch,940,942,if i did not wear my best rags and tatters now when should i wear them,introduce me unless the young man considers that he knows me already,Lucy; Minnie Beebe; Mrs. Honeychurch,F,major,F,major
Mr. Emerson,George Emerson,943,945,very much we find though that the miss alans were coming and that we have turned them out women mind such a thing i am very much upset about it,our landlord was told that we should be a different type of person he thought we should be artistic he is disappointed,George Emerson; Lucy; Mrs. Honeychurch,M,intermediate,M,intermediate
Mrs. Honeychurch,George Emerson,944,946,i believe that there was some misunderstanding,and i wonder whether we ought to write to the miss alans and offer to give it up what do you think,George Emerson; Lucy; Mr. Emerson,F,major,M,intermediate
George Emerson,Lucy,945,947,our landlord was told that we should be a different type of person he thought we should be artistic he is disappointed,oh stop now you have come,Lucy; Mr. Emerson; Mrs. Honeychurch,M,intermediate,,
Lucy,George Emerson,947,949,oh stop now you have come,there is only a certain amount of kindness in the world,George Emerson; Mr. Emerson; Mrs. Honeychurch,,,M,intermediate
Mr. Emerson,Mrs. Honeychurch,948,950,so george says he says that the miss alans must go to the wall yet it does seem so unkind,yes that s exactly what i say why all this twiddling and twaddling over two miss alans,George Emerson; Lucy; Mrs. Honeychurch,M,intermediate,F,major
George Emerson,Mr. Emerson,955,957,no i didn t he behaved that way to me it is his philosophy only he starts life with it and i have tried the note of interrogation first,george mind tennis on sunday george after his education distinguish between sunday,Lucy; Mr. Emerson; Mrs. Honeychurch,M,intermediate,M,intermediate
Mr. Emerson,George Emerson,957,959,george mind tennis on sunday george after his education distinguish between sunday,i know,George Emerson; Lucy; Mrs. Honeychurch,M,intermediate,M,intermediate
George Emerson,Mr. Emerson,959,961,i know,yes indeed,Lucy; Mr. Emerson; Mrs. Honeychurch,M,intermediate,M,intermediate
Mrs. Honeychurch,George Emerson,960,962,you know our cousin miss bartlett you met her with my daughter in florence,i i ll come up to tennis if i can manage it,George Emerson; Lucy; Miss Bartlett; Mr. Emerson,F,major,M,intermediate
George Emerson,Lucy,962,964,i i ll come up to tennis if i can manage it,yes i do hope he will,Lucy; Miss Bartlett; Mr. Emerson; Mrs. Honeychurch,M,intermediate,,
Mr. Emerson,Lucy,963,965,george don t go george has been in such good spirits today and i am sure he will end by coming up this afternoon,the old man hasn t been told i knew it was all right,George Emerson; Lucy; Miss Bartlett; Mrs. Honeychurch,M,intermediate,,
Lucy,Mrs. Honeychurch,969,971,proteges you shall see for yourself how your proteges are george emerson is coming up this afternoon he is a most interesting man to talk to only don t,not very dutiful,Miss Bartlett; Mr. Vyse; Mrs. Honeychurch,,,F,major
Mr. Vyse,Lucy,970,972,now play us the other garden the one in parsifal,oh i had no idea,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,,
Mrs. Honeychurch,Miss Bartlett,971,973,not very dutiful,our performer has changed her mind,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse,F,major,F,major
Lucy,Freddy,972,974,oh i had no idea,i vote tennis,Freddy; George Emerson; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,,,M,intermediate
Miss Bartlett,Lucy,973,975,our performer has changed her mind,yes so do i i vote you have a men s four,Freddy; George Emerson; Lucy; Minnie Beebe; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,major,,
Lucy,Mr. Vyse,975,977,yes so do i i vote you have a men s four,not for me thank you i will not spoil the set,Freddy; George Emerson; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,,,M,intermediate
Mr. Vyse,George Emerson,977,979,not for me thank you i will not spoil the set,i am not bad,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,M,intermediate
Freddy,Mr. Vyse,978,980,oh come along cecil i m bad floyd s rotten and so i dare say s emerson,then certainly i won t play,George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,M,intermediate,M,intermediate
George Emerson,Miss Bartlett,979,981,i am not bad,i agree with you mr vyse you had much better not play much better not,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,M,intermediate,F,major
Mr. Vyse,Minnie Beebe,980,982,then certainly i won t play,i shall miss every ball anyway so what does it matter,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,F,minor
Miss Bartlett,Mrs. Honeychurch,981,983,i agree with you mr vyse you had much better not play much better not,then it will have to be lucy you must fall back on lucy there is no other way out of it lucy go and change your frock,Freddy; George Emerson; Lucy; Minnie Beebe; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,major,F,major
Minnie Beebe,George Emerson,982,984,i shall miss every ball anyway so what does it matter,i shall want to live i tell you,Freddy; George Emerson; Lucy; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,minor,M,intermediate
Mrs. Honeychurch,Mr. Vyse,983,985,then it will have to be lucy you must fall back on lucy there is no other way out of it lucy go and change your frock,i say listen to this lucy three split infinitives,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Vyse,F,major,M,intermediate
George Emerson,Lucy,984,986,i shall want to live i tell you,dreadful,Lucy,M,intermediate,,
Mr. Vyse,George Emerson,987,989,the scene is laid in florence,you and are you tired,George Emerson; Lucy,M,intermediate,M,intermediate
George Emerson,Mr. Vyse,995,997,you didn t attend,joseph emery prank,Lucy; Mr. Vyse,M,intermediate,M,intermediate
Mr. Vyse,George Emerson,999,1001,who may miss lavish be,of course i do i saw her the day i arrived at summer street it was she who told me that you lived here,George Emerson; Lucy,M,intermediate,M,intermediate
George Emerson,Mr. Vyse,1001,1003,of course i do i saw her the day i arrived at summer street it was she who told me that you lived here,all modern books are bad every one writes for money in these days,Lucy; Mr. Vyse,M,intermediate,M,intermediate
Mr. Vyse,George Emerson,1005,1007,it is so i will inflict joseph emery prank on you no longer,i never notice much difference in views,George Emerson; Lucy,M,intermediate,M,intermediate
Lucy,Mr. Vyse,1008,1010,what do you mean,h m,George Emerson; Mr. Vyse,,,M,intermediate
Mr. Vyse,Lucy,1012,1014,i expect your father has been reading dante,what a splendid idea i shall enjoy hearing your father talk again i m so sorry he s not so well,George Emerson; Lucy,M,intermediate,,
Lucy,Mr. Vyse,1014,1016,what a splendid idea i shall enjoy hearing your father talk again i m so sorry he s not so well,there s an absurd account of a view in this book also that men fall into two classes those who forget views and those who remember them even in small rooms,George Emerson; Mr. Vyse,,,M,intermediate
George Emerson,Lucy,1015,1017,no he isn t well,mr emerson have you any brothers or sisters,Lucy; Mr. Vyse,M,intermediate,,
Mr. Vyse,George Emerson,1016,1018,there s an absurd account of a view in this book also that men fall into two classes those who forget views and those who remember them even in small rooms,none why,George Emerson; Lucy,M,intermediate,M,intermediate
George Emerson,Mr. Vyse,1020,1022,my mother i was meaning,i will inflict joseph emery prank on you no longer,Lucy; Mr. Vyse,M,intermediate,M,intermediate
Lucy,George Emerson,1025,1027,no read away i think nothing s funnier than to hear silly things read out loud if mr emerson thinks us frivolous he can go,am i really to go,George Emerson; Mr. Vyse,,,M,intermediate
Mr. Vyse,Lucy,1026,1028,mr emerson go and find tennis balls,no of course not really,George Emerson; Lucy,M,intermediate,,
George Emerson,Mr. Vyse,1027,1029,am i really to go,chapter two find me chapter two if it isn t bothering you here hand me the book,Lucy; Mr. Vyse,M,intermediate,M,intermediate
Mr. Vyse,Lucy,1031,1033,this isn t the passage i wanted there is another much funnier further on,no,George Emerson; Lucy,M,intermediate,,
Lucy,Miss Bartlett,1059,1061,very well no one will help me i will speak to him myself,oh lucy but that is brave of you i admire you,Miss Bartlett,,,F,major
George Emerson,Freddy,1067,1069,no nothing to eat,she s started on her sunday writing she s in the drawing room,Freddy; Lucy; Miss Bartlett,M,intermediate,M,intermediate
