A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Mr. Harris,Miss Derek,563,565,heh no what about my dinner i can t be left alone all the night,i don t believe in these people letting you down if i didn t snatch like the devil i should be nowhere he doesn t want the car silly fool surely it s to the credit of his state i should be seen about in it at chandrapore during my leave he ought to look at it that way anyhow he s got to look at it that way my maharani s different my maharani s a dear that s her fox terrier poor little devil i fished them out both with the driver imagine taking dogs to a chiefs conference as sensible as taking chiefs perhaps the harmonium the harmonium s my little mistake i own they rather had me over the harmonium i meant it to stop on the train oh lor they always sack me before that happens and then i get another job the whole of india seethes with maharanis and ranis and begums who clamour for such as me,Adela Quested; Miss Derek; Ronny Heaslop; The Nawab Badahur,M,minor,F,intermediate
The Nawab Badahur,Ronny Heaslop,564,566,nussu will bring you out some suitable dinner upon a bicycle i shall despatch him with all possible speed meanwhile repair my car,really i had no idea,Adela Quested; Miss Derek; Mr. Harris; Ronny Heaslop,M,intermediate,M,major
Ronny Heaslop,Adela Quested,566,568,really i had no idea,i understand those big people are not particularly interesting,Adela Quested; The Nawab Badahur,M,major,F,major
Adela Quested,The Nawab Badahur,568,570,i understand those big people are not particularly interesting,i would scarcely call her wrong a native state a hindu state the wife of a ruler of a hindu state may beyond doubt be a most excellent lady and let it not be for a moment supposed that i suggest anything against the character of her highness the maharani of mudkul but i fear she will be uneducated i fear she will be superstitious indeed how could she be otherwise what opportunity of education has such a lady had oh superstition is terrible terrible oh it is the great defect in our indian character oh it is the duty of each and every citizen to shake superstition off and though i have little experience of hindu states and none of this particular one namely mudkul the ruler i fancy has a salute of but eleven guns yet i cannot imagine that they have been as successful as british india where we see reason and orderliness spreading in every direction like a most health giving flood,Miss Derek; Ronny Heaslop; The Nawab Badahur,F,major,M,intermediate
The Nawab Badahur,Adela Quested,570,572,i would scarcely call her wrong a native state a hindu state the wife of a ruler of a hindu state may beyond doubt be a most excellent lady and let it not be for a moment supposed that i suggest anything against the character of her highness the maharani of mudkul but i fear she will be uneducated i fear she will be superstitious indeed how could she be otherwise what opportunity of education has such a lady had oh superstition is terrible terrible oh it is the great defect in our indian character oh it is the duty of each and every citizen to shake superstition off and though i have little experience of hindu states and none of this particular one namely mudkul the ruler i fancy has a salute of but eleven guns yet i cannot imagine that they have been as successful as british india where we see reason and orderliness spreading in every direction like a most health giving flood,ronny i should like to take back what i said on the maidan,Adela Quested; Mr. Harris; Ronny Heaslop,M,intermediate,F,major
Miss Derek,Ronny Heaslop,571,573,golly,come along and let s tell the mater all this,Adela Quested; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,major
Adela Quested,Ronny Heaslop,572,574,ronny i should like to take back what i said on the maidan,look here both of you see india if you like and as you like i know i made myself rather ridiculous at fielding s but it s different now i wasn t quite sure of myself,Ronny Heaslop,F,major,M,major
Ronny Heaslop,Adela Quested,574,576,look here both of you see india if you like and as you like i know i made myself rather ridiculous at fielding s but it s different now i wasn t quite sure of myself,what does our old gentleman of the car think,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Mrs. Moore,578,580,have i really,i like aziz aziz is my real friend,Mrs. Moore; Ronny Heaslop,F,major,F,major
Mrs. Moore,Adela Quested,580,582,i like aziz aziz is my real friend,what animal,Adela Quested; Ronny Heaslop,F,major,F,major
Adela Quested,Mrs. Moore,582,584,what animal,an accident,Mrs. Moore; Ronny Heaslop,F,major,F,major
Ronny Heaslop,Adela Quested,587,589,yes nothing criminal but there s the native and there s one of the reasons why we don t admit him to our clubs and how a decent girl like miss derek can take service under natives puzzles me but i must get on with my work krishna,i should like to i don t feel a bit excited i m just glad it s settled up at last but i m not conscious of vast changes we are all three the same people still,Adela Quested; Mrs. Moore,M,major,F,major
The Nawab Badahur,Dr. Aziz,603,605,if i had been killed what matter it must happen sometime but they who trusted me you know nureddin you know my dear fellow we moslems simply must get rid of these superstitions or india will never advance how long must i hear of the savage pig upon the marabar road your grandfather belongs to another generation and i respect and love the old gentleman as you know i say nothing against him only that it is wrong for us because we are young i want you to promise me nureddin are you listening not to believe in evil spirits and if i die for my health grows very weak to bring up my three children to disbelieve in them too,no englishman understands us except mr fielding but how shall i see him again if he entered this room the disgrace of it would kill me that s india all over how like us there we are,Dr. Aziz,M,intermediate,M,major
Hamidullah,Mr. Haq,615,617,aziz my dear fellow we are greatly concerned,when an engineer falls ill it is equally important,Dr. Aziz; Mr. Haq; Rafi; Syed Mohammed,M,intermediate,M,minor
Mr. Haq,Rafi,617,619,when an engineer falls ill it is equally important,dr aziz took tea with our principal last thursday afternoon professor godbole who also attended has sickened too which seems rather a curious thing sir does it not,Dr. Aziz; Hamidullah; Rafi; Syed Mohammed,M,minor,M,minor
Syed Mohammed,Hamidullah,618,620,oh yes we are all jolly important our salaries prove it,humbug,Dr. Aziz; Hamidullah; Mr. Haq; Rafi,M,minor,M,intermediate
Hamidullah,Dr. Aziz,620,622,humbug,is professor godbole ill i am sincerely sorry how do you do mr syed mohammed mr haq how very kind of you to enquire after my health how do you do hamidullah but you bring me bad news what is wrong with him the excellent fellow,Dr. Aziz; Mr. Haq; Rafi; Syed Mohammed,M,intermediate,M,major
_group,Syed Mohammed,621,623,humbug most certainly,why don t you answer rafi you re the great authority,Mr. Haq; Rafi; Syed Mohammed,M,minor,M,minor
Dr. Aziz,Hamidullah,622,624,is professor godbole ill i am sincerely sorry how do you do mr syed mohammed mr haq how very kind of you to enquire after my health how do you do hamidullah but you bring me bad news what is wrong with him the excellent fellow,yes rafi s the great man rafi is the sherlock holmes of chandrapore speak up rafi,Hamidullah; Mr. Haq; Rafi; Syed Mohammed,M,major,M,intermediate
Hamidullah,Dr. Aziz,624,626,yes rafi s the great man rafi is the sherlock holmes of chandrapore speak up rafi,if this is so this is a very serious thing this is scarcely the end of march why have i not been informed,Dr. Aziz; Mr. Haq; Rafi; Syed Mohammed,M,intermediate,M,major
Rafi,Mr. Haq,629,631,oh yes indeed sir and the serious pains,all illness proceeds from hindus,Dr. Aziz; Hamidullah; Mr. Haq; Syed Mohammed,M,minor,M,minor
Dr. Aziz,Syed Mohammed,630,632,that settles it in twenty four hours he will be dead,that is exactly my own view,Hamidullah; Mr. Haq; Rafi; Syed Mohammed,M,major,M,minor
Syed Mohammed,Dr. Aziz,632,634,that is exactly my own view,i shall not forget those affectionate words,Dr. Aziz; Hamidullah; Mr. Haq; Rafi,M,minor,M,major
Mr. Haq,Syed Mohammed,633,635,aziz aziz my dear boy we must be going we are already late get well quickly for i do not know what our little circle would do without you,add mine to them,Dr. Aziz; Hamidullah; Rafi; Syed Mohammed,M,minor,M,minor
Syed Mohammed,Hamidullah,635,637,add mine to them,and mine,Dr. Aziz; Hamidullah; Mr. Haq; Rafi,M,minor,M,intermediate
Dr. Aziz,Rafi,636,638,thank you mr syed mohammed i will,and sir accept mine,Hamidullah; Mr. Haq; Rafi; Syed Mohammed,M,major,M,minor
Rafi,Hamidullah,638,640,and sir accept mine,here he lies,Dr. Aziz; Hamidullah; Mr. Haq; Syed Mohammed,M,minor,M,intermediate
Hamidullah,Ram Chand,640,642,here he lies,i think not much,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Ram Chand,Hamidullah,642,644,i think not much,this is a great relief to us it is very good of you to call doctor sahib,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,intermediate
Hamidullah,Ram Chand,648,650,and how much illness there is in the city,he has not a minute he is due double sharp at government college now,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Dr. Panna Lal,Hamidullah,649,651,there is always illness and i am always busy it is a doctor s nature,you attend professor godbole there perhaps we hope his diarrh a is ceasing,Dr. Aziz; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,intermediate
Ram Chand,Dr. Panna Lal,650,652,he has not a minute he is due double sharp at government college now,he progresses but not from diarrh a,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,intermediate
Hamidullah,Dr. Aziz,653,655,we are in some anxiety over him he and dr aziz are great friends if you could tell us the name of his complaint we should be grateful to you,and so much my dear rafi for your cholera,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,major
Dr. Aziz,Hamidullah,655,657,and so much my dear rafi for your cholera,rafi do you hear that now why do you stuff us up with all this humbug,Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,intermediate
Dr. Panna Lal,Ram Chand,656,658,cholera cholera what next what now who spreads such untrue reports about my patients i hear cholera i hear bubonic plague i hear every species of lie where will it end i ask myself sometimes this city is full of misstatements and the originators of them ought to be discovered and punished authoritatively,that is no reason you should bring a charge against a doctor,Dr. Aziz; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Ram Chand,Dr. Panna Lal,658,660,that is no reason you should bring a charge against a doctor,it is only a boy,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,intermediate
Hamidullah,Ram Chand,659,661,exactly exactly you must apologize properly rafi i can see your uncle wishes it you have not yet said that you are sorry for the trouble you have caused this gentleman by your carelessness,even boys must learn,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Dr. Panna Lal,Syed Mohammed,660,662,it is only a boy,your own son failing to pass the lowest standard i think,Dr. Aziz; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Syed Mohammed,Dr. Aziz,664,666,nor you the advantage of conducting their cases in the courts any longer,sit down,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand,M,minor,M,major
_unknowable,Mr. Haq,665,667,i say is he ill or isn t he ill,it is good of mr fielding to condescend to visit our friend we are touched by this great kindness,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,F,intermediate,M,minor
Mr. Haq,Rafi,667,669,it is good of mr fielding to condescend to visit our friend we are touched by this great kindness,forgive my mistakes,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Rafi; Ram Chand; Syed Mohammed,M,minor,M,minor
Dr. Aziz,Cyril Fielding,668,670,don t talk to him like that he doesn t want it and he doesn t want three chairs he s not three englishmen rafi come here sit down again i m delighted you could come with mr hamidullah my dear boy it will help me to recover seeing you,well are you ill aziz or aren t you,Cyril Fielding; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,major
Rafi,Dr. Aziz,669,671,forgive my mistakes,no doubt major callendar has told you that i am shamming,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Ram Chand; Syed Mohammed,M,minor,M,major
Cyril Fielding,Hamidullah,674,676,you re sure i don t tire you by stopping,he is ill and he is not ill and i suppose that most of us are in that same case the whole world looks to be dying still it doesn t die so we must assume the existence of a beneficent providence,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,intermediate
Dr. Aziz,Mr. Haq,675,677,why no there are six people present in my small room already please remain seated if you will excuse the informality,oh that is true how true,Cyril Fielding; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,minor
Mr. Haq,Cyril Fielding,677,679,oh that is true how true,think which true the world isn t dying i m certain of that,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Rafi; Ram Chand; Syed Mohammed,M,minor,M,major
Hamidullah,Syed Mohammed,680,682,no no the existence of providence,but how then can you believe in god,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Syed Mohammed,Hamidullah,682,684,but how then can you believe in god,is it correct that most are atheists in england now,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand,M,minor,M,intermediate
Cyril Fielding,Ram Chand,695,697,none chuck em out,worse than difficult wrong no indian gentleman approves chucking out as a proper thing here we differ from those other nations we are so spiritual,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,minor
Hamidullah,Mr. Haq,696,698,it may be difficult to separate them from the rest,oh that is true how true,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor
Mr. Haq,Dr. Panna Lal,698,700,oh that is true how true,it is not the end of time it is scarcely ten thirty ha ha gentlemen if i may be allowed to say a few words what an interesting talk also thankfulness and gratitude to mr fielding in the first place teaches our sons and gives them all the great benefits of his experience and judgment,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Rafi; Ram Chand; Syed Mohammed,M,minor,M,intermediate
Ram Chand,Dr. Aziz,699,701,is it true mr haq i don t consider us spiritual we can t co ordinate we can t co ordinate it only comes to that we can t keep engagements we can t catch trains what more than this is the so called spirituality of india you and i ought to be at the committee of notables we re not our friend dr lal ought to be with his patients he isn t so we go on and so we shall continue to go i think until the end of time,dr lal,Cyril Fielding; Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,major
Dr. Aziz,Cyril Fielding,703,705,you sit on my leg,come along we tire the invalid in either case,Cyril Fielding; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,major
Dr. Aziz,Cyril Fielding,726,728,put her away she is of no importance she is dead i showed her to you because i have nothing else to show you may look round the whole of my bungalow now and empty everything i have no other secrets my three children live away with their grandmamma and that is all,how did you like the two ladies you met last thursday how do you like englishwomen generally,Cyril Fielding,M,major,M,major
Cyril Fielding,Dr. Aziz,770,772,i never can be in trouble,but you ve come after all oh how very very kind of you this is the happiest moment in all my life you don t require tickets please stop your servant there are no tickets on the marabar branch line it is its peculiarity you come to the carriage and rest till mr fielding joins us did you know you are to travel purdah will you like that,Dr. Aziz,M,major,M,major
Dr. Aziz,Adela Quested,772,774,but you ve come after all oh how very very kind of you this is the happiest moment in all my life you don t require tickets please stop your servant there are no tickets on the marabar branch line it is its peculiarity you come to the carriage and rest till mr fielding joins us did you know you are to travel purdah will you like that,and he is such a horrible servant antony you can go we don t want you,Adela Quested; Antony; Mohammed Latif; Mrs. Moore,M,major,F,major
Dr. Aziz,Antony,773,775,send back your servant he is unnecessary then we shall all be moslems together,master told me to come,Adela Quested; Antony; Mrs. Moore,M,major,M,minor
Antony,Dr. Aziz,777,779,master says keep near the ladies all the morning,mohammed latif here is my cousin mr mohammed latif oh no don t shake hands he is an indian of the old fashioned sort he prefers to salaam there i told you so mohammed latif how beautifully you salaam see he hasn t understood he knows no english,Adela Quested; Dr. Aziz; Mrs. Moore,M,minor,M,major
Mohammed Latif,Dr. Aziz,780,782,you spick lie,tell me another time brother when i have more leisure for now as i have already explained we have to give pleasure to non moslems three will be europeans one a hindu which must not be forgotten every attention must be paid to professor godbole lest he feel that he is inferior to my other guests,Adela Quested; Antony; Dr. Aziz; Mrs. Moore,M,minor,M,major
Dr. Aziz,Mohammed Latif,781,783,i spick a lie oh jolly good isn t he a funny old man we will have great jokes with him later he does all sorts of little things he is not nearly as stupid as you think and awfully poor it s lucky ours is a large family but you get inside make yourselves at home yes you lie down excuse me now i must meet our other two guests,i will discuss philosophy with him,Adela Quested; Antony; Mohammed Latif; Mrs. Moore,M,major,M,minor
Dr. Aziz,Cyril Fielding,786,788,we re monkeys don t worry mr fielding mr fielding,godbole s pujah did it,Adela Quested; Cyril Fielding; Mohammed Latif; Mrs. Moore; Professor Godbole,M,major,M,major
_unknowable,Dr. Aziz,787,789,bad bad you have destroyed me,jump on i must have you,Adela Quested; Cyril Fielding; Dr. Aziz; Mohammed Latif; Mrs. Moore; Professor Godbole,F,intermediate,M,major
Dr. Aziz,Mrs. Moore,789,791,jump on i must have you,he s not to he ll kill himself,Adela Quested; Cyril Fielding; Mohammed Latif; Mrs. Moore; Professor Godbole,M,major,F,major
Mrs. Moore,Dr. Aziz,791,793,he s not to he ll kill himself,mrs moore miss quested our expedition is a ruin,Adela Quested; Cyril Fielding; Dr. Aziz; Mohammed Latif; Professor Godbole,F,major,M,major
Cyril Fielding,Mrs. Moore,792,794,i m all right you re all right don t worry,get in get in you ll kill yourself as well as mr fielding i see no ruin,Adela Quested; Dr. Aziz; Mohammed Latif; Mrs. Moore; Professor Godbole,M,major,F,major
Dr. Aziz,Adela Quested,795,797,how is that oh explain to me,get in dr aziz you make us giddy if they re so foolish as to miss the train that s their loss not ours,Adela Quested; Mohammed Latif; Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,796,798,we shall be all moslems together now as you promised,i am to blame i am the host,Adela Quested; Dr. Aziz; Mohammed Latif,F,major,M,major
Dr. Aziz,Mrs. Moore,800,802,mohammed latif by the way what is in these caves brother why are we all going to see them,they startle one rather a strange place to make tea in,Adela Quested; Mohammed Latif; Mrs. Moore,M,major,F,major
Mrs. Moore,Adela Quested,816,818,ah dearest grasmere,good morning good morning put on your own,Adela Quested,F,major,F,major
_unknowable,Dr. Aziz,821,823,listen mohammed latif says good morning next,perhaps it is a circular train and goes back to chandrapore without a break who knows,Adela Quested; Dr. Aziz; Mrs. Moore,F,intermediate,M,major
_group,Adela Quested,824,826,oh what a surprise,a snake it isn t a snake,Adela Quested; Dr. Aziz; Mrs. Moore,M,minor,F,major
Dr. Aziz,Mrs. Moore,825,827,it takes an hour to get there an hour to get back and two hours for the caves which we will call three the train back is at eleven thirty and you will be sitting down to your tiffin in chandrapore with mr heaslop at exactly your usual hour namely one fifteen i know everything about you four hours quite a small expedition and an hour extra for misfortunes which occur somewhat frequently among my people my idea is to plan everything without consulting you but you mrs moore or miss quested you are at any moment to make alterations if you wish even if it means giving up the caves do you agree then mount this wild animal,a horrid stuffy place really,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Dr. Aziz,832,834,how very well it is all arranged,oh what more can i do for her,Dr. Aziz; Mrs. Moore,F,major,M,major
Mrs. Moore,Adela Quested,838,840,and how happy we both were,do you know about the others she will never talk about them to me,Adela Quested; Dr. Aziz,F,major,F,major
Dr. Aziz,Mrs. Moore,853,855,on which my heartiest congratulations,it is your difficulty not mine my dear,Adela Quested; Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,855,857,it is your difficulty not mine my dear,impossible take back such a terrible remark,Adela Quested; Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,863,865,then you are told a lie come along,i forget,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Mrs. Moore,870,872,perhaps i ought to,quite right i m sorry not to come too but i m a poor walker,Mrs. Moore,F,major,F,major
Dr. Aziz,Mrs. Moore,873,875,dear mrs moore what does anything matter so long as you are my guests i am very glad you are not coming which sounds strange but you are treating me with true frankness as a friend yes i am your friend so may i make another suggestion don t let so many people come with you this time i think you may find it more convenient exactly exactly is that all right,i am going to be ill,Adela Quested; Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,874,876,quite right now enjoy yourselves and when you come back tell me all about it,pretty sure they should come on some interesting old carvings soon,Adela Quested; Dr. Aziz,F,major,M,major
Adela Quested,Dr. Aziz,887,889,have you one wife or more than one,damn the english even at their best,Dr. Aziz,F,major,M,major
Dr. Aziz,Adela Quested,888,890,one one in my own particular case,sight seeing bores me,Adela Quested,M,major,F,major
Dr. Aziz,Cyril Fielding,894,896,certainly not,good morning again,Cyril Fielding,M,major,M,major
Cyril Fielding,Mrs. Moore,898,900,but i ve only just arrived where is she,aziz where have you put miss quested to,Mrs. Moore,M,major,F,major
Mrs. Moore,Cyril Fielding,900,902,aziz where have you put miss quested to,here s luck but chin chin i do refuse here s to india,Cyril Fielding; Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,905,907,oh no why,miss derek is most unsatisfactory and restless always in a hurry always wanting something new she will do anything in the world except go back to the indian lady who pays her,Cyril Fielding; Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,911,913,i know,it is quite natural about miss quested we were having an interesting talk with our guide then the car was seen so she decided to go down to her friend she ran to her friend i to mine and now i am with my friends and they are with me and each other which is happiness,Cyril Fielding; Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,913,915,it is quite natural about miss quested we were having an interesting talk with our guide then the car was seen so she decided to go down to her friend she ran to her friend i to mine and now i am with my friends and they are with me and each other which is happiness,this man having missed the train tries to blame us,Cyril Fielding; Mrs. Moore,M,major,F,major
Dr. Aziz,Cyril Fielding,929,931,i see you re worrying let s talk of other things miss quested was always to do what she wished it was our arrangement i see you are worrying on my account but really i don t mind i never notice trifles,aziz have you figured out what this picnic will cost you,Cyril Fielding; Mrs. Moore,M,major,M,major
Cyril Fielding,Dr. Aziz,930,932,i do worry on your account i consider they have been impolite she had no right to dash away from your party and miss derek had no right to abet her,sh my dear chap don t mention that part hundreds and hundreds of rupees the completed account will be too awful my friends servants have robbed me right and left and as for an elephant she apparently eats gold i can trust you not to repeat this and m l please employ initials he listens is far the worst of all,Dr. Aziz,M,major,M,major
Dr. Aziz,Cyril Fielding,940,942,this picnic is nothing to do with english or indian it is an expedition of friends,hullo some mistake,Cyril Fielding; Mohammed Latif,M,major,M,major
Mr. Haq,Dr. Aziz,949,951,dr aziz will you kindly come a closed conveyance stands in readiness that will compel me to use force,my children and my name,Cyril Fielding; Dr. Aziz; Mohammed Latif; Mrs. Moore,M,minor,M,major
Dr. Aziz,Mr. Haq,951,953,my children and my name,ah thank god he comes,Cyril Fielding; Mohammed Latif; Mr. Haq; Mrs. Moore,M,major,M,minor
Mr. Haq,Cyril Fielding,953,955,ah thank god he comes,oh no oh no no,Cyril Fielding; Dr. Aziz; Mohammed Latif; Mrs. Moore,M,minor,M,major
Cyril Fielding,Mr. Turton,969,971,i shall certainly come sir and i am most grateful to you for all the trouble you have taken over me may i venture to ask where miss quested is,i know what you re like at last you shall pay for this you shall squeal,Mr. Turton,M,major,M,intermediate
Cyril Fielding,Mr. Mcbryde,1030,1032,he told me,well you must trot off now old man and the lord help us the lord help us all,Mr. Mcbryde,M,major,M,intermediate
Miss Derek,Mrs. Blakiston,1076,1078,why don t one think more of other people,then they ve started,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Blakiston; Mrs. Callendar; Mrs. Lesley; Mrs. Lesley; Mrs. Turton,F,intermediate,F,minor
Mrs. Blakiston,Mrs. Turton,1078,1080,then they ve started,and they re not coming to the burra sahib s bungalow either my dear and that s where you and your baby ll sleep tonight,A Stray Subaltern; Cyril Fielding; Miss Derek; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Lesley; Mrs. Turton,F,minor,F,intermediate
_unknowable,Mr. Turton,1079,1081,no of course not and anyhow they re not coming to the club,i want to talk specially to the ladies not the least cause for alarm keep cool keep cool don t go out more than you can help don t go into the city don t talk before your servants that s all,A Stray Subaltern; Cyril Fielding; Miss Derek; Mr. Turton; Mrs. Blakiston; Mrs. Callendar; Mrs. Lesley; Mrs. Lesley; Mrs. Turton,F,intermediate,M,intermediate
Mr. Turton,Mrs. Callendar,1085,1087,merely the preparations for it the procession is not till next week,mr mcbryde s down there disguised as a holy man,A Stray Subaltern; Cyril Fielding; Miss Derek; Mrs. Blakiston; Mrs. Callendar; Mrs. Lesley; Mrs. Lesley; Mrs. Turton,M,intermediate,F,minor
Mrs. Turton,Mr. Turton,1086,1088,quite so not till monday,that s exactly the sort of thing that must not be said mrs callendar be more careful than that please in these times,A Stray Subaltern; Cyril Fielding; Miss Derek; Mr. Turton; Mrs. Blakiston; Mrs. Callendar; Mrs. Lesley; Mrs. Lesley,F,intermediate,M,intermediate
Mrs. Callendar,Mrs. Lesley,1089,1091,i well i,is the where is he,A Stray Subaltern; Cyril Fielding; Miss Derek; Mr. Turton; Mrs. Blakiston; Mrs. Lesley; Mrs. Lesley; Mrs. Turton,F,minor,F,minor
Mrs. Lesley,Mrs. Turton,1091,1093,is the where is he,i fail to see how that last question can be termed a necessary question,A Stray Subaltern; Cyril Fielding; Miss Derek; Mr. Turton; Mrs. Blakiston; Mrs. Callendar; Mrs. Lesley; Mrs. Turton,F,minor,F,intermediate
_group,A Stray Subaltern,1095,1097,yes indeed burra sahib,and a jolly suggestion the army s got to come in sooner or later a special train was in his mind inseparable from troops this would never have happened if barabas hill was under military control station a bunch of gurkhas at the entrance of the cave was all that was wanted,A Stray Subaltern; Cyril Fielding; Miss Derek; Mr. Turton; Mrs. Blakiston; Mrs. Callendar; Mrs. Lesley; Mrs. Lesley; Mrs. Turton,M,minor,M,minor
_unknowable,Mr. Turton,1098,1100,mrs blakiston was saying if only there were a few tommies,don t start carrying arms about i want everything to go on precisely as usual until there s cause for the contrary get the womenfolk off to the hills but do it quietly and for heaven s sake no more talk of special trains never mind what you think or feel possibly i have feelings too one isolated indian has attempted is charged with an attempted crime act upon that fact until there are more facts assume every indian is an angel,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Lesley,F,intermediate,M,intermediate
Mr. Turton,A Stray Subaltern,1100,1102,don t start carrying arms about i want everything to go on precisely as usual until there s cause for the contrary get the womenfolk off to the hills but do it quietly and for heaven s sake no more talk of special trains never mind what you think or feel possibly i have feelings too one isolated indian has attempted is charged with an attempted crime act upon that fact until there are more facts assume every indian is an angel,exactly what i said the native s all right if you get him alone lesley lesley you remember the one i had a knock with on your maidan last month well he was all right any native who plays polo is all right what you ve got to stamp on is these educated classes and mind i do know what i m talking about this time,A Stray Subaltern; Cyril Fielding; Mrs. Lesley,M,intermediate,M,minor
Major Callendar,Mrs. Lesley,1104,1106,h m,squat down callendar tell us all about it,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Lesley,M,intermediate,F,minor
Mrs. Lesley,Major Callendar,1112,1114,sorry old man,i wish to god i hadn t given my jewel of an assistant leave i ld cut my tongue out first to feel i m responsible that s what hits me to refuse and then give in under pressure that is what i did my sons that is what i did i understood an englishman was to accompany the expedition that is why i gave in,A Stray Subaltern; Cyril Fielding; Major Callendar; Mr. Turton,F,minor,M,intermediate
Major Callendar,Mr. Turton,1113,1115,heaslop s just behind me,no one blames you my dear callendar we are all to blame in the sense that we ought to have seen the expedition was insufficiently guaranteed and stopped it i knew about it myself we lent our car this morning to take the ladies to the station we are all implicated in that sense but not an atom of blame attaches to you personally,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Lesley,M,intermediate,M,intermediate
Mr. Turton,Cyril Fielding,1117,1119,no what about him,then what do you mean,A Stray Subaltern; Cyril Fielding; Major Callendar; Mrs. Lesley; Ronny Heaslop,M,intermediate,M,major
Cyril Fielding,Mrs. Lesley,1121,1123,that s ridiculous,why should it,A Stray Subaltern; Major Callendar; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,major,F,minor
Major Callendar,Ronny Heaslop,1124,1126,oh nothing i only heard a rumour that a certain member here present has been seeing the prisoner this afternoon you can t run with the hare and hunt with the hounds at least not in this country,oh please please all sit down i only want to listen what has been decided,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,intermediate,M,major
