A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Captain Wentworth,Admiral,you will not find her there quite worn out and broken up i was the last man who commanded her hardly fit for service then reported fit for home service for a year or two and so i was sent off to the west indies the admiralty entertain themselves now and then with sending a few hundred men to sea in a ship not fit to be employed but they have a great many to provide for and among the thousands that may just as well go to the bottom as not it is impossible for them to distinguish the very set who may be least missed,to be sure you did what should a young fellow like you do ashore for half a year together if a man had not a wife he soon wants to be afloat again,10,4,1,1,8,3,1,1,8,2,1,1,11,5,1,1,4,1,1,1,3,1,1,1,9,3,1,1,13,1,1,1,0,0,0,0,107,33,81,84,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Captain Wentworth,Admiral,i felt my luck admiral i assure you i was as well satisfied with my appointment as you can desire it was a great object with me at that time to be at sea a very great object i wanted to be doing something,phoo phoo what stuff these young fellows talk never was a better sloop than the asp in her day for an old built sloop you would not see her equal lucky fellow to get her he knows there must have been twenty better men than himself applying for her at the same time lucky fellow to get anything so soon with no more interest than his,2,4,1,1,5,5,1,1,1,0,1,0,3,3,1,1,3,9,1,1,0,2,0,1,10,8,1,1,4,8,1,1,1,1,1,1,44,66,83,82,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Admiral,Captain Wentworth,phoo phoo what stuff these young fellows talk never was a better sloop than the asp in her day for an old built sloop you would not see her equal lucky fellow to get her he knows there must have been twenty better men than himself applying for her at the same time lucky fellow to get anything so soon with no more interest than his,should i i am glad i was not a week later then but if i know myself this is from no want of gallantry towards them it is rather from feeling how impossible it is with all one s efforts and all one s sacrifices to make the accommodations on board such as women ought to have there can be no want of gallantry admiral in rating the claims of women to every personal comfort high and this is what i do i hate to hear of women on board or to see them on board and no ship under my command shall ever convey a family of ladies anywhere if i can help it,4,4,1,1,5,12,1,1,0,8,0,1,3,5,1,1,9,5,1,1,2,1,1,1,8,14,1,1,8,16,1,1,1,0,1,0,66,115,82,93,Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,,,M,major
Admiral,Captain Wentworth,if you had been a week later at lisbon last spring frederick you would have been asked to give a passage to lady mary grierson and her daughters,i felt my luck admiral i assure you i was as well satisfied with my appointment as you can desire it was a great object with me at that time to be at sea a very great object i wanted to be doing something,2,2,1,1,5,5,1,1,2,1,1,1,1,3,1,1,1,3,1,1,0,0,0,0,3,10,1,1,2,4,1,1,0,1,0,1,28,44,92,83,Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,,,M,major
Admiral,Louisa Musgrove,to be sure you did what should a young fellow like you do ashore for half a year together if a man had not a wife he soon wants to be afloat again,but captain wentworth how vexed you must have been when you came to the asp to see what an old thing they had given you,4,2,1,1,3,4,1,1,2,3,1,1,5,0,1,0,1,0,1,0,1,0,1,0,3,4,1,1,1,1,1,1,0,0,0,0,33,25,84,85,Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,,,F,minor
Louisa Musgrove,Captain Wentworth,but captain wentworth how vexed you must have been when you came to the asp to see what an old thing they had given you,had you i honour you,2,0,1,0,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,0,1,0,0,0,0,0,25,5,85,126,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Mary; Mrs Clay; Mrs Croft; Mrs Musgrove,F,minor,M,major
Louisa Musgrove,Captain Wentworth,ah you make the most of it i know but if it were really so i should do just the same in her place if i loved a man as she loves the admiral i would always be with him nothing should ever separate us and i would rather be overturned by him than driven safely by anybody else,happy for her to have such a mind as yours at hand after the hints you gave just now which did but confirm my own observations the last time i was in company with him i need not affect to have no comprehension of what is going on i see that more than a mere dutiful morning visit to your aunt was in question and woe betide him and her too when it comes to things of consequence when they are placed in circumstances requiring fortitude and strength of mind if she have not resolution enough to resist idle interference in such a trifle as this your sister is an amiable creature but yours is the character of decision and firmness i see if you value her conduct or happiness infuse as much of your own spirit into her as you can but this no doubt you have been always doing it is the worst evil of too yielding and indecisive a character that no influence over it can be depended on you are never sure of a good impression being durable everybody may sway it let those who would be happy be firm here is a nut to exemplify a beautiful glossy nut which blessed with original strength has outlived all the storms of autumn not a puncture not a weak spot anywhere this nut while so many of his brethren have fallen and been trodden under foot is still in possession of all the happiness that a hazel nut can be supposed capable of my first wish for all whom i am interested in is that they should be firm if louisa musgrove would be beautiful and happy in her november of life she will cherish all her present powers of mind,4,17,1,1,7,33,1,1,6,22,1,1,8,13,1,1,8,22,1,1,0,6,0,1,13,33,1,1,5,35,1,1,2,1,1,1,59,294,125,136,Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta Musgrove; Mary Musgrove,F,minor,M,major
Louisa Musgrove,Captain Wentworth,and so i made her go i could not bear that she should be frightened from the visit by such nonsense what would i be turned back from doing a thing that i had determined to do and that i knew to be right by the airs and interference of such a person or of any person i may say no i have no idea of being so easily persuaded when i have made up my mind i have made it and henrietta seemed entirely to have made up hers to call at winthrop to day and yet she was as near giving it up out of nonsensical complaisance,do you mean that she refused him,4,0,1,0,13,1,1,1,9,1,1,1,6,0,1,0,7,2,1,1,1,0,1,0,16,3,1,1,16,0,1,0,0,0,0,0,109,7,133,138,Captain Wentworth,F,minor,M,major
Louisa Musgrove,Captain Wentworth,she would indeed i am almost ashamed to say it,i knew pretty well what she was before that day i had no more discoveries to make than you would have as to the fashion and strength of any old pelisse which you had seen lent about among half your acquaintance ever since you could remember and which at last on some very wet day is lent to yourself ah she was a dear old asp to me she did all that i wanted i knew she would i knew that we should either go to the bottom together or that she would be the making of me and i never had two days of foul weather all the time i was at sea in her and after taking privateers enough to be very entertaining i had the good luck in my passage home the next autumn to fall in with the very french frigate i wanted i brought her into plymouth and here another instance of luck we had not been six hours in the sound when a gale came on which lasted four days and nights and which would have done for poor old asp in half the time our touch with the great nation not having much improved our condition four and twenty hours later and i should only have been a gallant captain wentworth in a small paragraph at one corner of the newspapers and being lost in only a sloop nobody would have thought about me,0,16,0,1,2,23,1,1,0,17,0,1,2,16,1,1,2,10,1,1,0,3,0,1,3,31,1,1,0,31,0,1,0,1,0,1,10,241,135,86,Captain Wentworth,F,minor,M,major
Louisa Musgrove,Captain Wentworth,mary is good natured enough in many respects but she does sometimes provoke me excessively by her nonsense and pride the elliot pride she has a great deal too much of the elliot pride we do so wish that charles had married anne instead i suppose you know he wanted to marry anne,she would have turned back then but for you,3,0,1,0,3,2,1,1,3,1,1,1,6,2,1,1,4,1,1,1,0,0,0,0,8,2,1,1,3,1,1,1,0,0,0,0,53,9,137,134,Captain Wentworth,F,minor,M,major
Louisa Musgrove,Captain Wentworth,oh yes certainly,when did that happen,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,139,140,Captain Wentworth,F,minor,M,major
Captain Wentworth,Mrs Musgrove,i knew pretty well what she was before that day i had no more discoveries to make than you would have as to the fashion and strength of any old pelisse which you had seen lent about among half your acquaintance ever since you could remember and which at last on some very wet day is lent to yourself ah she was a dear old asp to me she did all that i wanted i knew she would i knew that we should either go to the bottom together or that she would be the making of me and i never had two days of foul weather all the time i was at sea in her and after taking privateers enough to be very entertaining i had the good luck in my passage home the next autumn to fall in with the very french frigate i wanted i brought her into plymouth and here another instance of luck we had not been six hours in the sound when a gale came on which lasted four days and nights and which would have done for poor old asp in half the time our touch with the great nation not having much improved our condition four and twenty hours later and i should only have been a gallant captain wentworth in a small paragraph at one corner of the newspapers and being lost in only a sloop nobody would have thought about me,and so ma am all these thing considered though we could have wished it different yet altogether we did not think it fair to stand out any longer for charles hayter was quite wild about it and henrietta was pretty near as bad and so we thought they had better marry at once and make the best of it as many others have done before them at any rate said i it will be better than a long engagement,16,2,1,1,23,10,1,1,17,6,1,1,16,11,1,1,10,6,1,1,3,1,1,1,31,11,1,1,31,8,1,1,1,0,1,0,241,79,86,386,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,F,intermediate
Captain Wentworth,Mrs Musgrove,ah those were pleasant days when i had the laconia how fast i made money in her a friend of mine and i had such a lovely cruise together off the western islands poor harville sister you know how much he wanted money worse than myself he had a wife excellent fellow i shall never forget his happiness he felt it all so much for her sake i wished for him again the next summer when i had still the same luck in the mediterranean,and so then i suppose so then he went away to the laconia and there he met with our poor boy charles my dear do ask captain wentworth where it was he first met with your poor brother i always forgot,8,1,1,1,2,2,1,1,5,3,1,1,8,8,1,1,9,4,1,1,1,0,1,0,16,9,1,1,7,3,1,1,0,0,0,0,85,41,90,87,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,F,intermediate
Captain Wentworth,Mrs Musgrove,when once married people begin to attack me with oh you will think very differently when you are married i can only say no i shall not and then they say again yes you will and there is an end of it,and i am sure sir it was a lucky day for us when you were put captain into that ship we shall never forget what you did poor dear fellow he was grown so steady and such an excellent correspondent while he was under your care ah it would have been a happy thing if he had never left you i assure you captain wentworth we are very sorry he ever left you,1,3,1,1,5,11,1,1,4,5,1,1,6,5,1,1,1,7,1,1,1,2,1,1,8,17,1,1,2,4,1,1,0,0,0,0,42,73,106,91,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,F,intermediate
Captain Wentworth,Mrs Musgrove,we will write the letter we were talking of harville now if you will give me materials,what a great traveller you must have been ma am,1,1,1,1,3,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,0,0,17,10,385,107,Anne Elliot; Captain Harville; Mr. Musgrove; Mrs Musgrove; Sophia Croft,M,major,F,intermediate
Mrs Musgrove,Charles Musgrove,and so then i suppose so then he went away to the laconia and there he met with our poor boy charles my dear do ask captain wentworth where it was he first met with your poor brother i always forgot,captain wentworth which way are you going only to gay street or farther up the town,1,1,1,1,2,1,1,1,3,1,1,1,8,2,1,1,4,0,1,0,0,0,0,0,9,1,1,1,3,2,1,1,0,0,0,0,41,16,87,418,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft,F,intermediate,M,intermediate
Mrs Musgrove,Charles Musgrove,to be sure i will if you wish it charles if you see captain harville anywhere remember to give miss anne s message but indeed my dear you need not be uneasy captain harville holds himself quite engaged i ll answer for it and captain wentworth the same i dare say,it was at gibraltar mother i know dick had been left ill at gibraltar with a recommendation from his former captain to captain wentworth,1,1,1,1,6,3,1,1,4,0,1,0,3,0,1,0,3,2,1,1,1,0,1,0,10,3,1,1,1,4,1,1,0,0,0,0,51,24,417,88,Anne Elliot; Charles Musgrove; Henrietta Musgrove; Mary Musgrove,F,intermediate,M,intermediate
Charles Musgrove,Mrs Musgrove,it was at gibraltar mother i know dick had been left ill at gibraltar with a recommendation from his former captain to captain wentworth,we had better put it off charles you had much better go back and change the box for tuesday it would be a pity to be divided and we should be losing miss anne too if there is a party at her father s and i am sure neither henrietta nor i should care at all for the play if miss anne could not be with us,1,4,1,1,3,11,1,1,0,7,0,1,0,6,0,1,2,3,1,1,0,1,0,1,3,9,1,1,4,5,1,1,0,0,0,0,24,67,88,376,Admiral; Anne Elliot; Captain Wentworth; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,intermediate,F,intermediate
Charles Musgrove,Mrs Musgrove,don t talk to me about heirs and representatives i am not one of those who neglect the reigning power to bow to the rising sun if i would not go for the sake of your father i should think it scandalous to go for the sake of his heir what is mr elliot to me,oh but charles tell captain wentworth he need not be afraid of mentioning poor dick before me for it would be rather a pleasure to hear him talked of by such a good friend,4,2,1,1,4,4,1,1,2,1,1,1,0,1,0,1,3,3,1,1,2,1,1,1,8,4,1,1,9,6,1,1,0,0,0,0,56,34,375,89,Anne Elliot; Mary Musgrove; Mrs Musgrove,M,intermediate,F,intermediate
Mrs Musgrove,Captain Wentworth,oh but charles tell captain wentworth he need not be afraid of mentioning poor dick before me for it would be rather a pleasure to hear him talked of by such a good friend,ah those were pleasant days when i had the laconia how fast i made money in her a friend of mine and i had such a lovely cruise together off the western islands poor harville sister you know how much he wanted money worse than myself he had a wife excellent fellow i shall never forget his happiness he felt it all so much for her sake i wished for him again the next summer when i had still the same luck in the mediterranean,2,8,1,1,4,2,1,1,1,5,1,1,1,8,1,1,3,9,1,1,1,1,1,1,4,16,1,1,6,7,1,1,0,0,0,0,34,85,89,90,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft,F,intermediate,M,major
Mrs Musgrove,Admiral,and i am sure sir it was a lucky day for us when you were put captain into that ship we shall never forget what you did poor dear fellow he was grown so steady and such an excellent correspondent while he was under your care ah it would have been a happy thing if he had never left you i assure you captain wentworth we are very sorry he ever left you,if you had been a week later at lisbon last spring frederick you would have been asked to give a passage to lady mary grierson and her daughters,3,2,1,1,11,5,1,1,5,2,1,1,5,1,1,1,7,1,1,1,2,0,1,0,17,3,1,1,4,2,1,1,0,0,0,0,73,28,91,92,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft,F,intermediate,,
Captain Wentworth,Mrs Croft,should i i am glad i was not a week later then but if i know myself this is from no want of gallantry towards them it is rather from feeling how impossible it is with all one s efforts and all one s sacrifices to make the accommodations on board such as women ought to have there can be no want of gallantry admiral in rating the claims of women to every personal comfort high and this is what i do i hate to hear of women on board or to see them on board and no ship under my command shall ever convey a family of ladies anywhere if i can help it,but you yourself brought mrs harville her sister her cousin and three children round from portsmouth to plymouth where was this superfine extraordinary sort of gallantry of yours then,4,0,1,0,12,1,1,1,8,3,1,1,5,1,1,1,5,3,1,1,1,0,1,0,14,5,1,1,16,4,1,1,0,0,0,0,115,29,93,96,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Captain Wentworth,Mrs Croft,nothing to the purpose you were living with your husband and were the only woman on board,my dear frederick you are talking quite idly pray what would become of us poor sailors wives who often want to be conveyed to one port or another after our husbands if everybody had your feelings,2,0,1,0,2,3,1,1,1,2,1,1,0,3,0,1,1,1,1,1,0,0,0,0,2,5,1,1,3,3,1,1,1,1,1,1,17,36,95,100,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Captain Wentworth,Mrs Croft,all merged in my friendship sophia i would assist any brother officer s wife that i could and i would bring anything of harville s from the world s end if he wanted it but do not imagine that i did not feel it an evil in itself,but i hate to hear you talking so like a fine gentleman and as if women were all fine ladies instead of rational creatures we none of us expect to be in smooth water all our days,2,1,1,1,5,2,1,1,5,4,1,1,0,2,0,1,5,0,1,0,2,0,1,0,9,5,1,1,4,4,1,1,1,0,1,0,48,37,97,102,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Captain Wentworth,Mrs Croft,i might not like them the better for that perhaps such a number of women and children have no right to be comfortable on board,oh frederick but i cannot believe it of you all idle refinement women may be as comfortable on board as in the best house in england i believe i have lived as much on board as most women and i know nothing superior to the accommodations of a man of war i declare i have not a comfort or an indulgence about me even at kellynch hall beyond what i always had in most of the ships i have lived in and they have been five altogether,1,6,1,1,2,8,1,1,1,4,1,1,1,6,1,1,1,2,1,1,1,2,1,1,2,12,1,1,3,16,1,1,0,1,0,1,25,88,99,94,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Captain Wentworth,Mrs Croft,my feelings you see did not prevent my taking mrs harville and all her family to plymouth,depend upon it they were all perfectly comfortable,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,4,2,1,1,1,0,1,0,0,0,0,0,17,8,101,98,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,M,major,,
Mrs Croft,Captain Wentworth,oh frederick but i cannot believe it of you all idle refinement women may be as comfortable on board as in the best house in england i believe i have lived as much on board as most women and i know nothing superior to the accommodations of a man of war i declare i have not a comfort or an indulgence about me even at kellynch hall beyond what i always had in most of the ships i have lived in and they have been five altogether,all merged in my friendship sophia i would assist any brother officer s wife that i could and i would bring anything of harville s from the world s end if he wanted it but do not imagine that i did not feel it an evil in itself,6,2,1,1,8,5,1,1,4,5,1,1,6,0,1,0,2,5,1,1,2,2,1,1,12,9,1,1,16,4,1,1,1,1,1,1,88,48,94,97,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mrs Musgrove,,,M,major
Mrs Croft,Captain Wentworth,but you yourself brought mrs harville her sister her cousin and three children round from portsmouth to plymouth where was this superfine extraordinary sort of gallantry of yours then,my feelings you see did not prevent my taking mrs harville and all her family to plymouth,0,0,0,0,1,1,1,1,3,1,1,1,1,0,1,0,3,1,1,1,0,1,0,1,5,4,1,1,4,1,1,1,0,0,0,0,29,17,96,101,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Musgrove,,,M,major
Mrs Croft,Captain Wentworth,depend upon it they were all perfectly comfortable,now i have done,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,8,4,98,105,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Musgrove,,,M,major
Mrs Croft,Captain Wentworth,my dear frederick you are talking quite idly pray what would become of us poor sailors wives who often want to be conveyed to one port or another after our husbands if everybody had your feelings,nothing to the purpose you were living with your husband and were the only woman on board,0,2,0,1,3,2,1,1,2,1,1,1,3,0,1,0,1,1,1,1,0,0,0,0,5,2,1,1,3,3,1,1,1,1,1,1,36,17,100,95,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Musgrove,,,M,major
Mrs Croft,Captain Wentworth,ay that we shall,i might not like them the better for that perhaps such a number of women and children have no right to be comfortable on board,0,1,0,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,1,1,0,3,0,1,0,0,0,0,4,25,104,99,Admiral; Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Musgrove,,,M,major
Admiral,Mrs Croft,ah my dear when he had got a wife he will sing a different tune when he is married if we have the good luck to live to another war we shall see him do as you and i and a great many others have done we shall have him very thankful to anybody that will bring him his wife,ay that we shall,4,0,1,0,7,1,1,1,6,1,1,1,1,0,1,0,9,0,1,0,0,0,0,0,13,1,1,1,2,0,1,0,1,0,1,0,60,4,103,104,Anne Elliot; Captain Wentworth; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft; Mrs Musgrove,,,,
Mrs Musgrove,Mrs Croft,what a great traveller you must have been ma am,pretty well ma am in the fifteen years of my marriage though many women have done more i have crossed the atlantic four times and have been once to the east indies and back again and only once besides being in different places about home cork and lisbon and gibraltar but i never went beyond the streights and never was in the west indies we do not call bermuda or bahama you know the west indies,1,6,1,1,3,8,1,1,0,10,0,1,0,9,0,1,0,0,0,0,0,3,0,1,1,5,1,1,0,7,0,1,0,0,0,0,10,76,107,108,Admiral; Anne Elliot; Charles Musgrove; Henrietta; Louisa Musgrove; Mary; Mr. Musgrove; Mrs Croft,F,intermediate,,
Captain Wentworth,Anne Elliot,i thought the miss musgroves had been here mrs musgrove told me i should find them here,a surgeon,1,1,1,1,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,17,2,116,167,Anne Elliot; Charles,M,major,F,major
Captain Wentworth,Anne Elliot,i hope the little boy is better,the last hours were certainly very painful but when pain is over the remembrance of it often becomes a pleasure one does not love a place the less for having suffered in it unless it has been all suffering nothing but suffering which was by no means the case at lyme we were only in anxiety and distress during the last two hours and previously there had been a great deal of enjoyment so much novelty and beauty i have travelled so little that every fresh place would be interesting to me but there is real beauty at lyme and in short altogether my impressions of the place are very agreeable,1,9,1,1,1,14,1,1,0,10,0,1,0,9,0,1,0,4,0,1,0,1,0,1,1,7,1,1,0,13,0,1,0,1,0,1,7,111,118,271,Anne Elliot; Charles,M,major,F,major
Captain Wentworth,Anne Elliot,had you i honour you,you should have distinguished you should not have suspected me now the case is so different and my age is so different if i was wrong in yielding to persuasion once remember that it was to persuasion exerted on the side of safety not of risk when i yielded i thought it was to duty but no duty could be called in aid here in marrying a man indifferent to me all risk would have been incurred and all duty violated,0,3,0,1,0,14,0,1,0,6,0,1,0,5,0,1,0,2,0,1,0,2,0,1,3,10,1,1,0,10,0,1,0,0,0,0,5,81,126,422,Anne Elliot; Charles Musgrove; Henrietta Musgrove; Louisa Musgrove; Mary Musgrove,M,major,F,major
Captain Wentworth,Anne Elliot,is there no one to help me,certainly i could have none but it appears i should hope it would be a very happy match there are on both sides good principles and good temper,0,1,0,1,1,4,1,1,0,2,0,1,0,2,0,1,0,2,0,1,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,7,28,164,265,Anne Elliot; Captain Benwick; Charles Musgrove; Mary Musgrove,M,major,F,major
Captain Wentworth,Anne Elliot,oh god her father and mother,captain benwick would not it be better for captain benwick he knows where a surgeon is to be found,0,1,0,1,0,4,0,1,1,1,1,1,0,0,0,0,1,2,1,1,0,1,0,1,1,2,1,1,0,1,0,1,0,0,0,0,6,19,166,169,Anne Elliot; Captain Benwick; Charles Musgrove; Mary Musgrove,M,major,F,major
Captain Wentworth,Anne Elliot,true true a surgeon this instant,i am only waiting for mr elliot he will be here in a moment i am sure good morning to you,1,1,1,1,0,4,0,1,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,4,0,1,0,3,0,1,0,0,0,0,6,21,168,260,Anne Elliot; Captain Benwick; Charles Musgrove; Mary Musgrove,M,major,F,major
Captain Wentworth,Anne Elliot,but it rains,they are up stairs with my sister they will be down in a few moments i dare say,0,1,0,1,0,3,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,4,1,1,0,3,0,1,0,0,0,0,3,18,257,117,Anne Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,though i came only yesterday i have equipped myself properly for bath already you see i wish you would make use of it if you are determined to walk though i think it would be more prudent to let me get you a chair,i should have thought that my manner to yourself might have spared you much or all of this,1,0,1,0,5,4,1,1,3,2,1,1,4,1,1,1,2,1,1,1,0,0,0,0,12,4,1,1,2,2,1,1,0,0,0,0,44,18,259,424,Anne Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,i have hardly seen you since our day at lyme i am afraid you must have suffered from the shock and the more from its not overpowering you at the time it was a frightful hour a frightful day the day has produced some effects however has had some consequences which must be considered as the very reverse of frightful when you had the presence of mind to suggest that benwick would be the properest person to fetch a surgeon you could have little idea of his being eventually one of those most concerned in her recovery,would i,10,0,1,0,13,1,1,1,4,0,1,0,5,0,1,0,5,0,1,0,1,0,1,0,12,1,1,1,10,0,1,0,0,0,0,0,97,2,264,428,Anne Elliot; Elizabeth; Mrs Clay; Sir Walter Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,yes but there i think ends the resemblance with all my soul i wish them happy and rejoice over every circumstance in favour of it they have no difficulties to contend with at home no opposition no caprice no delays the musgroves are behaving like themselves most honourably and kindly only anxious with true parental hearts to promote their daughter s comfort all this is much very much in favour of their happiness more than perhaps i confess that i do think there is a disparity too great a disparity and in a point no less essential than mind i regard louisa musgrove as a very amiable sweet tempered girl and not deficient in understanding but benwick is something more he is a clever man a reading man and i confess that i do consider his attaching himself to her with some surprise had it been the effect of gratitude had he learnt to love her because he believed her to be preferring him it would have been another thing but i have no reason to suppose it so it seems on the contrary to have been a perfectly spontaneous untaught feeling on his side and this surprises me a man like him in his situation with a heart pierced wounded almost broken fanny harville was a very superior creature and his attachment to her was indeed attachment a man does not recover from such a devotion of the heart to such a woman he ought not he does not,you were a good while at lyme i think,18,1,1,1,19,1,1,1,14,0,1,0,20,0,1,0,24,0,1,0,6,0,1,0,36,2,1,1,26,1,1,1,1,0,1,0,250,9,266,267,Anne Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,about a fortnight i could not leave it till louisa s doing well was quite ascertained i had been too deeply concerned in the mischief to be soon at peace it had been my doing solely mine she would not have been obstinate if i had not been weak the country round lyme is very fine i walked and rode a great deal and the more i saw the more i found to admire,i should very much like to see lyme again,4,0,1,0,14,1,1,1,4,0,1,0,8,3,1,1,3,0,1,0,3,0,1,0,10,1,1,1,2,0,1,0,0,0,0,0,74,9,268,269,Anne Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,indeed i should not have supposed that you could have found anything in lyme to inspire such a feeling the horror and distress you were involved in the stretch of mind the wear of spirits i should have thought your last impressions of lyme must have been strong disgust,go to him go to him for heaven s sake go to him i can support her myself leave me and go to him rub her hands rub her temples here are salts take them take them,4,0,1,0,10,2,1,1,2,1,1,1,1,1,1,1,1,7,1,1,1,0,1,0,5,12,1,1,5,5,1,1,1,0,1,0,49,37,270,165,Anne Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,you have not been long enough in bath to enjoy the evening parties of the place,how do you do will you not sit down the others will be here presently,2,1,1,1,2,5,1,1,0,1,0,1,2,2,1,1,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,0,0,0,0,16,15,378,119,Anne Elliot,M,major,F,major
Captain Wentworth,Anne Elliot,you were not formerly i know you did not use to like cards but time makes many changes,oh very little nothing that i regard,0,0,0,0,2,0,1,0,1,0,1,0,1,1,1,1,0,2,0,1,2,0,1,0,3,1,1,1,0,0,0,0,0,1,0,1,18,7,380,258,Anne Elliot,M,major,F,major
