pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00652,Mr. John Knightley,Mr. Elton,370,371,i cannot wish to be snowed up a week at randalls,we are sure of excellent fires and every thing in the greatest comfort charming people mr and mrs weston mrs weston indeed is much beyond praise and he is exactly what one values so hospitable and so fond of society it will be a small party but where small parties are select they are perhaps the most agreeable of any mr weston s dining room does not accommodate more than ten comfortably and for my part i would rather under such circumstances fall short by two than exceed by two i think you will agree with me i think i shall certainly have your approbation though mr knightley perhaps from being used to the large parties of london may not quite enter into our feelings,Emma; Mr. Elton,M,intermediate,M,intermediate,Emma,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00653,Mr. John Knightley,Mr. Elton,372,373,i know nothing of the large parties of london sir i never dine with any body,indeed i had no idea that the law had been so great a slavery well sir the time must come when you will be paid for all this when you will have little labour and great enjoyment,Emma; Mr. Elton,M,intermediate,M,intermediate,Emma,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00654,Mr. Weston,Emma,377,1169,we want only two more to be just the right number i should like to see two more here your pretty little friend miss smith and my son and then i should say we were quite complete i believe you did not hear me telling the others in the drawing room that we are expecting frank i had a letter from him this morning and he will be with us within a fortnight he has been wanting to come to us ever since september every letter has been full of it but he cannot command his own time he has those to please who must be pleased and who between ourselves are sometimes to be pleased only by a good many sacrifices but now i have no doubt of seeing him here about the second week in january,now now mr weston do let me know what has happened,Emma,M,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
00655,Mr. Weston,Emma,379,1175,yes she would be but that she thinks there will be another put off she does not depend upon his coming so much as i do but she does not know the parties so well as i do the case you see is but this is quite between ourselves i did not mention a syllable of it in the other room there are secrets in all families you know the case is that a party of friends are invited to pay a visit at enscombe in january and that frank s coming depends upon their being put off if they are not put off he cannot stir but i know they will because it is a family that a certain lady of some consequence at enscombe has a particular dislike to and though it is thought necessary to invite them once in two or three years they always are put off when it comes to the point i have not the smallest doubt of the issue i am as confident of seeing frank here before the middle of january as i am of being here myself but your good friend there has so few vagaries herself and has been so little used to them at hartfield that she cannot calculate on their effects as i have been long in the practice of doing,your word why not your honour why not say upon your honour that it has nothing to do with any of them good heavens what can be to be broke to me that does not relate to one of that family,Emma,M,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
00656,Mr. Weston,Emma,529,1115,oh go to day go to day do not defer it what is right to be done cannot be done too soon and besides i must give you a hint frank any want of attention to her here should be carefully avoided you saw her with the campbells when she was the equal of every body she mixed with but here she is with a poor old grandmother who has barely enough to live on if you do not call early it will be a slight,what two letters express perfection i am sure i do not know,Emma; Mr. Frank Churchill; Mr. Woodhouse,M,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1
00657,Mr. Weston,Emma,974,378,come miss woodhouse miss otway miss fairfax what are you all doing come emma set your companions the example every body is lazy every body is asleep,what a very great pleasure it will be to you and mrs weston is so anxious to be acquainted with him that she must be almost as happy as yourself,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mrs. Elton; Mrs. Weston,M,intermediate,F,major,Emma,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
00658,Mr. Weston,Emma,1114,1165,i doubt its being very clever myself it is too much a matter of fact but here it is what two letters of the alphabet are there that express perfection,is she unwell,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mrs. Elton,M,intermediate,F,major,Emma,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
00659,Mr. Weston,Emma,1164,1173,can you come to randalls at any time this morning do if it be possible mrs weston wants to see you she must see you,mr weston do not trifle with me consider how many of my dearest friends are now in brunswick square which of them is it i charge you by all that is sacred not to attempt concealment,Emma,M,intermediate,F,major,Emma,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1
00660,Mr. Weston,Emma,1166,1171,no no not at all only a little agitated she would have ordered the carriage and come to you but she must see you alone and that you know humph can you come,break it to me good god mr weston tell me at once something has happened in brunswick square i know it has tell me i charge you tell me this moment what it is,Emma,M,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
00661,Mr. Weston,Emma,1168,1177,depend upon me but ask no more questions you will know it all in time the most unaccountable business but hush hush,who is that gentleman on horseback,Emma,M,intermediate,F,major,Emma,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
00662,Mr. Weston,Emma,1170,975,no no don t ask me i promised my wife to leave it all to her she will break it to you better than i can do not be impatient emma it will all come out too soon,i am ready whenever i am wanted,Emma,M,intermediate,F,major,Emma,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
00663,Mr. Weston,Emma,1172,380,no indeed you are mistaken,i am sorry there should be any thing like doubt in the case but am disposed to side with you mr weston if you think he will come i shall think so too for you know enscombe,Emma,M,intermediate,F,major,Emma,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
00664,Mr. Weston,Emma,1174,1167,upon my word emma,certainly this moment if you please it is impossible to refuse what you ask in such a way but what can be the matter is she really not ill,Emma,M,intermediate,F,major,Emma,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
00665,Mr. Weston,Emma,1176,1179,upon my honour it does not it is not in the smallest degree connected with any human being of the name of knightley i was wrong in talking of its being broke to you i should not have used the expression in fact it does not concern you it concerns only myself that is we hope humph in short my dear emma there is no occasion to be so uneasy about it i don t say that it is not a disagreeable business but things might be much worse if we walk fast we shall soon be at randalls,has your son been with you then,Emma,M,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
00666,Mr. Weston,Emma,1178,530,i do not know one of the otways not frank it is not frank i assure you you will not see him he is half way to windsor by this time,i have heard her speak of the acquaintance she is a very elegant young woman,Emma,M,intermediate,F,major,Emma,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
00667,Emma,Mr. Weston,378,1168,what a very great pleasure it will be to you and mrs weston is so anxious to be acquainted with him that she must be almost as happy as yourself,depend upon me but ask no more questions you will know it all in time the most unaccountable business but hush hush,Mr. Weston,F,major,M,intermediate,Emma,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
00668,Emma,Mr. Weston,380,379,i am sorry there should be any thing like doubt in the case but am disposed to side with you mr weston if you think he will come i shall think so too for you know enscombe,yes she would be but that she thinks there will be another put off she does not depend upon his coming so much as i do but she does not know the parties so well as i do the case you see is but this is quite between ourselves i did not mention a syllable of it in the other room there are secrets in all families you know the case is that a party of friends are invited to pay a visit at enscombe in january and that frank s coming depends upon their being put off if they are not put off he cannot stir but i know they will because it is a family that a certain lady of some consequence at enscombe has a particular dislike to and though it is thought necessary to invite them once in two or three years they always are put off when it comes to the point i have not the smallest doubt of the issue i am as confident of seeing frank here before the middle of january as i am of being here myself but your good friend there has so few vagaries herself and has been so little used to them at hartfield that she cannot calculate on their effects as i have been long in the practice of doing,Mr. Weston,F,major,M,intermediate,Emma,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00669,Emma,Mr. Weston,1113,1166,no no it will not reckon low a conundrum of mr weston s shall clear him and his next neighbour come sir pray let me hear it,no no not at all only a little agitated she would have ordered the carriage and come to you but she must see you alone and that you know humph can you come,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,intermediate,Emma,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00670,Emma,Mr. Weston,1115,1176,what two letters express perfection i am sure i do not know,upon my honour it does not it is not in the smallest degree connected with any human being of the name of knightley i was wrong in talking of its being broke to you i should not have used the expression in fact it does not concern you it concerns only myself that is we hope humph in short my dear emma there is no occasion to be so uneasy about it i don t say that it is not a disagreeable business but things might be much worse if we walk fast we shall soon be at randalls,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,intermediate,Emma,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
00671,Emma,Mr. Weston,1165,1174,is she unwell,upon my word emma,Mr. Weston,F,major,M,intermediate,Emma,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
00672,Emma,Mr. Weston,1167,1172,certainly this moment if you please it is impossible to refuse what you ask in such a way but what can be the matter is she really not ill,no indeed you are mistaken,Mr. Weston,F,major,M,intermediate,Emma,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
00673,Emma,Mr. Weston,1169,1178,now now mr weston do let me know what has happened,i do not know one of the otways not frank it is not frank i assure you you will not see him he is half way to windsor by this time,Mr. Weston,F,major,M,intermediate,Emma,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1
00674,Emma,Mr. Weston,1171,1116,break it to me good god mr weston tell me at once something has happened in brunswick square i know it has tell me i charge you tell me this moment what it is,ah you will never guess you i am certain will never guess i will tell you m and a em ma do you understand,Mr. Weston,F,major,M,intermediate,Emma,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
00675,Emma,Mr. Weston,1173,381,mr weston do not trifle with me consider how many of my dearest friends are now in brunswick square which of them is it i charge you by all that is sacred not to attempt concealment,yes i have some right to that knowledge though i have never been at the place in my life she is an odd woman but i never allow myself to speak ill of her on frank s account for i do believe her to be very fond of him i used to think she was not capable of being fond of any body except herself but she has always been kind to him in her way allowing for little whims and caprices and expecting every thing to be as she likes and it is no small credit in my opinion to him that he should excite such an affection for though i would not say it to any body else she has no more heart than a stone to people in general and the devil of a temper,Mr. Weston,F,major,M,intermediate,Emma,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00676,Emma,Mr. Weston,1175,1170,your word why not your honour why not say upon your honour that it has nothing to do with any of them good heavens what can be to be broke to me that does not relate to one of that family,no no don t ask me i promised my wife to leave it all to her she will break it to you better than i can do not be impatient emma it will all come out too soon,Mr. Weston,F,major,M,intermediate,Emma,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00677,Emma,Mr. Weston,1177,1180,who is that gentleman on horseback,oh yes did not you know well well never mind yes frank came over this morning just to ask us how we did,Mr. Weston,F,major,M,intermediate,Emma,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0
00678,Emma,Mr. Weston,1179,1114,has your son been with you then,i doubt its being very clever myself it is too much a matter of fact but here it is what two letters of the alphabet are there that express perfection,Mr. Weston,F,major,M,intermediate,Emma,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
00679,Mrs. Weston,Emma,382,619,for i cannot depend upon his coming i cannot be so sanguine as mr weston i am very much afraid that it will all end in nothing mr weston i dare say has been telling you exactly how the matter stands,how they were invited were not they,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
00680,Mrs. Weston,Emma,388,627,yes and every delay makes one more apprehensive of other delays even if this family the braithwaites are put off i am still afraid that some excuse may be found for disappointing us i cannot bear to imagine any reluctance on his side but i am sure there is a great wish on the churchills to keep him to themselves there is jealousy they are jealous even of his regard for his father in short i can feel no dependence on his coming and i wish mr weston were less sanguine,yes i would i could not bear to have henry supplanted mr knightley marry no i have never had such an idea and i cannot adopt it now and jane fairfax too of all women,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00681,Mrs. Weston,Emma,390,631,one ought to be at enscombe and know the ways of the family before one decides upon what he can do one ought to use the same caution perhaps in judging of the conduct of any one individual of any one family but enscombe i believe certainly must not be judged by general rules she is so very unreasonable and every thing gives way to her,i see no probability in it unless you have any better foundation than what you mention his good nature his humanity as i tell you would be quite enough to account for the horses he has a great regard for the bateses you know independent of jane fairfax and is always glad to shew them attention my dear mrs weston do not take to match making you do it very ill jane fairfax mistress of the abbey oh no no every feeling revolts for his own sake i would not have him do so mad a thing,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00682,Mrs. Weston,Emma,392,1246,my dearest emma do not pretend with your sweet temper to understand a bad one or to lay down rules for it you must let it go its own way i have no doubt of his having at times considerable influence but it may be perfectly impossible for him to know beforehand when it will be,if i did not know her to be happy now which in spite of every little drawback from her scrupulous conscience she must be i could not bear these thanks for oh mrs weston if there were an account drawn up of the evil and the good i have done miss fairfax well this is all to be forgotten you are very kind to bring me these interesting particulars they shew her to the greatest advantage i am sure she is very good i hope she will be very happy it is fit that the fortune should be on his side for i think the merit will be all on hers,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00683,Mrs. Weston,Emma,552,573,you get upon delicate subjects emma remember that i am here mr frank churchill hardly knows what to say when you speak of miss fairfax s situation in life i will move a little farther off,of course it must be declined,Emma; Mr. Frank Churchill,F,intermediate,F,major,Emma,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0
00684,Mrs. Weston,Emma,572,629,i suppose they will not take the liberty with you they know you do not dine out,but the imprudence of such a match,Emma,F,intermediate,F,major,Emma,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
00685,Mrs. Weston,Emma,618,1189,this is the luxury of a large party one can get near every body and say every thing my dear emma i am longing to talk to you i have been making discoveries and forming plans just like yourself and i must tell them while the idea is fresh do you know how miss bates and her niece came here,well this is a circumstance which i must think of at least half a day before i can at all comprehend it what engaged to her all the winter before either of them came to highbury,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
00686,Mrs. Weston,Emma,620,389,oh yes but how they were conveyed hither the manner of their coming,he ought to come if he could stay only a couple of days he ought to come and one can hardly conceive a young man s not having it in his power to do as much as that a young woman if she fall into bad hands may be teased and kept at a distance from those she wants to be with but one cannot comprehend a young man s being under such restraint as not to be able to spend a week with his father if he likes it,Emma,F,intermediate,F,major,Emma,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00687,Mrs. Weston,Emma,622,633,very true well a little while ago it occurred to me how very sad it would be to have jane fairfax walking home again late at night and cold as the nights are now and as i looked at her though i never saw her appear to more advantage it struck me that she was heated and would therefore be particularly liable to take cold poor girl i could not bear the idea of it so as soon as mr weston came into the room and i could get at him i spoke to him about the carriage you may guess how readily he came into my wishes and having his approbation i made my way directly to miss bates to assure her that the carriage would be at her service before it took us home for i thought it would be making her comfortable at once good soul she was as grateful as possible you may be sure nobody was ever so fortunate as herself but with many many thanks there was no occasion to trouble us for mr knightley s carriage had brought and was to take them home again i was quite surprized very glad i am sure but really quite surprized such a very kind attention and so thoughtful an attention the sort of thing that so few men would think of and in short from knowing his usual ways i am very much inclined to think that it was for their accommodation the carriage was used at all i do suspect he would not have had a pair of horses for himself and that it was only as an excuse for assisting them,but mr knightley does not want to marry i am sure he has not the least idea of it do not put it into his head why should he marry he is as happy as possible by himself with his farm and his sheep and his library and all the parish to manage and he is extremely fond of his brother s children he has no occasion to marry either to fill up his time or his heart,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00688,Mrs. Weston,Emma,624,884,well you give him credit for more simple disinterested benevolence in this instance than i do for while miss bates was speaking a suspicion darted into my head and i have never been able to get it out again the more i think of it the more probable it appears in short i have made a match between mr knightley and jane fairfax see the consequence of keeping you company what do you say to it,well well i have that note and can shew it after dinner to convince mr knightley,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
00689,Mrs. Weston,Emma,626,623,my dear emma i have told you what led me to think of it i do not want the match i do not want to injure dear little henry but the idea has been given me by circumstances and if mr knightley really wished to marry you would not have him refrain on henry s account a boy of six years old who knows nothing of the matter,very likely nothing more likely i know no man more likely than mr knightley to do the sort of thing to do any thing really good natured useful considerate or benevolent he is not a gallant man but he is a very humane one and this considering jane fairfax s ill health would appear a case of humanity to him and for an act of unostentatious kindness there is nobody whom i would fix on more than on mr knightley i know he had horses to day for we arrived together and i laughed at him about it but he said not a word that could betray,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00690,Mrs. Weston,Emma,628,1244,nay she has always been a first favourite with him as you very well know,i am afraid that i must often have contributed to make her unhappy,Emma,F,intermediate,F,major,Emma,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0
00691,Mrs. Weston,Emma,630,1191,i am not speaking of its prudence merely its probability,i will not pretend not to understand you and to give you all the relief in my power be assured that no such effect has followed his attentions to me as you are apprehensive of that you may have less difficulty in believing this boast of my present perfect indifference i will farther tell you that there was a period in the early part of our acquaintance when i did like him when i was very much disposed to be attached to him nay was attached and how it came to cease is perhaps the wonder fortunately however it did cease i have really for some time past for at least these three months cared nothing about him you may believe me mrs weston this is the simple truth,Emma,F,intermediate,F,major,Emma,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00692,Mrs. Weston,Emma,632,621,imprudent if you please but not mad excepting inequality of fortune and perhaps a little disparity of age i can see nothing unsuitable,they walked i conclude how else could they come,Emma,F,intermediate,F,major,Emma,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0
00693,Mrs. Weston,Emma,634,643,my dear emma as long as he thinks so it is so but if he really loves jane fairfax,you take up an idea mrs weston and run away with it as you have many a time reproached me with doing i see no sign of attachment i believe nothing of the pianoforte and proof only shall convince me that mr knightley has any thought of marrying jane fairfax,Emma,F,intermediate,F,major,Emma,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00694,Mrs. Weston,Emma,636,1248,well perhaps the greatest good he could do them would be to give jane such a respectable home,oh perfectly i am always well you know be sure to give me intelligence of the letter as soon as possible,Emma,F,intermediate,F,major,Emma,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0
00695,Mrs. Weston,Emma,638,393,for shame emma do not mimic her you divert me against my conscience and upon my word i do not think mr knightley would be much disturbed by miss bates little things do not irritate him she might talk on and if he wanted to say any thing himself he would only talk louder and drown her voice but the question is not whether it would be a bad connexion for him but whether he wishes it and i think he does i have heard him speak and so must you so very highly of jane fairfax the interest he takes in her his anxiety about her health his concern that she should have no happier prospect i have heard him express himself so warmly on those points such an admirer of her performance on the pianoforte and of her voice i have heard him say that he could listen to her for ever oh and i had almost forgotten one idea that occurred to me this pianoforte that has been sent here by somebody though we have all been so well satisfied to consider it a present from the campbells may it not be from mr knightley i cannot help suspecting him i think he is just the person to do it even without being in love,i shall not be satisfied unless he comes,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
00696,Mrs. Weston,Emma,640,1205,i have heard him lamenting her having no instrument repeatedly oftener than i should suppose such a circumstance would in the common course of things occur to him,and do you really believe the affair to have been carrying on with such perfect secresy the campbells the dixons did none of them know of the engagement,Emma,F,intermediate,F,major,Emma,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00697,Mrs. Weston,Emma,642,1185,there might be scruples of delicacy my dear emma i have a very strong notion that it comes from him i am sure he was particularly silent when mrs cole told us of it at dinner,so far as that it relates to mr frank churchill i do guess,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
00698,Mrs. Weston,Emma,755,639,well if you please if you think she will be of any use,then it can be no argument to prove that he is in love but i do not think it is at all a likely thing for him to do mr knightley does nothing mysteriously,Emma; Mr. Frank Churchill,F,intermediate,F,major,Emma,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00699,Mrs. Weston,Emma,883,1193,he chose to say he was employed,i have escaped and that i should escape may be a matter of grateful wonder to you and myself but this does not acquit him mrs weston and i must say that i think him greatly to blame what right had he to come among us with affection and faith engaged and with manners so very disengaged what right had he to endeavour to please as he certainly did to distinguish any one young woman with persevering attention as he certainly did while he really belonged to another how could he tell what mischief he might be doing how could he tell that he might not be making me in love with him very wrong very wrong indeed,Emma; Jane Fairfax; Mr. John Knightley; Mr. Knightley; Mr. Woodhouse,F,intermediate,F,major,Emma,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00700,Mrs. Weston,Emma,1184,553,have you indeed no idea cannot you my dear emma cannot you form a guess as to what you are to hear,i certainly do forget to think of her as having ever been any thing but my friend and my dearest friend,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
00701,Mrs. Weston,Emma,1186,1195,you are right it does relate to him and i will tell you directly he has been here this very morning on a most extraordinary errand it is impossible to express our surprize he came to speak to his father on a subject to announce an attachment more than an attachment indeed an engagement a positive engagement what will you say emma what will any body say when it is known that frank churchill and miss fairfax are engaged nay that they have been long engaged,and how could she bear such behaviour composure with a witness to look on while repeated attentions were offering to another woman before her face and not resent it that is a degree of placidity which i can neither comprehend nor respect,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00702,Mrs. Weston,Emma,1188,1240,you may well be amazed you may well be amazed but it is even so there has been a solemn engagement between them ever since october formed at weymouth and kept a secret from every body not a creature knowing it but themselves neither the campbells nor her family nor his it is so wonderful that though perfectly convinced of the fact it is yet almost incredible to myself i can hardly believe it i thought i knew him,poor girl she thinks herself wrong then for having consented to a private engagement,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
00703,Mrs. Weston,Emma,1190,1201,engaged since october secretly engaged it has hurt me emma very much it has hurt his father equally some part of his conduct we cannot excuse,his sufferings do not appear to have done him much harm well and how did mr churchill take it,Emma,F,intermediate,F,major,Emma,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00704,Mrs. Weston,Emma,1192,1197,mr weston will be almost as much relieved as myself on this point we have been wretched it was our darling wish that you might be attached to each other and we were persuaded that it was so imagine what we have been feeling on your account,impropriety oh mrs weston it is too calm a censure much much beyond impropriety it has sunk him i cannot say how it has sunk him in my opinion so unlike what a man should be none of that upright integrity that strict adherence to truth and principle that disdain of trick and littleness which a man should display in every transaction of his life,Emma,F,intermediate,F,major,Emma,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00705,Mrs. Weston,Emma,1194,635,from something that he said my dear emma i rather imagine,nonsense he does not care about jane fairfax in the way of love i am sure he does not he would do any good to her or her family but,Emma,F,intermediate,F,major,Emma,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0
00706,Mrs. Weston,Emma,1196,383,there were misunderstandings between them emma he said so expressly he had not time to enter into much explanation he was here only a quarter of an hour and in a state of agitation which did not allow the full use even of the time he could stay but that there had been misunderstandings he decidedly said the present crisis indeed seemed to be brought on by them and those misunderstandings might very possibly arise from the impropriety of his conduct,yes it seems to depend upon nothing but the ill humour of mrs churchill which i imagine to be the most certain thing in the world,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
00707,Mrs. Weston,Emma,1198,625,nay dear emma now i must take his part for though he has been wrong in this instance i have known him long enough to answer for his having many very many good qualities and,mr knightley and jane fairfax dear mrs weston how could you think of such a thing mr knightley mr knightley must not marry you would not have little henry cut out from donwell oh no no henry must have donwell i cannot at all consent to mr knightley s marrying and i am sure it is not at all likely i am amazed that you should think of such a thing,Emma,F,intermediate,F,major,Emma,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00708,Mrs. Weston,Emma,1200,637,he knew nothing about it emma on this article i can fully acquit him it was a private resolution of hers not communicated to him or at least not communicated in a way to carry conviction till yesterday i know he said he was in the dark as to her plans they burst on him i do not know how but by some letter or message and it was the discovery of what she was doing of this very project of hers which determined him to come forward at once own it all to his uncle throw himself on his kindness and in short put an end to the miserable state of concealment that had been carrying on so long i am to hear from him soon he told me at parting that he should soon write and he spoke in a manner which seemed to promise me many particulars that could not be given now let us wait therefore for this letter it may bring many extenuations it may make many things intelligible and excusable which now are not to be understood don t let us be severe don t let us be in a hurry to condemn him let us have patience i must love him and now that i am satisfied on one point the one material point i am sincerely anxious for its all turning out well and ready to hope that it may they must both have suffered a great deal under such a system of secresy and concealment,if it would be good to her i am sure it would be evil to himself a very shameful and degrading connexion how would he bear to have miss bates belonging to him to have her haunting the abbey and thanking him all day long for his great kindness in marrying jane so very kind and obliging but he always had been such a very kind neighbour and then fly off through half a sentence to her mother s old petticoat not that it was such a very old petticoat either for still it would last a great while and indeed she must thankfully say that their petticoats were all very strong,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00709,Mrs. Weston,Emma,1202,1203,most favourably for his nephew gave his consent with scarcely a difficulty conceive what the events of a week have done in that family while poor mrs churchill lived i suppose there could not have been a hope a chance a possibility but scarcely are her remains at rest in the family vault than her husband is persuaded to act exactly opposite to what she would have required what a blessing it is when undue influence does not survive the grave he gave his consent with very little persuasion,ah he would have done as much for harriet,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
00710,Mrs. Weston,Emma,1204,1242,this was settled last night and frank was off with the light this morning he stopped at highbury at the bates s i fancy some time and then came on hither but was in such a hurry to get back to his uncle to whom he is just now more necessary than ever that as i tell you he could stay with us but a quarter of an hour he was very much agitated very much indeed to a degree that made him appear quite a different creature from any thing i had ever seen him before in addition to all the rest there had been the shock of finding her so very unwell which he had had no previous suspicion of and there was every appearance of his having been feeling a great deal,poor girl she loves him then excessively i suppose it must have been from attachment only that she could be led to form the engagement her affection must have overpowered her judgment,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00711,Mrs. Weston,Emma,1206,1207,none not one he positively said that it had been known to no being in the world but their two selves,well i suppose we shall gradually grow reconciled to the idea and i wish them very happy but i shall always think it a very abominable sort of proceeding what has it been but a system of hypocrisy and deceit espionage and treachery to come among us with professions of openness and simplicity and such a league in secret to judge us all here have we been the whole winter and spring completely duped fancying ourselves all on an equal footing of truth and honour with two people in the midst of us who may have been carrying round comparing and sitting in judgment on sentiments and words that were never meant for both to hear they must take the consequence if they have heard each other spoken of in a way not perfectly agreeable,Emma,F,intermediate,F,major,Emma,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00712,Mrs. Weston,Emma,1208,1209,i am quite easy on that head i am very sure that i never said any thing of either to the other which both might not have heard,you are in luck your only blunder was confined to my ear when you imagined a certain friend of ours in love with the lady,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
00713,Mrs. Weston,Emma,1211,1187,now dearest emma let me intreat you to say and look every thing that may set his heart at ease and incline him to be satisfied with the match let us make the best of it and indeed almost every thing may be fairly said in her favour it is not a connexion to gratify but if mr churchill does not feel that why should we and it may be a very fortunate circumstance for him for frank i mean that he should have attached himself to a girl of such steadiness of character and good judgment as i have always given her credit for and still am disposed to give her credit for in spite of this one great deviation from the strict rule of right and how much may be said in her situation for even that error,jane fairfax good god you are not serious you do not mean it,Emma; Mr. Weston,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
