pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00081,Miss Bartlett,Miss Lavish,344,346,mr eager will be offended it is your party,no i agree it s like a school feast the boys have got separated from the girls miss lucy you are to go we wish to converse on high topics unsuited for your ear,Lucy; Miss Lavish,F,major,F,intermediate,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
00082,Lucy,Miss Bartlett,345,347,please i d rather stop here with you,how tired one gets oh i do wish freddy and your mother could be here,Miss Bartlett; Miss Lavish,,,F,major,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
00083,Miss Lavish,Lucy,348,350,then sit you down observe my foresight,dove dove buoni uomini,Lucy; Miss Bartlett,F,intermediate,,,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
00084,Miss Bartlett,Lucy,349,351,lucy without a moment s doubt lucy the ground will do for me really i have not had rheumatism for years if i do feel it coming on i shall stand imagine your mother s feelings if i let you sit in the wet in your white linen here we are all settled delightfully even if my dress is thinner it will not show so much being brown sit down dear you are too unselfish you don t assert yourself enough now don t be alarmed this isn t a cold it s the tiniest cough and i have had it three days it s nothing to do with sitting here at all,uno piu piccolo has the cigar been given to you by mr beebe the smaller of the two good men,Lucy; Miss Lavish,F,major,,,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
00085,Lucy,The Driver,350,352,dove dove buoni uomini,would she like to see them,The Driver,,,M,minor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086,Mr. Beebe,Rev. Cuthbert Eager,357,359,all the way he will be hours,courage miss honeychurch courage and faith if i might say so there is something almost blasphemous in this horror of the elements are we seriously to suppose that all these clouds all this immense electrical display is simply called into existence to extinguish you or me,Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager; The Driver,M,major,M,intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087,The Driver,Lucy,358,360,apparently i told him it was unwise,no of course,Lucy; Miss Bartlett; Miss Lavish; Mr. Beebe; Mr. Emerson; Rev. Cuthbert Eager,M,minor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00088,Mr. Beebe,Miss Bartlett,362,364,mr eager we want your assistance will you interpret for us,go mr eager don t ask our driver our driver is no help go and support poor mr beebe he is nearly demented,Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager,M,major,F,major,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
00089,Miss Bartlett,Rev. Cuthbert Eager,364,366,go mr eager don t ask our driver our driver is no help go and support poor mr beebe he is nearly demented,typical behaviour in the presence of reality that kind of person invariably breaks down,Lucy; Rev. Cuthbert Eager,F,major,M,intermediate,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1
00090,Mr. Emerson,Lucy,365,367,he may be killed he may be killed,what does he know charlotte how much does mr eager know,Lucy; Miss Bartlett; Miss Lavish; Mr. Beebe; Rev. Cuthbert Eager,M,intermediate,,,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1
00091,Rev. Cuthbert Eager,Miss Bartlett,366,368,typical behaviour in the presence of reality that kind of person invariably breaks down,nothing dearest he knows nothing but he knows everything dearest had we better shall i it is dreadful to be entangled with low class people he saw it all,Lucy; Miss Bartlett,M,intermediate,F,major,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0
00092,The Driver,Miss Bartlett,370,372,va bene,do not cry dearest take your time,Lucy; Miss Bartlett,M,minor,F,major,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
00093,Mrs. Honeychurch,Freddy,480,482,we mothers,steady on,Cecil; Freddy,F,major,M,intermediate,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00094,Cecil,Mrs. Honeychurch,481,483,i say lucy,not a kiss for me,Freddy; Lucy; Mrs. Honeychurch,,,F,major,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
00095,Freddy,Cecil,482,484,steady on,would you take them into the garden and tell mrs honeychurch all about it and i d stop here and tell my mother,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
00096,Mrs. Honeychurch,Freddy,483,485,not a kiss for me,we go with lucy,Cecil; Freddy; Lucy,F,major,M,intermediate,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
00097,Freddy,Cecil,485,487,we go with lucy,he is only a boy i represent all that he despises why should he want me for a brother in law,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0
00098,Cecil,Mr. Beebe,528,530,grazie tante,indeed i have mrs honeychurch i m going to do what i am always supposed to do but generally i m too shy i want to invoke every kind of blessing on them grave and gay great and small i want them all their lives to be supremely good and supremely happy as husband and wife as father and mother and now i want my tea,Mr. Beebe,,,M,major,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00099,Mrs. Honeychurch,Cecil,531,533,you only asked for it just in time how dare you be serious at windy corner,do you go to much of this sort of thing,Cecil; Freddy; Lucy; Mr. Beebe,F,major,,,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
00100,Cecil,Mrs. Honeychurch,535,537,is it typical of country society,plenty of society,Lucy; Mrs. Honeychurch,,,F,major,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
00101,Lucy,Cecil,536,538,i suppose so mother would it be,to me it seemed perfectly appalling disastrous portentous,Cecil; Mrs. Honeychurch,,,,,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
00102,Mrs. Honeychurch,Lucy,537,539,plenty of society,i am so sorry that you were stranded,Cecil; Lucy,F,major,,,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1
00103,Cecil,Lucy,552,554,we were speaking of motives,we weren t talking of real fences,Lucy; Mrs. Honeychurch,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
00104,Lucy,Cecil,554,556,we weren t talking of real fences,a parson fenceless would mean a parson defenceless,Cecil; Mrs. Honeychurch,,,,,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
00105,Mrs. Honeychurch,Lucy,555,557,oh i see dear poetry i tell you who has no as you call them and that s mr beebe,don t you like mr beebe,Cecil; Lucy,F,major,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
00106,Mrs. Honeychurch,Lucy,568,570,let s hope that mrs harris there warn t no sich person,i don t know i hate him i ve heard him lecture on giotto i hate him nothing can hide a petty nature i hate him,Cecil; Lucy,F,major,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1
00107,Cecil,Mrs. Honeychurch,569,571,isn t mr eager a parson of the cultured type,my goodness gracious me child you ll blow my head off whatever is there to shout over i forbid you and cecil to hate any more clergymen,Lucy; Mrs. Honeychurch,,,F,major,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
00108,Lucy,Cecil,570,572,i don t know i hate him i ve heard him lecture on giotto i hate him nothing can hide a petty nature i hate him,i count myself a lucky person when i m in london i feel i could never live out of it when i m in the country i feel the same about the country after all i do believe that birds and trees and the sky are the most wonderful things in life and that the people who live amongst them must be the best it s true that in nine cases out of ten they don t seem to notice anything the country gentleman and the country labourer are each in their way the most depressing of companions yet they may have a tacit sympathy with the workings of nature which is denied to us of the town do you feel that mrs honeychurch,Cecil; Mrs. Honeychurch,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
00109,Mrs. Honeychurch,Lucy,571,573,my goodness gracious me child you ll blow my head off whatever is there to shout over i forbid you and cecil to hate any more clergymen,what height,Cecil; Lucy,F,major,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
00110,Cecil,Mrs. Honeychurch,574,576,let us take mrs honeychurch s advice and hate clergymen no more what s this place,stop here s sir harry now we shall know sir harry pull those things down at once,Lucy; Mrs. Honeychurch,,,F,major,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
00111,Mrs. Honeychurch,Cecil,578,580,am i not always right she ought to have gone before the contract was signed does she still live rent free as she did in her nephew s time,turn her out,Cecil; Lucy; Sir Harry Otway,F,major,,,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
00112,Cecil,Sir Harry Otway,580,582,turn her out,the rent is absurdly low and perhaps i am an easy landlord but it is such an awkward size it is too large for the peasant class and too small for any one the least like ourselves,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
00113,Cecil,Lucy,583,585,you ought to find a tenant at once it would be a perfect paradise for a bank clerk,rather a strenuous clerk it would be sir harry i have an idea how would you like spinsters,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
00114,Lucy,Mrs. Honeychurch,589,591,yes indeed and at the present moment homeless i heard from them last week miss teresa and miss catharine alan i m really not joking they are quite the right people mr beebe knows them too may i tell them to write to you,my advice is to have nothing to do with lucy and her decayed gentlewomen at all i know the type preserve me from people who have seen better days and bring heirlooms with them that make the house smell stuffy it s a sad thing but i d far rather let to someone who is going up in the world than to someone who has come down,Cecil; Mrs. Honeychurch; Sir Harry Otway,,,F,major,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
00115,Mrs. Honeychurch,Lucy,591,593,my advice is to have nothing to do with lucy and her decayed gentlewomen at all i know the type preserve me from people who have seen better days and bring heirlooms with them that make the house smell stuffy it s a sad thing but i d far rather let to someone who is going up in the world than to someone who has come down,the misses alan aren t that,Cecil; Lucy; Sir Harry Otway,F,major,,,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
00116,Sir Harry Otway,Cecil,592,594,i think i follow you but it is as you say a very sad thing,yes they are i haven t met them but i should say they were a highly unsuitable addition to the neighbourhood,Cecil; Lucy; Mrs. Honeychurch,M,minor,,,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0
00117,Cecil,Sir Harry Otway,594,596,yes they are i haven t met them but i should say they were a highly unsuitable addition to the neighbourhood,it s i who am tiresome i oughtn t to come with my troubles to young people but really i am so worried and lady otway will only say that i cannot be too careful which is quite true but no real help,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
00118,Lucy,Mrs. Honeychurch,597,599,then may i write to my misses alan,beware they are certain to have canaries sir harry beware of canaries they spit the seed out through the bars of the cages and then the mice come beware of women altogether only let to a man,Cecil; Mrs. Honeychurch; Sir Harry Otway,,,F,major,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
00119,Cecil,Sir Harry Otway,602,604,mrs honeychurch what if we two walk home and leave you,aha young people young people,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
00120,Sir Harry Otway,Lucy,604,606,aha young people young people,oh cecil,Cecil; Lucy; Mrs. Honeychurch,M,minor,,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0
00121,Lucy,Mrs. Honeychurch,648,650,oh it has been such a nuisance first he then they no one knowing what they wanted and everyone so tiresome,i shall hate those miss alans just because they re old and silly one s expected to say how sweet i hate their if ing and but ing and and ing and poor lucy serve her right worn to a shadow,Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,F,major,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
00122,Mr. Beebe,Lucy,649,651,but they really are coming now i wrote to miss teresa a few days ago she was wondering how often the butcher called and my reply of once a month must have impressed her favourably they are coming i heard from them this morning,well if they are coming no minnie not saturn if they are coming sir harry will let them move in before the twenty ninth and he will cross out the clause about whitewashing the ceilings because it made them nervous and put in the fair wear and tear one that doesn t count i told you not saturn,Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,,,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
00123,Lucy,Mrs. Honeychurch,655,657,no he doesn t,hush dear,Freddy; Minnie Beebe; Mrs. Honeychurch,,,F,major,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00124,Mrs. Honeychurch,Mr. Beebe,657,659,hush dear,the name of this ball is vittoria corombona please i wish the miss alans could see this,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,major,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
00125,Mr. Beebe,Lucy,661,663,they have taken cissie villa,wasn t what name,Freddy; Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,,,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1
00126,Lucy,Mrs. Honeychurch,667,669,exactly the miss alans,oh good gracious there isn t going to be another muddle do you notice lucy i m always right i said don t interfere with cissie villa i m always right i m quite uneasy at being always right so often,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,F,major,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
00127,Freddy,Lucy,668,670,rather not more like anderson,it s only another muddle of freddy s freddy doesn t even know the name of the people he pretends have taken it instead,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
00128,Mrs. Honeychurch,Freddy,669,671,oh good gracious there isn t going to be another muddle do you notice lucy i m always right i said don t interfere with cissie villa i m always right i m quite uneasy at being always right so often,yes i do i ve got it emerson,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,intermediate,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
00129,Freddy,Mrs. Honeychurch,673,675,emerson i ll bet you anything you like,emerson freddy do you know what emersons they are,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
00130,Lucy,Freddy,674,676,what a weathercock sir harry is i wish i had never bothered over it at all,i don t know whether they re any emersons,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,M,intermediate,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
00131,Freddy,Lucy,676,678,i don t know whether they re any emersons,emerson s a common enough name,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
00132,Lucy,Freddy,678,680,emerson s a common enough name,oh yes and you will be satisfied too for they re friends of cecil so you and the other country families will be able to call in perfect safety,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,M,intermediate,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
00133,Freddy,Mrs. Honeychurch,680,682,oh yes and you will be satisfied too for they re friends of cecil so you and the other country families will be able to call in perfect safety,don t be rude dear lucy don t screech it s a new bad habit you re getting into,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00134,Mrs. Honeychurch,Freddy,682,684,don t be rude dear lucy don t screech it s a new bad habit you re getting into,friends of cecil s,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00135,Freddy,Mr. Beebe,684,686,friends of cecil s,the emersons who were at florence do you mean no i don t suppose it will prove to be them it is probably a long cry from them to friends of mr vyse s oh mrs honeychurch the oddest people the queerest people for our part we liked them didn t we,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,M,major,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1
00136,Lucy,Mr. Beebe,685,687,but cecil s emersons they can t possibly be the same ones there is that,there was a great scene over some violets they picked violets and filled all the vases in the room of these very miss alans who have failed to come to cissie villa poor little ladies so shocked and so pleased it used to be one of miss catharine s great stories it began they found the whole room a mass of blue vases and jugs and the story ends with it is all very difficult yes i always connect those florentine emersons with violets,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,M,major,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
00137,Mr. Beebe,Freddy,686,688,the emersons who were at florence do you mean no i don t suppose it will prove to be them it is probably a long cry from them to friends of mr vyse s oh mrs honeychurch the oddest people the queerest people for our part we liked them didn t we,fiasco s done you this time,Freddy; Lucy; Minnie Beebe,M,major,M,intermediate,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
00138,Freddy,Mrs. Honeychurch,688,690,fiasco s done you this time,murdered his wife lucy don t desert us go on playing bumble puppy really the pension bertolini must have been the oddest place that s the second murderer i ve heard of as being there whatever was charlotte doing to stop by the by we really must ask charlotte here some time,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0
00139,Mr. Beebe,Freddy,689,691,these particular emersons consisted of a father and a son the son a goodly if not a good young man not a fool i fancy but very immature pessimism et cetera our special joy was the father such a sentimental darling and people declared he had murdered his wife,oh don t go,Freddy; Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,M,intermediate,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
00140,Mrs. Honeychurch,Lucy,690,692,murdered his wife lucy don t desert us go on playing bumble puppy really the pension bertolini must have been the oddest place that s the second murderer i ve heard of as being there whatever was charlotte doing to stop by the by we really must ask charlotte here some time,i must go don t be silly you always overdo it when you play,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
00141,Mr. Beebe,Freddy,727,729,i ve brought someone to see you,are these people great readers are they that sort,Freddy; Mr. Emerson,M,major,M,intermediate,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0
00142,Mr. Emerson,Mr. Beebe,728,730,i ll be down in a minute,i fancy they know how to read a rare accomplishment what have they got byron exactly a shropshire lad never heard of it the way of all flesh never heard of it gibbon hullo dear george reads german um um schopenhauer nietzsche and so we go on well i suppose your generation knows its own business honeychurch,George Emerson; Mr. Beebe,M,intermediate,M,major,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
00143,Freddy,Mr. Beebe,743,745,only medical books not books that you can talk about afterwards cecil is teaching lucy italian and he says her playing is wonderful there are all kinds of things in it that we have never noticed cecil says,let me introduce mr honeychurch a neighbour,Mr. Beebe,M,intermediate,M,major,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
00144,Mr. Beebe,Freddy,744,746,what on earth are those people doing upstairs emerson we think we ll come another time,how d ye do come and have a bathe,Freddy,M,major,M,intermediate,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0
00145,Mr. Beebe,George Emerson,745,747,let me introduce mr honeychurch a neighbour,oh all right,Freddy; George Emerson,M,major,M,intermediate,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
00146,Freddy,Mr. Beebe,746,748,how d ye do come and have a bathe,that s the best conversational opening i ve ever heard but i m afraid it will only act between men can you picture a lady who has been introduced to another lady by a third lady opening civilities with how do you do come and have a bathe and yet you will tell me that the sexes are equal,George Emerson; Mr. Beebe,M,intermediate,M,major,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
00147,Mr. Beebe,Freddy,750,752,we are to raise ladies to our level,i say what about this bathe,Freddy; George Emerson; Mr. Emerson,M,major,M,intermediate,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
00148,Freddy,Mr. Beebe,752,754,i say what about this bathe,let me introduce mr honeychurch whose sister you will remember at florence,George Emerson; Mr. Beebe; Mr. Emerson,M,intermediate,M,major,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0
00149,Mr. Beebe,Freddy,754,756,let me introduce mr honeychurch whose sister you will remember at florence,not a bit i must that is to say i have to have the pleasure of calling on you later on my mother says i hope,Freddy; George Emerson; Mr. Emerson,M,major,M,intermediate,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1
00150,Freddy,Mr. Beebe,756,758,not a bit i must that is to say i have to have the pleasure of calling on you later on my mother says i hope,mr emerson he will call i shall call you or your son will return our calls before ten days have elapsed i trust that you have realized about the ten days interval it does not count that i helped you with the stair eyes yesterday it does not count that they are going to bathe this afternoon,George Emerson; Mr. Beebe; Mr. Emerson,M,intermediate,M,major,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
00151,Mr. Beebe,Freddy,758,760,mr emerson he will call i shall call you or your son will return our calls before ten days have elapsed i trust that you have realized about the ten days interval it does not count that i helped you with the stair eyes yesterday it does not count that they are going to bathe this afternoon,do you really want this bathe it is only a pond don t you know i dare say you are used to something better,Freddy; George Emerson; Mr. Emerson,M,major,M,intermediate,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
00152,Mr. Emerson,Mr. Beebe,759,761,yes go and bathe george why do you dawdle talking bring them back to tea bring back some milk cakes honey the change will do you good george has been working very hard at his office i can t believe he s well,and what a coincidence that you should meet mr vyse did you realize that you would find all the pension bertolini down here,Freddy; George Emerson; Mr. Beebe,M,intermediate,M,major,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1
00153,Freddy,George Emerson,760,762,do you really want this bathe it is only a pond don t you know i dare say you are used to something better,i did not miss lavish told me,George Emerson; Mr. Beebe; Mr. Emerson,M,intermediate,M,intermediate,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1
00154,George Emerson,Freddy,770,772,it is fate that i am here but you can call it italy if it makes you less unhappy,here we are,Freddy; Mr. Beebe,M,intermediate,M,intermediate,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0
00155,Mr. Beebe,George Emerson,775,777,it s distinctly successful as ponds go no apologies are necessary for the pond aren t those masses of willow herb splendid i love willow herb in seed what s the name of this aromatic plant these abrupt changes of vegetation this little spongeous tract of water plants and on either side of it all the growths are tough or brittle heather bracken hurts pines very charming very charming,water s water,Freddy; George Emerson,M,major,M,intermediate,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
00156,Freddy,Mr. Beebe,782,784,water s wonderful mr beebe do,i may as well wash too,George Emerson; Mr. Beebe,M,intermediate,M,major,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
00157,George Emerson,Freddy,783,785,apooshoo kouf,race you round it then a try a try,Freddy; Mr. Beebe,M,intermediate,M,intermediate,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
00158,Mr. Beebe,George Emerson,784,786,i may as well wash too,socker rules,Freddy; George Emerson,M,major,M,intermediate,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
00159,Mr. Beebe,Cecil,791,793,hi hi ladies,come this way immediately,Cecil; Freddy; George Emerson; Lucy; Mrs. Honeychurch,M,major,,,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
00160,Cecil,Mrs. Honeychurch,797,799,this way please mrs honeychurch this way,good gracious me dear so it s you what miserable management why not have a comfortable bath at home with hot and cold laid on,Lucy; Mrs. Honeychurch,,,F,major,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
00161,Freddy,Lucy,802,804,and me i ve swallowed one i ve swallowed a pollywog it wriggleth in my tummy i shall die emerson you beast you ve got on my bags,mother do come away oh for goodness sake do come,Cecil; George Emerson; Lucy; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
00162,Lucy,Mrs. Honeychurch,804,806,mother do come away oh for goodness sake do come,bow lucy better bow whoever is it i shall bow,Cecil; Freddy; Mr. Beebe; Mrs. Honeychurch,,,F,major,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
00163,George Emerson,Lucy,805,807,hullo hullo miss honeychurch hullo,i will bow i will not shake hands with him that will be just the proper thing,Cecil; Freddy; Lucy; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00164,Mrs. Honeychurch,Lucy,846,848,come here old lady thank you for putting away my bonnet kiss me,i saw him in florence,Lucy,F,major,,,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
00165,Freddy,Cecil,849,851,is he the clever sort or is he a decent chap,he is the clever sort like myself,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
00166,Lucy,Mrs. Honeychurch,850,852,ask cecil it is cecil who brought him here,how well did you know them at the bertolini,Cecil; Freddy; Mrs. Honeychurch,,,F,major,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
00167,Cecil,Lucy,851,853,he is the clever sort like myself,oh very slightly i mean charlotte knew them even less than i did,Freddy; Lucy; Mrs. Honeychurch,,,,,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
00168,Mrs. Honeychurch,Freddy,856,858,lucy i do call the way you talk unkind,this year next year now never,Cecil; Freddy; Lucy,F,major,M,intermediate,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
00169,Lucy,Mrs. Honeychurch,857,859,she was a novelist,i have been thinking lucy of that letter of charlotte s how is she,Cecil; Freddy; Mrs. Honeychurch,,,F,major,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
00170,Freddy,Lucy,858,860,this year next year now never,i tore the thing up,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
00171,Lucy,Freddy,862,864,oh yes i suppose so no not very cheerful i suppose,so would i,Cecil; Freddy; Mrs. Honeychurch,,,M,intermediate,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00172,Freddy,Lucy,864,866,so would i,mother no it s impossible we can t have charlotte on the top of the other things we re squeezed to death as it is freddy s got a friend coming tuesday there s cecil and you ve promised to take in minnie beebe because of the diphtheria scare it simply can t be done,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0
00173,Lucy,Cecil,870,872,i won t have her,miss bartlett miss bartlett miss bartlett,Cecil; Freddy; Mrs. Honeychurch,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
00174,Mrs. Honeychurch,Lucy,871,873,then if you re so selfish mr floyd must share a room with freddy,it s impossible i don t want to make difficulties but it really isn t fair on the maids to fill up the house so,Cecil; Freddy; Lucy,F,major,,,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00175,Cecil,Mrs. Honeychurch,872,874,miss bartlett miss bartlett miss bartlett,the truth is dear you don t like charlotte,Freddy; Lucy; Mrs. Honeychurch,,,F,major,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
00176,Mrs. Honeychurch,Cecil,874,876,the truth is dear you don t like charlotte,hear hear,Cecil; Freddy; Lucy,F,major,,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
