A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Catherine Morland,John Thorpe,oh no i am much obliged to you our two dances are over and besides i am tired and do not mean to dance any more,do not you then let us walk about and quiz people come along with me and i will show you the four greatest quizzers in the room my two younger sisters and their partners i have been laughing at them this half hour,0,2,0,1,4,4,1,1,2,3,1,1,4,1,1,1,0,1,0,1,1,1,1,1,4,9,1,1,1,5,1,1,0,0,0,0,26,43,190,191,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,well miss morland here i am have you been waiting long we could not come before the old devil of a coachmaker was such an eternity finding out a thing fit to be got into and now it is ten thousand to one but they break down before we are out of the street how do you do mrs allen a famous ball last night was not it come miss morland be quick for the others are in a confounded hurry to be off they want to get their tumble over,what do you mean where are you all going to,8,0,1,0,13,2,1,1,6,1,1,1,4,0,1,0,2,0,1,0,2,0,1,0,10,2,1,1,9,0,1,0,0,0,0,0,91,10,193,194,Catherine Morland; Mrs. Allen,M,intermediate,F,major
Catherine Morland,John Thorpe,what do you mean where are you all going to,going to why you have not forgot our engagement did not we agree together to take a drive this morning what a head you have we are going up claverton down,0,2,0,1,2,3,1,1,1,1,1,1,0,2,0,1,0,1,0,1,0,2,0,1,2,5,1,1,0,2,0,1,0,0,0,0,10,31,194,195,John Thorpe; Mrs. Allen,F,major,M,intermediate
John Thorpe,Catherine Morland,going to why you have not forgot our engagement did not we agree together to take a drive this morning what a head you have we are going up claverton down,something was said about it i remember but really i did not expect you,2,0,1,0,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,5,4,1,1,2,1,1,1,0,1,0,1,31,14,195,196,Catherine Morland; Mrs. Allen,M,intermediate,F,major
Catherine Morland,John Thorpe,something was said about it i remember but really i did not expect you,not expect me that s a good one and what a dust you would have made if i had not come,0,2,0,1,2,3,1,1,1,2,1,1,1,0,1,0,2,1,1,1,1,2,1,1,4,3,1,1,1,0,1,0,1,0,1,0,14,21,196,197,John Thorpe; Mrs. Allen,F,major,M,intermediate
John Thorpe,Catherine Morland,not expect me that s a good one and what a dust you would have made if i had not come,well ma am what do you say to it can you spare me for an hour or two shall i go,2,1,1,1,3,4,1,1,2,1,1,1,0,0,0,0,1,1,1,1,2,0,1,0,3,5,1,1,0,2,0,1,0,0,0,0,21,21,197,198,Catherine Morland; Mrs. Allen,M,intermediate,F,major
Catherine Morland,Mrs. Allen,well ma am what do you say to it can you spare me for an hour or two shall i go,do just as you please my dear,1,0,1,0,4,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,5,2,1,1,2,0,1,0,0,0,0,0,21,7,198,199,John Thorpe; Mrs. Allen,F,major,F,intermediate
John Thorpe,Catherine Morland,you will not be frightened miss morland if my horse should dance about a little at first setting off he will most likely give a plunge or two and perhaps take the rest for a minute but he will soon know his master he is full of spirits playful as can be but there is no vice in him old allen is as rich as a jew is not he old allen the man you are with,oh mr allen you mean yes i believe he is very rich,6,0,1,0,11,1,1,1,6,0,1,0,6,1,1,1,6,1,1,1,2,0,1,0,9,3,1,1,8,0,1,0,0,0,0,0,77,12,202,203,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,oh mr allen you mean yes i believe he is very rich,and no children at all,0,0,0,0,1,0,1,0,0,1,0,1,1,2,1,1,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,12,5,203,204,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,and no children at all,no not any,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,204,205,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,no not any,a famous thing for his next heirs he is your godfather is not he,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,4,0,1,0,1,0,1,0,0,0,0,3,14,205,206,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,a famous thing for his next heirs he is your godfather is not he,my godfather no,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,1,4,1,1,1,1,0,1,0,0,0,0,0,14,3,206,207,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,my godfather no,but you are always very much with them,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,0,0,0,1,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,3,8,207,208,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,but you are always very much with them,yes very much,0,0,0,0,1,0,1,0,1,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,8,3,208,209,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,yes very much,aye that is what i meant he seems a good kind of old fellow enough and has lived very well in his time i dare say he is not gouty for nothing does he drink his bottle a day now,0,2,0,1,0,4,0,1,0,1,0,1,2,4,1,1,0,7,0,1,0,1,0,1,0,7,0,1,0,3,0,1,0,1,0,1,3,40,209,210,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,aye that is what i meant he seems a good kind of old fellow enough and has lived very well in his time i dare say he is not gouty for nothing does he drink his bottle a day now,his bottle a day no why should you think of such a thing he is a very temperate man and you could not fancy him in liquor last night,2,3,1,1,4,3,1,1,1,2,1,1,4,1,1,1,7,3,1,1,1,1,1,1,7,5,1,1,3,2,1,1,1,0,1,0,40,29,210,211,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,his bottle a day no why should you think of such a thing he is a very temperate man and you could not fancy him in liquor last night,lord help you you women are always thinking of men s being in liquor why you do not suppose a man is overset by a bottle i am sure of this that if everybody was to drink their bottle a day there would not be half the disorders in the world there are now it would be a famous good thing for us all,3,6,1,1,3,11,1,1,2,3,1,1,1,2,1,1,3,3,1,1,1,2,1,1,5,7,1,1,2,6,1,1,0,1,0,1,29,64,211,212,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,lord help you you women are always thinking of men s being in liquor why you do not suppose a man is overset by a bottle i am sure of this that if everybody was to drink their bottle a day there would not be half the disorders in the world there are now it would be a famous good thing for us all,i cannot believe it,6,0,1,0,11,1,1,1,3,0,1,0,2,0,1,0,3,1,1,1,2,1,1,1,7,2,1,1,6,0,1,0,1,0,1,0,64,5,212,213,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,i cannot believe it,oh lord it would be the saving of thousands there is not the hundredth part of the wine consumed in this kingdom that there ought to be our foggy climate wants help,0,3,0,1,1,4,1,1,0,1,0,1,0,0,0,0,1,2,1,1,1,1,1,1,2,2,1,1,0,3,0,1,0,0,0,0,5,32,213,214,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,oh lord it would be the saving of thousands there is not the hundredth part of the wine consumed in this kingdom that there ought to be our foggy climate wants help,and yet i have heard that there is a great deal of wine drunk in oxford,3,1,1,1,4,1,1,1,1,2,1,1,0,1,0,1,2,0,1,0,1,0,1,0,2,1,1,1,3,2,1,1,0,0,0,0,32,16,214,215,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,and yet i have heard that there is a great deal of wine drunk in oxford,oxford there is no drinking at oxford now i assure you nobody drinks there you would hardly meet with a man who goes beyond his four pints at the utmost now for instance it was reckoned a remarkable thing at the last party in my rooms that upon an average we cleared about five pints a head it was looked upon as something out of the common way mine is famous good stuff to be sure you would not often meet with anything like it in oxford and that may account for it but this will just give you a notion of the general rate of drinking there,1,9,1,1,1,8,1,1,2,5,1,1,1,8,1,1,0,10,0,1,0,1,0,1,1,12,1,1,2,16,1,1,0,3,0,1,16,108,215,216,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,oxford there is no drinking at oxford now i assure you nobody drinks there you would hardly meet with a man who goes beyond his four pints at the utmost now for instance it was reckoned a remarkable thing at the last party in my rooms that upon an average we cleared about five pints a head it was looked upon as something out of the common way mine is famous good stuff to be sure you would not often meet with anything like it in oxford and that may account for it but this will just give you a notion of the general rate of drinking there,yes it does give a notion and that is that you all drink a great deal more wine than i thought you did however i am sure james does not drink so much you do not really think mr thorpe that james s gig will break down,9,2,1,1,8,6,1,1,5,4,1,1,8,4,1,1,10,2,1,1,1,2,1,1,12,6,1,1,16,1,1,1,3,0,1,0,108,47,216,217,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,yes it does give a notion and that is that you all drink a great deal more wine than i thought you did however i am sure james does not drink so much you do not really think mr thorpe that james s gig will break down,break down oh lord did you ever see such a little tittuppy thing in your life there is not a sound piece of iron about it the wheels have been fairly worn out these ten years at least and as for the body upon my soul you might shake it to pieces yourself with a touch it is the most devilish little rickety business i ever beheld thank god we have got a better i would not be bound to go two miles in it for fifty thousand pounds,2,7,1,1,6,8,1,1,4,2,1,1,4,5,1,1,2,5,1,1,2,2,1,1,6,12,1,1,1,11,1,1,0,0,0,0,47,89,217,218,John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,break down oh lord did you ever see such a little tittuppy thing in your life there is not a sound piece of iron about it the wheels have been fairly worn out these ten years at least and as for the body upon my soul you might shake it to pieces yourself with a touch it is the most devilish little rickety business i ever beheld thank god we have got a better i would not be bound to go two miles in it for fifty thousand pounds,good heavens then pray let us turn back they will certainly meet with an accident if we go on do let us turn back mr thorpe stop and speak to my brother and tell him how very unsafe it is,7,1,1,1,8,3,1,1,2,4,1,1,5,4,1,1,5,2,1,1,2,0,1,0,12,7,1,1,11,4,1,1,0,0,0,0,89,40,218,219,Catherine Morland,M,intermediate,F,major
Catherine Morland,John Thorpe,good heavens then pray let us turn back they will certainly meet with an accident if we go on do let us turn back mr thorpe stop and speak to my brother and tell him how very unsafe it is,unsafe oh lord what is there in that they will only get a roll if it does break down and there is plenty of dirt it will be excellent falling oh curse it the carriage is safe enough if a man knows how to drive it a thing of that sort in good hands will last above twenty years after it is fairly worn out lord bless you i would undertake for five pounds to drive it to york and back again without losing a nail,1,5,1,1,3,9,1,1,4,7,1,1,4,5,1,1,2,7,1,1,0,0,0,0,7,9,1,1,4,10,1,1,0,0,0,0,40,86,219,220,John Thorpe,F,major,M,intermediate
Mrs. Allen,Catherine Morland,well my dear here you are and i hope you have had a pleasant airing,yes ma am i thank you we could not have had a nicer day,1,1,1,1,2,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,4,3,1,1,0,0,0,0,0,0,0,0,15,14,222,223,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,yes ma am i thank you we could not have had a nicer day,so mrs thorpe said she was vastly pleased at your all going,1,0,1,0,3,1,1,1,0,0,0,0,0,2,0,1,0,1,0,1,1,0,1,0,3,2,1,1,0,1,0,1,0,0,0,0,14,12,223,224,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,so mrs thorpe said she was vastly pleased at your all going,you have seen mrs thorpe then,0,0,0,0,1,1,1,1,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,12,6,224,225,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,you have seen mrs thorpe then,yes i went to the pump room as soon as you were gone and there i met her and we had a great deal of talk together she says there was hardly any veal to be got at market this morning it is so uncommonly scarce,0,2,0,1,1,3,1,1,0,3,0,1,1,7,1,1,0,4,0,1,0,0,0,0,1,7,1,1,0,3,0,1,0,0,0,0,6,46,225,226,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,yes i went to the pump room as soon as you were gone and there i met her and we had a great deal of talk together she says there was hardly any veal to be got at market this morning it is so uncommonly scarce,did you see anybody else of our acquaintance,2,0,1,0,3,1,1,1,3,0,1,0,7,1,1,1,4,1,1,1,0,0,0,0,7,2,1,1,3,1,1,1,0,1,0,1,46,8,226,227,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,did you see anybody else of our acquaintance,yes we agreed to take a turn in the crescent and there we met mrs hughes and mr and miss tilney walking with her,0,2,0,1,1,0,1,0,0,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,3,1,1,1,2,1,1,1,0,1,0,8,24,227,228,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,yes we agreed to take a turn in the crescent and there we met mrs hughes and mr and miss tilney walking with her,did you indeed and did they speak to you,2,0,1,0,0,1,0,1,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,3,3,1,1,2,1,1,1,0,0,0,0,24,9,228,229,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,did you indeed and did they speak to you,yes we walked along the crescent together for half an hour they seem very agreeable people miss tilney was in a very pretty spotted muslin and i fancy by what i can learn that she always dresses very handsomely mrs hughes talked to me a great deal about the family,0,5,0,1,1,2,1,1,1,2,1,1,1,7,1,1,0,1,0,1,0,0,0,0,3,6,1,1,1,6,1,1,0,0,0,0,9,50,229,230,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,yes we walked along the crescent together for half an hour they seem very agreeable people miss tilney was in a very pretty spotted muslin and i fancy by what i can learn that she always dresses very handsomely mrs hughes talked to me a great deal about the family,and what did she tell you of them,5,0,1,0,2,1,1,1,2,1,1,1,7,0,1,0,1,1,1,1,0,0,0,0,6,3,1,1,6,1,1,1,0,0,0,0,50,8,230,231,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,and what did she tell you of them,oh a vast deal indeed she hardly talked of anything else,0,1,0,1,1,0,1,0,1,0,1,0,0,3,0,1,1,2,1,1,0,0,0,0,3,1,1,1,1,1,1,1,0,1,0,1,8,11,231,232,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,oh a vast deal indeed she hardly talked of anything else,did she tell you what part of gloucestershire they come from,1,0,1,0,0,1,0,1,0,0,0,0,3,0,1,0,2,1,1,1,0,0,0,0,1,3,1,1,1,2,1,1,1,0,1,0,11,11,232,233,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,did she tell you what part of gloucestershire they come from,yes she did but i cannot recollect now but they are very good kind of people and very rich mrs tilney was a miss drummond and she and mrs hughes were schoolfellows and miss drummond had a very large fortune and when she married her father gave her twenty thousand pounds and five hundred to buy wedding clothes mrs hughes saw all the clothes after they came from the warehouse,0,4,0,1,1,4,1,1,0,10,0,1,0,4,0,1,1,5,1,1,0,1,0,1,3,8,1,1,2,2,1,1,0,0,0,0,11,71,233,234,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,yes she did but i cannot recollect now but they are very good kind of people and very rich mrs tilney was a miss drummond and she and mrs hughes were schoolfellows and miss drummond had a very large fortune and when she married her father gave her twenty thousand pounds and five hundred to buy wedding clothes mrs hughes saw all the clothes after they came from the warehouse,and are mr and mrs tilney in bath,4,0,1,0,4,1,1,1,10,2,1,1,4,0,1,0,5,0,1,0,1,0,1,0,8,0,1,0,2,1,1,1,0,0,0,0,71,8,234,235,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,and are mr and mrs tilney in bath,yes i fancy they are but i am not quite certain upon recollection however i have a notion they are both dead at least the mother is yes i am sure mrs tilney is dead because mrs hughes told me there was a very beautiful set of pearls that mr drummond gave his daughter on her wedding day and that miss tilney has got now for they were put by for her when her mother died,0,3,0,1,1,8,1,1,2,6,1,1,0,5,0,1,0,6,0,1,0,1,0,1,0,12,0,1,1,5,1,1,0,0,0,0,8,76,235,236,Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Catherine Morland,yes i fancy they are but i am not quite certain upon recollection however i have a notion they are both dead at least the mother is yes i am sure mrs tilney is dead because mrs hughes told me there was a very beautiful set of pearls that mr drummond gave his daughter on her wedding day and that miss tilney has got now for they were put by for her when her mother died,and is mr tilney my partner the only son,3,1,1,1,8,1,1,1,6,1,1,1,5,0,1,0,6,0,1,0,1,0,1,0,12,1,1,1,5,0,1,0,0,0,0,0,76,9,236,237,Catherine Morland,F,intermediate,F,major
Catherine Morland,Mrs. Allen,and is mr tilney my partner the only son,i cannot be quite positive about that my dear i have some idea he is but however he is a very fine young man mrs hughes says and likely to do very well,1,1,1,1,1,5,1,1,1,3,1,1,0,5,0,1,0,2,0,1,0,1,0,1,1,5,1,1,0,1,0,1,0,0,0,0,9,34,237,238,Mrs. Allen,F,major,F,intermediate
Isabella Thorpe,Catherine Morland,oh heavens my beloved catherine have i got you at last now mr morland i shall not speak another word to you all the rest of the evening so i charge you not to expect it my sweetest catherine how have you been this long age but i need not ask you for you look delightfully you really have done your hair in a more heavenly style than ever you mischievous creature do you want to attract everybody i assure you my brother is quite in love with you already and as for mr tilney but that is a settled thing even your modesty cannot doubt his attachment now his coming back to bath makes it too plain oh what would not i give to see him i really am quite wild with impatience my mother says he is the most delightful young man in the world she saw him this morning you know you must introduce him to me is he in the house now look about for heaven s sake i assure you i can hardly exist till i see him,no he is not here i cannot see him anywhere,7,0,1,0,15,2,1,1,5,0,1,0,17,2,1,1,15,2,1,1,5,2,1,1,42,3,1,1,17,0,1,0,1,0,1,0,184,11,239,240,Catherine Morland; James Morland,F,major,F,major
Catherine Morland,Isabella Thorpe,no he is not here i cannot see him anywhere,oh horrid am i never to be acquainted with him how do you like my gown i think it does not look amiss the sleeves were entirely my own thought do you know i get so immoderately sick of bath your brother and i were agreeing this morning that though it is vastly well to be here for a few weeks we would not live here for millions we soon found out that our tastes were exactly alike in preferring the country to every other place really our opinions were so exactly the same it was quite ridiculous there was not a single point in which we differed i would not have had you by for the world you are such a sly thing i am sure you would have made some droll remark or other about it,0,7,0,1,2,19,1,1,0,6,0,1,2,14,1,1,2,6,1,1,2,5,1,1,3,24,1,1,0,11,0,1,0,0,0,0,11,138,240,241,Isabella Thorpe; James Morland,F,major,F,major
Isabella Thorpe,Catherine Morland,oh horrid am i never to be acquainted with him how do you like my gown i think it does not look amiss the sleeves were entirely my own thought do you know i get so immoderately sick of bath your brother and i were agreeing this morning that though it is vastly well to be here for a few weeks we would not live here for millions we soon found out that our tastes were exactly alike in preferring the country to every other place really our opinions were so exactly the same it was quite ridiculous there was not a single point in which we differed i would not have had you by for the world you are such a sly thing i am sure you would have made some droll remark or other about it,no indeed i should not,7,0,1,0,19,1,1,1,6,0,1,0,14,1,1,1,6,0,1,0,5,2,1,1,24,1,1,1,11,0,1,0,0,0,0,0,138,5,241,242,Catherine Morland; James Morland,F,major,F,major
Catherine Morland,Isabella Thorpe,no indeed i should not,oh yes you would indeed i know you better than you know yourself you would have told us that we seemed born for each other or some nonsense of that kind which would have distressed me beyond conception my cheeks would have been as red as your roses i would not have had you by for the world,0,1,0,1,1,10,1,1,0,3,0,1,1,3,1,1,0,1,0,1,2,1,1,1,1,13,1,1,0,6,0,1,0,0,0,0,5,58,242,243,Isabella Thorpe; James Morland,F,major,F,major
Isabella Thorpe,Catherine Morland,oh yes you would indeed i know you better than you know yourself you would have told us that we seemed born for each other or some nonsense of that kind which would have distressed me beyond conception my cheeks would have been as red as your roses i would not have had you by for the world,indeed you do me injustice i would not have made so improper a remark upon any account and besides i am sure it would never have entered my head,1,1,1,1,10,5,1,1,3,2,1,1,3,4,1,1,1,1,1,1,1,2,1,1,13,6,1,1,6,0,1,0,0,0,0,0,58,29,243,244,Catherine Morland; James Morland,F,major,F,major
Catherine Morland,Eleanor Tilney,how well your brother dances,henry yes he does dance very well,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,7,245,246,Eleanor Tilney,F,major,F,intermediate
Eleanor Tilney,Catherine Morland,henry yes he does dance very well,he must have thought it very odd to hear me say i was engaged the other evening when he saw me sitting down but i really had been engaged the whole day to mr thorpe you cannot think how surprised i was to see him again i felt so sure of his being quite gone away,0,2,0,1,1,8,1,1,0,4,0,1,2,6,1,1,1,5,1,1,0,1,0,1,1,12,1,1,0,2,0,1,0,0,0,0,7,57,246,247,Catherine Morland,F,intermediate,F,major
Catherine Morland,Eleanor Tilney,he must have thought it very odd to hear me say i was engaged the other evening when he saw me sitting down but i really had been engaged the whole day to mr thorpe you cannot think how surprised i was to see him again i felt so sure of his being quite gone away,when henry had the pleasure of seeing you before he was in bath but for a couple of days he came only to engage lodgings for us,2,2,1,1,8,1,1,1,4,3,1,1,6,1,1,1,5,2,1,1,1,0,1,0,12,4,1,1,2,5,1,1,0,0,0,0,57,27,247,248,Eleanor Tilney,F,major,F,intermediate
Eleanor Tilney,Catherine Morland,when henry had the pleasure of seeing you before he was in bath but for a couple of days he came only to engage lodgings for us,that never occurred to me and of course not seeing him anywhere i thought he must be gone was not the young lady he danced with on monday a miss smith,2,2,1,1,1,3,1,1,3,1,1,1,1,3,1,1,2,4,1,1,0,3,0,1,4,5,1,1,5,4,1,1,0,0,0,0,27,31,248,249,Catherine Morland,F,intermediate,F,major
Catherine Morland,Eleanor Tilney,that never occurred to me and of course not seeing him anywhere i thought he must be gone was not the young lady he danced with on monday a miss smith,yes an acquaintance of mrs hughes,2,1,1,1,3,0,1,0,1,0,1,0,3,0,1,0,4,0,1,0,3,0,1,0,5,0,1,0,4,1,1,1,0,0,0,0,31,6,249,250,Eleanor Tilney,F,major,F,intermediate
Eleanor Tilney,Catherine Morland,yes an acquaintance of mrs hughes,i dare say she was very glad to dance do you think her pretty,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,6,14,250,251,Catherine Morland,F,intermediate,F,major
Catherine Morland,Eleanor Tilney,i dare say she was very glad to dance do you think her pretty,not very,0,0,0,0,2,0,1,0,0,0,0,0,2,1,1,1,2,0,1,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,14,2,251,252,Eleanor Tilney,F,major,F,intermediate
Eleanor Tilney,Catherine Morland,not very,he never comes to the pump room i suppose,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,0,2,9,252,253,Catherine Morland,F,intermediate,F,major
Catherine Morland,Eleanor Tilney,he never comes to the pump room i suppose,yes sometimes but he has rid out this morning with my father,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,2,1,1,1,0,1,0,2,2,1,1,1,2,1,1,0,0,0,0,9,12,253,254,Eleanor Tilney,F,major,F,intermediate
Eleanor Tilney,Catherine Morland,yes sometimes but he has rid out this morning with my father,i hope i shall have the pleasure of seeing you again soon shall you be at the cotillion ball tomorrow,0,2,0,1,1,3,1,1,1,0,1,0,1,2,1,1,2,0,1,0,0,0,0,0,2,4,1,1,2,2,1,1,0,0,0,0,12,20,254,255,Catherine Morland,F,intermediate,F,major
Catherine Morland,Eleanor Tilney,i hope i shall have the pleasure of seeing you again soon shall you be at the cotillion ball tomorrow,perhaps we yes i think we certainly shall,2,0,1,0,3,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,4,3,1,1,2,0,1,0,0,0,0,0,20,8,255,256,Eleanor Tilney; Mrs. Hughes,F,major,F,intermediate
Eleanor Tilney,Catherine Morland,perhaps we yes i think we certainly shall,i am glad of it for we shall all be there,0,0,0,0,1,3,1,1,0,1,0,1,2,1,1,1,0,1,0,1,0,0,0,0,3,3,1,1,0,1,0,1,0,0,0,0,8,11,256,257,Catherine Morland; Mrs. Hughes,F,intermediate,F,major
John Thorpe,Catherine Morland,heyday miss morland what is the meaning of this i thought you and i were to dance together,i wonder you should think so for you never asked me,1,0,1,0,2,1,1,1,1,0,1,0,1,2,1,1,1,0,1,0,0,1,0,1,3,4,1,1,1,1,1,1,0,0,0,0,18,11,259,260,Catherine Morland; Henry Tilney,M,intermediate,F,major
Catherine Morland,John Thorpe,i wonder you should think so for you never asked me,that is a good one by jove i asked you as soon as i came into the room and i was just going to ask you again but when i turned round you were gone this is a cursed shabby trick i only came for the sake of dancing with you and i firmly believe you were engaged to me ever since monday yes i remember i asked you while you were waiting in the lobby for your cloak and here have i been telling all my acquaintance that i was going to dance with the prettiest girl in the room and when they see you standing up with somebody else they will quiz me famously,0,7,0,1,1,10,1,1,0,11,0,1,2,11,1,1,0,3,0,1,1,0,1,0,4,24,1,1,1,12,1,1,0,1,0,1,11,116,260,261,Henry Tilney; John Thorpe,F,major,M,intermediate
John Thorpe,Catherine Morland,that is a good one by jove i asked you as soon as i came into the room and i was just going to ask you again but when i turned round you were gone this is a cursed shabby trick i only came for the sake of dancing with you and i firmly believe you were engaged to me ever since monday yes i remember i asked you while you were waiting in the lobby for your cloak and here have i been telling all my acquaintance that i was going to dance with the prettiest girl in the room and when they see you standing up with somebody else they will quiz me famously,oh no they will never think of me after such a description as that,7,1,1,1,10,1,1,1,11,0,1,0,11,1,1,1,3,1,1,1,0,1,0,1,24,2,1,1,12,3,1,1,1,0,1,0,116,14,261,262,Catherine Morland; Henry Tilney,M,intermediate,F,major
Catherine Morland,John Thorpe,oh no they will never think of me after such a description as that,by heavens if they do not i will kick them out of the room for blockheads what chap have you there tilney hum i do not know him a good figure of a man well put together does he want a horse here is a friend of mine sam fletcher has got one to sell that would suit anybody a famous clever animal for the road only forty guineas i had fifty minds to buy it myself for it is one of my maxims always to buy a good horse when i meet with one but it would not answer my purpose it would not do for the field i would give any money for a real good hunter i have three now the best that ever were backed i would not take eight hundred guineas for them fletcher and i mean to get a house in leicestershire against the next season it is so d uncomfortable living at an inn,1,14,1,1,1,13,1,1,0,4,0,1,1,10,1,1,1,10,1,1,1,5,1,1,2,23,1,1,3,16,1,1,0,1,0,1,14,161,262,263,Henry Tilney; John Thorpe,F,major,M,intermediate
John Thorpe,Henry Tilney,by heavens if they do not i will kick them out of the room for blockheads what chap have you there tilney hum i do not know him a good figure of a man well put together does he want a horse here is a friend of mine sam fletcher has got one to sell that would suit anybody a famous clever animal for the road only forty guineas i had fifty minds to buy it myself for it is one of my maxims always to buy a good horse when i meet with one but it would not answer my purpose it would not do for the field i would give any money for a real good hunter i have three now the best that ever were backed i would not take eight hundred guineas for them fletcher and i mean to get a house in leicestershire against the next season it is so d uncomfortable living at an inn,that gentleman would have put me out of patience had he stayed with you half a minute longer he has no business to withdraw the attention of my partner from me we have entered into a contract of mutual agreeableness for the space of an evening and all our agreeableness belongs solely to each other for that time nobody can fasten themselves on the notice of one without injuring the rights of the other i consider a country dance as an emblem of marriage fidelity and complaisance are the principal duties of both and those men who do not choose to dance or marry themselves have no business with the partners or wives of their neighbours,14,12,1,1,13,7,1,1,4,5,1,1,10,2,1,1,10,6,1,1,5,1,1,1,23,12,1,1,16,20,1,1,1,1,1,1,161,116,263,264,Catherine Morland; Henry Tilney,M,intermediate,M,major
