A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Jane Fairfax,Emma,will you be so kind when i am missed as to say that i am gone home i am going this moment my aunt is not aware how late it is nor how long we have been absent but i am sure we shall be wanted and i am determined to go directly i have said nothing about it to any body it would only be giving trouble and distress some are gone to the ponds and some to the lime walk till they all come in i shall not be missed and when they do will you have the goodness to say that i am gone,certainly if you wish it but you are not going to walk to highbury alone,3,0,1,0,21,1,1,1,14,2,1,1,6,2,1,1,5,1,1,1,2,1,1,1,18,3,1,1,5,0,1,0,1,0,1,0,107,15,1060,1061,Emma,F,intermediate,F,major
Emma,Jane Fairfax,certainly if you wish it but you are not going to walk to highbury alone,yes what should hurt me i walk fast i shall be at home in twenty minutes,0,0,0,0,1,3,1,1,2,0,1,0,2,1,1,1,1,0,1,0,1,0,1,0,3,3,1,1,0,2,0,1,0,0,0,0,15,16,1061,1062,Jane Fairfax,F,major,F,intermediate
Jane Fairfax,Emma,yes what should hurt me i walk fast i shall be at home in twenty minutes,but it is too far indeed it is to be walking quite alone let my father s servant go with you let me order the carriage it can be round in five minutes,0,1,0,1,3,5,1,1,0,1,0,1,1,5,1,1,0,3,0,1,0,0,0,0,3,6,1,1,2,2,1,1,0,0,0,0,16,33,1062,1063,Emma,F,intermediate,F,major
Emma,Jane Fairfax,but it is too far indeed it is to be walking quite alone let my father s servant go with you let me order the carriage it can be round in five minutes,thank you thank you but on no account i would rather walk and for me to be afraid of walking alone i who may so soon have to guard others,1,0,1,0,5,3,1,1,1,3,1,1,5,4,1,1,3,0,1,0,0,0,0,0,6,5,1,1,2,2,1,1,0,0,0,0,33,30,1063,1064,Jane Fairfax,F,major,F,intermediate
Jane Fairfax,Emma,thank you thank you but on no account i would rather walk and for me to be afraid of walking alone i who may so soon have to guard others,that can be no reason for your being exposed to danger now i must order the carriage the heat even would be danger you are fatigued already,0,2,0,1,3,7,1,1,3,0,1,0,4,3,1,1,0,1,0,1,0,0,0,0,5,3,1,1,2,1,1,1,0,0,0,0,30,27,1064,1065,Emma,F,intermediate,F,major
Emma,Jane Fairfax,that can be no reason for your being exposed to danger now i must order the carriage the heat even would be danger you are fatigued already,i am i am fatigued but it is not the sort of fatigue quick walking will refresh me miss woodhouse we all know at times what it is to be wearied in spirits mine i confess are exhausted the greatest kindness you can shew me will be to let me have my own way and only say that i am gone when it is necessary oh miss woodhouse the comfort of being sometimes alone,2,3,1,1,7,13,1,1,0,4,0,1,3,3,1,1,1,3,1,1,0,1,0,1,3,13,1,1,1,4,1,1,0,0,0,0,27,74,1065,1066,Jane Fairfax,F,major,F,intermediate
Jane Fairfax,Emma,i am i am fatigued but it is not the sort of fatigue quick walking will refresh me miss woodhouse we all know at times what it is to be wearied in spirits mine i confess are exhausted the greatest kindness you can shew me will be to let me have my own way and only say that i am gone when it is necessary oh miss woodhouse the comfort of being sometimes alone,such a home indeed such an aunt i do pity you and the more sensibility you betray of their just horrors the more i shall like you,3,3,1,1,13,2,1,1,4,1,1,1,3,2,1,1,3,0,1,0,1,0,1,0,13,6,1,1,4,1,1,1,0,0,0,0,74,27,1066,1067,Emma,F,intermediate,F,major
Emma,Mr. Frank Churchill,you will soon be cooler if you sit still,as soon as i am cooler i shall go back again i could very ill be spared but such a point had been made of my coming you will all be going soon i suppose the whole party breaking up i met one as i came madness in such weather absolute madness,0,2,0,1,2,8,1,1,1,3,1,1,2,8,1,1,0,0,0,0,0,0,0,0,2,8,1,1,0,3,0,1,0,0,0,0,9,52,1068,1069,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,as soon as i am cooler i shall go back again i could very ill be spared but such a point had been made of my coming you will all be going soon i suppose the whole party breaking up i met one as i came madness in such weather absolute madness,i am glad i have done being in love with him i should not like a man who is so soon discomposed by a hot morning harriet s sweet easy temper will not mind it,2,2,1,1,8,6,1,1,3,0,1,0,8,2,1,1,0,2,0,1,0,2,0,1,8,5,1,1,3,3,1,1,0,0,0,0,52,35,1069,1070,Emma,M,major,F,major
Mr. Frank Churchill,Emma,as soon as my aunt gets well i shall go abroad i shall never be easy till i have seen some of these places you will have my sketches some time or other to look at or my tour to read or my poem i shall do something to expose myself,that may be but not by sketches in swisserland you will never go to swisserland your uncle and aunt will never allow you to leave england,0,0,0,0,6,4,1,1,5,2,1,1,4,2,1,1,2,1,1,1,1,3,1,1,10,3,1,1,2,2,1,1,1,0,1,0,51,26,1071,1072,Emma,M,major,F,major
Emma,Mr. Frank Churchill,that may be but not by sketches in swisserland you will never go to swisserland your uncle and aunt will never allow you to leave england,they may be induced to go too a warm climate may be prescribed for her i have more than half an expectation of our all going abroad i assure you i have i feel a strong persuasion this morning that i shall soon be abroad i ought to travel i am tired of doing nothing i want a change i am serious miss woodhouse whatever your penetrating eyes may fancy i am sick of england and would leave it to morrow if i could,0,4,0,1,4,13,1,1,2,3,1,1,2,4,1,1,1,4,1,1,3,0,1,0,3,17,1,1,2,5,1,1,0,1,0,1,26,84,1072,1073,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,they may be induced to go too a warm climate may be prescribed for her i have more than half an expectation of our all going abroad i assure you i have i feel a strong persuasion this morning that i shall soon be abroad i ought to travel i am tired of doing nothing i want a change i am serious miss woodhouse whatever your penetrating eyes may fancy i am sick of england and would leave it to morrow if i could,you are sick of prosperity and indulgence cannot you invent a few hardships for yourself and be contented to stay,4,1,1,1,13,3,1,1,3,2,1,1,4,0,1,0,4,0,1,0,0,1,0,1,17,3,1,1,5,2,1,1,1,0,1,0,84,21,1073,1074,Emma,M,major,F,major
Emma,Mr. Frank Churchill,you are sick of prosperity and indulgence cannot you invent a few hardships for yourself and be contented to stay,i sick of prosperity and indulgence you are quite mistaken i do not look upon myself as either prosperous or indulged i am thwarted in every thing material i do not consider myself at all a fortunate person,1,1,1,1,3,4,1,1,2,4,1,1,0,3,0,1,0,0,0,0,1,2,1,1,3,7,1,1,2,3,1,1,0,0,0,0,21,38,1074,1075,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,i sick of prosperity and indulgence you are quite mistaken i do not look upon myself as either prosperous or indulged i am thwarted in every thing material i do not consider myself at all a fortunate person,you are not quite so miserable though as when you first came go and eat and drink a little more and you will do very well another slice of cold meat another draught of madeira and water will make you nearly on a par with the rest of us,1,3,1,1,4,3,1,1,4,7,1,1,3,6,1,1,0,0,0,0,2,1,1,1,7,5,1,1,3,5,1,1,0,0,0,0,38,49,1075,1076,Emma,M,major,F,major
Emma,Mr. Frank Churchill,you are not quite so miserable though as when you first came go and eat and drink a little more and you will do very well another slice of cold meat another draught of madeira and water will make you nearly on a par with the rest of us,no i shall not stir i shall sit by you you are my best cure,3,0,1,0,3,3,1,1,7,0,1,0,6,0,1,0,0,0,0,0,1,1,1,1,5,5,1,1,5,1,1,1,0,0,0,0,49,15,1076,1077,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,no i shall not stir i shall sit by you you are my best cure,we are going to box hill to morrow you will join us it is not swisserland but it will be something for a young man so much in want of a change you will stay and go with us,0,2,0,1,3,6,1,1,0,2,0,1,0,2,0,1,0,3,0,1,1,1,1,1,5,7,1,1,1,4,1,1,0,1,0,1,15,39,1077,1078,Emma,M,major,F,major
Emma,Mr. Frank Churchill,we are going to box hill to morrow you will join us it is not swisserland but it will be something for a young man so much in want of a change you will stay and go with us,no certainly not i shall go home in the cool of the evening,2,2,1,1,6,1,1,1,2,0,1,0,2,2,1,1,3,0,1,0,1,2,1,1,7,1,1,1,4,2,1,1,1,0,1,0,39,13,1078,1079,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,no certainly not i shall go home in the cool of the evening,but you may come again in the cool of to morrow morning,2,1,1,1,1,1,1,1,0,1,0,1,2,1,1,1,0,0,0,0,2,0,1,0,1,1,1,1,2,3,1,1,0,0,0,0,13,12,1079,1080,Emma,M,major,F,major
Emma,Mr. Frank Churchill,but you may come again in the cool of to morrow morning,no it will not be worth while if i come i shall be cross,1,0,1,0,1,4,1,1,1,2,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,3,1,1,3,0,1,0,0,0,0,0,12,14,1080,1081,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,no it will not be worth while if i come i shall be cross,then pray stay at richmond,0,0,0,0,4,0,1,0,2,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,3,0,1,0,0,1,0,1,0,0,0,0,14,5,1081,1082,Emma,M,major,F,major
Emma,Mr. Frank Churchill,then pray stay at richmond,but if i do i shall be crosser still i can never bear to think of you all there without me,0,0,0,0,0,3,0,1,0,2,0,1,1,3,1,1,0,0,0,0,0,1,0,1,0,5,0,1,1,2,1,1,0,0,0,0,5,21,1082,1083,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,but if i do i shall be crosser still i can never bear to think of you all there without me,these are difficulties which you must settle for yourself chuse your own degree of crossness i shall press you no more,0,0,0,0,3,3,1,1,2,0,1,0,3,2,1,1,0,1,0,1,1,1,1,1,5,5,1,1,2,2,1,1,0,0,0,0,21,21,1083,1084,Emma,M,major,F,major
Emma,Mr. Frank Churchill,these are difficulties which you must settle for yourself chuse your own degree of crossness i shall press you no more,well if you wish me to stay and join the party i will,0,1,0,1,3,1,1,1,0,2,0,1,2,0,1,0,1,0,1,0,1,0,1,0,5,3,1,1,2,0,1,0,0,0,0,0,21,13,1084,1085,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,how much i am obliged to you for telling me to come to day if it had not been for you i should certainly have lost all the happiness of this party i had quite determined to go away again,yes you were very cross and i do not know what about except that you were too late for the best strawberries i was a kinder friend than you deserved but you were humble you begged hard to be commanded to come,1,2,1,1,6,6,1,1,2,5,1,1,4,3,1,1,2,0,1,0,1,1,1,1,7,7,1,1,5,2,1,1,0,0,0,0,40,42,1086,1087,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Frank Churchill,yes you were very cross and i do not know what about except that you were too late for the best strawberries i was a kinder friend than you deserved but you were humble you begged hard to be commanded to come,don t say i was cross i was fatigued the heat overcame me,2,1,1,1,6,2,1,1,5,0,1,0,3,0,1,0,0,0,0,0,1,0,1,0,7,3,1,1,2,0,1,0,0,0,0,0,42,13,1087,1088,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,major
Mr. Frank Churchill,Emma,don t say i was cross i was fatigued the heat overcame me,it is hotter to day,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,0,1,0,1,0,0,0,0,13,5,1088,1089,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Frank Churchill,it is hotter to day,not to my feelings i am perfectly comfortable to day,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,2,1,1,1,2,1,1,0,0,0,0,5,10,1089,1090,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,major
Mr. Frank Churchill,Emma,not to my feelings i am perfectly comfortable to day,you are comfortable because you are under command,0,0,0,0,1,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2,2,1,1,2,1,1,1,0,0,0,0,10,8,1090,1091,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Frank Churchill,you are comfortable because you are under command,your command yes,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,8,3,1091,1092,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,major
Mr. Frank Churchill,Emma,your command yes,perhaps i intended you to say so but i meant self command you had somehow or other broken bounds yesterday and run away from your own management but to day you are got back again and as i cannot be always with you it is best to believe your temper under your own command rather than mine,0,0,0,0,0,4,0,1,0,6,0,1,0,8,0,1,0,1,0,1,0,1,0,1,1,12,1,1,0,5,0,1,0,0,0,0,3,58,1092,1093,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Frank Churchill,perhaps i intended you to say so but i meant self command you had somehow or other broken bounds yesterday and run away from your own management but to day you are got back again and as i cannot be always with you it is best to believe your temper under your own command rather than mine,it comes to the same thing i can have no self command without a motive you order me whether you speak or not and you can be always with me you are always with me,0,2,0,1,4,4,1,1,6,3,1,1,8,2,1,1,1,1,1,1,1,0,1,0,12,9,1,1,5,4,1,1,0,0,0,0,58,35,1093,1094,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,major
Mr. Frank Churchill,Emma,it comes to the same thing i can have no self command without a motive you order me whether you speak or not and you can be always with me you are always with me,dating from three o clock yesterday my perpetual influence could not begin earlier or you would not have been so much out of humour before,2,0,1,0,4,4,1,1,3,1,1,1,2,3,1,1,1,0,1,0,0,2,0,1,9,2,1,1,4,4,1,1,0,0,0,0,35,25,1094,1095,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Frank Churchill,dating from three o clock yesterday my perpetual influence could not begin earlier or you would not have been so much out of humour before,three o clock yesterday that is your date i thought i had seen you first in february,0,0,0,0,4,2,1,1,1,0,1,0,3,1,1,1,0,1,0,1,2,0,1,0,2,4,1,1,4,1,1,1,0,0,0,0,25,17,1095,1096,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,major
Mr. Frank Churchill,Emma,three o clock yesterday that is your date i thought i had seen you first in february,your gallantry is really unanswerable but,0,0,0,0,2,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,0,0,17,6,1096,1097,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Frank Churchill,nobody speaks except ourselves and it is rather too much to be talking nonsense for the entertainment of seven silent people,i say nothing of which i am ashamed i saw you first in february let every body on the hill hear me if they can let my accents swell to mickleham on one side and dorking on the other i saw you first in february,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,0,0,0,0,2,9,1,1,2,7,1,1,1,1,1,1,21,45,1098,1099,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Mr. Knightley,ladies and gentlemen i am ordered by miss woodhouse who wherever she is presides to say that she desires to know what you are all thinking of,is miss woodhouse sure that she would like to hear what we are all thinking of,0,0,0,0,3,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,4,2,1,1,2,1,1,1,0,0,0,0,27,16,1101,1102,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,M,major
Mr. Knightley,Emma,is miss woodhouse sure that she would like to hear what we are all thinking of,oh no no upon no account in the world it is the very last thing i would stand the brunt of just now let me hear any thing rather than what you are all thinking of i will not say quite all there are one or two perhaps whose thoughts i might not be afraid of knowing,0,3,0,1,3,6,1,1,1,2,1,1,1,7,1,1,1,1,1,1,0,2,0,1,2,6,1,1,1,5,1,1,0,0,0,0,16,57,1102,1103,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mrs. Elton,oh no no upon no account in the world it is the very last thing i would stand the brunt of just now let me hear any thing rather than what you are all thinking of i will not say quite all there are one or two perhaps whose thoughts i might not be afraid of knowing,it is a sort of thing which i should not have thought myself privileged to inquire into though perhaps as the chaperon of the party i never was in any circle exploring parties young ladies married women,3,3,1,1,6,4,1,1,2,1,1,1,7,3,1,1,1,1,1,1,2,2,1,1,6,4,1,1,5,4,1,1,0,0,0,0,57,37,1103,1104,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,F,intermediate
Mrs. Elton,Mr. Elton,it is a sort of thing which i should not have thought myself privileged to inquire into though perhaps as the chaperon of the party i never was in any circle exploring parties young ladies married women,very true my love very true exactly so indeed quite unheard of but some ladies say any thing better pass it off as a joke every body knows what is due to you,3,1,1,1,4,1,1,1,1,1,1,1,3,7,1,1,1,1,1,1,2,0,1,0,4,3,1,1,4,4,1,1,0,0,0,0,37,33,1104,1105,Mr. Elton,F,intermediate,M,intermediate
Mr. Frank Churchill,Miss Bates,ladies and gentlemen i am ordered by miss woodhouse to say that she waives her right of knowing exactly what you may all be thinking of and only requires something very entertaining from each of you in a general way here are seven of you besides myself who she is pleased to say am very entertaining already and she only demands from each of you either one thing very clever be it prose or verse original or repeated or two things moderately clever or three things very dull indeed and she engages to laugh heartily at them all,oh very well then i need not be uneasy that will just do for me you know i shall be sure to say three dull things as soon as ever i open my mouth shan t i do not you all think i shall,1,0,1,0,7,6,1,1,11,1,1,1,14,7,1,1,7,1,1,1,0,2,0,1,13,9,1,1,10,1,1,1,1,0,1,0,98,44,1107,1108,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,intermediate
Miss Bates,Emma,oh very well then i need not be uneasy that will just do for me you know i shall be sure to say three dull things as soon as ever i open my mouth shan t i do not you all think i shall,ah ma am but there may be a difficulty pardon me but you will be limited as to number only three at once,0,1,0,1,6,5,1,1,1,3,1,1,7,2,1,1,1,0,1,0,2,0,1,0,9,2,1,1,1,1,1,1,0,0,0,0,44,23,1108,1109,Emma; Harriet Smith; Jane Fairfax; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,intermediate,F,major
Emma,Miss Bates,ah ma am but there may be a difficulty pardon me but you will be limited as to number only three at once,ah well to be sure yes i see what she means and i will try to hold my tongue i must make myself very disagreeable or she would not have said such a thing to an old friend,1,2,1,1,5,5,1,1,3,2,1,1,2,1,1,1,0,2,0,1,0,1,0,1,2,7,1,1,1,1,1,1,0,0,0,0,23,38,1109,1110,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,F,intermediate
Miss Bates,Mr. Weston,ah well to be sure yes i see what she means and i will try to hold my tongue i must make myself very disagreeable or she would not have said such a thing to an old friend,i like your plan agreed agreed i will do my best i am making a conundrum how will a conundrum reckon,2,2,1,1,5,4,1,1,2,1,1,1,1,0,1,0,2,0,1,0,1,0,1,0,7,5,1,1,1,0,1,0,0,0,0,0,38,21,1110,1111,Emma; Harriet Smith; Jane Fairfax; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,intermediate,M,intermediate
Mr. Weston,Mr. Frank Churchill,i like your plan agreed agreed i will do my best i am making a conundrum how will a conundrum reckon,low i am afraid sir very low but we shall be indulgent especially to any one who leads the way,2,1,1,1,4,3,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,5,2,1,1,0,1,0,1,0,0,0,0,21,20,1111,1112,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mrs. Elton,M,intermediate,M,major
Mr. Frank Churchill,Emma,low i am afraid sir very low but we shall be indulgent especially to any one who leads the way,no no it will not reckon low a conundrum of mr weston s shall clear him and his next neighbour come sir pray let me hear it,1,1,1,1,3,2,1,1,1,1,1,1,2,0,1,0,0,4,0,1,0,1,0,1,2,5,1,1,1,1,1,1,0,0,0,0,20,27,1112,1113,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Knightley; Mr. Weston; Mrs. Elton,M,major,F,major
Emma,Mr. Weston,no no it will not reckon low a conundrum of mr weston s shall clear him and his next neighbour come sir pray let me hear it,i doubt its being very clever myself it is too much a matter of fact but here it is what two letters of the alphabet are there that express perfection,1,2,1,1,2,4,1,1,1,1,1,1,0,5,0,1,4,4,1,1,1,0,1,0,5,5,1,1,1,2,1,1,0,0,0,0,27,30,1113,1114,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,intermediate
Mr. Weston,Emma,i doubt its being very clever myself it is too much a matter of fact but here it is what two letters of the alphabet are there that express perfection,what two letters express perfection i am sure i do not know,2,0,1,0,4,2,1,1,1,0,1,0,5,0,1,0,4,0,1,0,0,1,0,1,5,2,1,1,2,0,1,0,0,0,0,0,30,12,1114,1115,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mrs. Elton,M,intermediate,F,major
Emma,Mr. Weston,what two letters express perfection i am sure i do not know,ah you will never guess you i am certain will never guess i will tell you m and a em ma do you understand,0,1,0,1,2,5,1,1,0,1,0,1,0,2,0,1,0,0,0,0,1,2,1,1,2,6,1,1,0,0,0,0,0,0,0,0,12,24,1115,1116,Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,F,major,M,intermediate
Mr. Weston,Mr. Knightley,ah you will never guess you i am certain will never guess i will tell you m and a em ma do you understand,this explains the sort of clever thing that is wanted and mr weston has done very well for himself but he must have knocked up every body else perfection should not have come quite so soon,1,1,1,1,5,6,1,1,1,2,1,1,2,6,1,1,0,4,0,1,2,1,1,1,6,2,1,1,0,3,0,1,0,0,0,0,24,36,1116,1117,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mrs. Elton,M,intermediate,M,major
Mr. Knightley,Mrs. Elton,this explains the sort of clever thing that is wanted and mr weston has done very well for himself but he must have knocked up every body else perfection should not have come quite so soon,oh for myself i protest i must be excused i really cannot attempt i am not at all fond of the sort of thing i had an acrostic once sent to me upon my own name which i was not at all pleased with i knew who it came from an abominable puppy you know who i mean these kind of things are very well at christmas when one is sitting round the fire but quite out of place in my opinion when one is exploring about the country in summer miss woodhouse must excuse me i am not one of those who have witty things at every body s service i do not pretend to be a wit i have a great deal of vivacity in my own way but i really must be allowed to judge when to speak and when to hold my tongue pass us if you please mr churchill pass mr e knightley jane and myself we have nothing clever to say not one of us,1,7,1,1,6,14,1,1,2,10,1,1,6,10,1,1,4,4,1,1,1,6,1,1,2,28,1,1,3,18,1,1,0,1,0,1,36,172,1117,1118,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Weston; Mrs. Elton,M,major,F,intermediate
Mrs. Elton,Mr. Elton,oh for myself i protest i must be excused i really cannot attempt i am not at all fond of the sort of thing i had an acrostic once sent to me upon my own name which i was not at all pleased with i knew who it came from an abominable puppy you know who i mean these kind of things are very well at christmas when one is sitting round the fire but quite out of place in my opinion when one is exploring about the country in summer miss woodhouse must excuse me i am not one of those who have witty things at every body s service i do not pretend to be a wit i have a great deal of vivacity in my own way but i really must be allowed to judge when to speak and when to hold my tongue pass us if you please mr churchill pass mr e knightley jane and myself we have nothing clever to say not one of us,yes yes pray pass me i have nothing to say that can entertain miss woodhouse or any other young lady an old married man quite good for nothing shall we walk augusta,7,1,1,1,14,2,1,1,10,1,1,1,10,1,1,1,4,3,1,1,6,0,1,0,28,3,1,1,18,1,1,1,1,2,1,1,172,32,1118,1119,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston,F,intermediate,M,intermediate
Mr. Elton,Mrs. Elton,yes yes pray pass me i have nothing to say that can entertain miss woodhouse or any other young lady an old married man quite good for nothing shall we walk augusta,with all my heart i am really tired of exploring so long on one spot come jane take my other arm,1,0,1,0,2,1,1,1,1,0,1,0,1,3,1,1,3,0,1,0,0,0,0,0,3,3,1,1,1,3,1,1,2,0,1,0,32,21,1119,1120,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Elton,M,intermediate,F,intermediate
Mrs. Elton,Mr. Frank Churchill,with all my heart i am really tired of exploring so long on one spot come jane take my other arm,happy couple how well they suit one another very lucky marrying as they did upon an acquaintance formed only in a public place they only knew each other i think a few weeks in bath peculiarly lucky for as to any real knowledge of a person s disposition that bath or any public place can give it is all nothing there can be no knowledge it is only by seeing women in their own homes among their own set just as they always are that you can form any just judgment short of that it is all guess and luck and will generally be ill luck how many a man has committed himself on a short acquaintance and rued it all the rest of his life,0,7,0,1,1,12,1,1,0,11,0,1,3,10,1,1,0,8,0,1,0,0,0,0,3,14,1,1,3,12,1,1,0,1,0,1,21,126,1120,1121,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Elton; Mr. Frank Churchill; Mr. Knightley; Mr. Weston,F,intermediate,M,major
Mr. Frank Churchill,Jane Fairfax,happy couple how well they suit one another very lucky marrying as they did upon an acquaintance formed only in a public place they only knew each other i think a few weeks in bath peculiarly lucky for as to any real knowledge of a person s disposition that bath or any public place can give it is all nothing there can be no knowledge it is only by seeing women in their own homes among their own set just as they always are that you can form any just judgment short of that it is all guess and luck and will generally be ill luck how many a man has committed himself on a short acquaintance and rued it all the rest of his life,such things do occur undoubtedly,7,0,1,0,12,1,1,1,11,0,1,0,10,1,1,1,8,0,1,0,0,0,0,0,14,0,1,0,12,0,1,0,1,0,1,0,126,5,1121,1122,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Knightley; Mr. Weston,M,major,F,intermediate
Jane Fairfax,Mr. Frank Churchill,such things do occur undoubtedly,you were speaking,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3,1122,1123,Emma; Harriet Smith; Miss Bates; Mr. Frank Churchill; Mr. Knightley; Mr. Weston,F,intermediate,M,major
Mr. Frank Churchill,Jane Fairfax,you were speaking,i was only going to observe that though such unfortunate circumstances do sometimes occur both to men and women i cannot imagine them to be very frequent a hasty and imprudent attachment may arise but there is generally time to recover from it afterwards i would be understood to mean that it can be only weak irresolute characters whose happiness must be always at the mercy of chance who will suffer an unfortunate acquaintance to be an inconvenience an oppression for ever,0,5,0,1,1,13,1,1,0,6,0,1,0,8,0,1,0,2,0,1,0,1,0,1,1,6,1,1,0,5,0,1,0,0,0,0,3,83,1123,1124,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Knightley; Mr. Weston,M,major,F,intermediate
