A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Elinor,Marianne,indeed marianne i think you are mistaken it is not willoughby the person is not tall enough for him and has not his air,a fortnight,1,1,1,1,3,0,1,0,1,0,1,0,2,0,1,0,3,0,1,0,3,0,1,0,5,0,1,0,1,0,1,0,0,0,0,0,24,2,231,233,Margaret; Marianne,F,major,F,major
Marianne,Elinor,he has he has i am sure he has his air his coat his horse i knew how soon he would come,have you been lately in sussex,0,0,0,0,2,2,1,1,1,0,1,0,1,1,1,1,7,0,1,0,0,0,0,0,9,1,1,1,0,1,0,1,0,0,0,0,22,6,232,234,Elinor; Margaret,F,major,F,major
Marianne,Edward Ferrars,a fortnight,i was at norland about a month ago,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,8,233,235,Edward Ferrars; Elinor; Margaret,F,major,M,intermediate
Elinor,Marianne,have you been lately in sussex,and how does dear dear norland look,0,0,0,0,2,1,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6,7,234,236,Edward Ferrars; Margaret; Marianne,F,major,F,major
Edward Ferrars,Elinor,i was at norland about a month ago,dear dear norland probably looks much as it always does at this time of the year the woods and walks thickly covered with dead leaves,1,2,1,1,1,0,1,0,0,2,0,1,2,3,1,1,0,2,0,1,0,0,0,0,1,1,1,1,1,3,1,1,0,0,0,0,8,25,235,237,Elinor; Margaret; Marianne,M,intermediate,F,major
Elinor,Edward Ferrars,it is not every one who has your passion for dead leaves,it is a beautiful country but these bottoms must be dirty in winter,0,1,0,1,1,3,1,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,12,13,239,241,Edward Ferrars; Margaret; Marianne,F,major,M,intermediate
Edward Ferrars,Elinor,have you an agreeable neighbourhood here are the middletons pleasant people,marianne how can you say so how can you be so unjust they are a very respectable family mr ferrars and towards us have behaved in the friendliest manner have you forgot marianne how many pleasant days we have owed to them,2,2,1,1,1,7,1,1,0,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,1,7,1,1,0,3,0,1,0,0,0,0,11,42,245,247,Elinor; Margaret; Marianne,M,intermediate,F,major
Marianne,Edward Ferrars,no nor how many painful moments,no i hope my mother is now convinced that i have no more talents than inclination for a public life,0,1,0,1,0,1,0,1,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,2,0,1,0,0,0,0,6,20,248,250,Edward Ferrars; Elinor; Margaret,F,major,M,intermediate
Mrs. Dashwood,Marianne,you have no ambition i well know your wishes are all moderate,strange that it would what have wealth or grandeur to do with happiness,0,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,0,1,0,1,0,0,0,0,12,13,253,255,Edward Ferrars; Elinor; Margaret; Marianne,F,intermediate,F,major
Edward Ferrars,Elinor,as moderate as those of the rest of the world i believe i wish as well as every body else to be perfectly happy but like every body else it must be in my own way greatness will not make me so,grandeur has but little but wealth has much to do with it,2,0,1,0,4,0,1,0,1,2,1,1,7,0,1,0,2,1,1,1,1,0,1,0,5,1,1,1,6,1,1,1,0,0,0,0,42,12,254,256,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Edward Ferrars,two thousand a year one is my wealth i guessed how it would end,hunters but why must you have hunters every body does not hunt,1,0,1,0,2,2,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,14,12,260,262,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Margaret,hunters but why must you have hunters every body does not hunt,i wish that somebody would give us all a large fortune apiece,0,1,0,1,2,1,1,1,2,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,2,1,1,0,0,0,0,0,1,0,1,12,12,262,264,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,minor
Margaret,Elinor,i wish that somebody would give us all a large fortune apiece,we are all unanimous in that wish i suppose in spite of the insufficiency of wealth,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2,2,1,1,0,4,0,1,1,0,1,0,12,16,264,266,Edward Ferrars; Elinor; Marianne; Mrs. Dashwood,F,minor,F,major
Marianne,Margaret,oh that they would,oh dear how happy i should be i wonder what i should do with it,0,0,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,4,15,265,267,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,minor
Elinor,Mrs. Dashwood,we are all unanimous in that wish i suppose in spite of the insufficiency of wealth,i should be puzzled to spend so large a fortune myself if my children were all to be rich without my help,1,1,1,1,1,4,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,2,4,1,1,4,1,1,1,0,0,0,0,16,22,266,268,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,F,intermediate
Margaret,Elinor,oh dear how happy i should be i wonder what i should do with it,you must begin your improvements on this house and your difficulties will soon vanish,0,0,0,0,3,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,4,3,1,1,1,1,1,1,0,0,0,0,15,14,267,269,Edward Ferrars; Elinor; Marianne; Mrs. Dashwood,F,minor,F,major
Mrs. Dashwood,Edward Ferrars,i should be puzzled to spend so large a fortune myself if my children were all to be rich without my help,what magnificent orders would travel from this family to london in such an event what a happy day for booksellers music sellers and print shops you miss dashwood would give a general commission for every new print of merit to be sent you and as for marianne i know her greatness of soul there would not be music enough in london to content her and books thomson cowper scott she would buy them all over and over again she would buy up every copy i believe to prevent their falling into unworthy hands and she would have every book that tells her how to admire an old twisted tree should not you marianne forgive me if i am very saucy but i was willing to show you that i had not forgot our old disputes,1,4,1,1,4,12,1,1,1,9,1,1,1,6,1,1,0,8,0,1,0,3,0,1,4,19,1,1,1,12,1,1,0,0,0,0,22,135,268,270,Edward Ferrars; Elinor; Margaret; Marianne,F,intermediate,M,intermediate
Elinor,Marianne,you must begin your improvements on this house and your difficulties will soon vanish,i love to be reminded of the past edward whether it be melancholy or gay i love to recall it and you will never offend me by talking of former times you are very right in supposing how my money would be spent some of it at least my loose cash would certainly be employed in improving my collection of music and books,0,1,0,1,2,7,1,1,1,5,1,1,1,3,1,1,1,3,1,1,0,1,0,1,3,11,1,1,1,8,1,1,0,0,0,0,14,63,269,271,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,F,major
Edward Ferrars,Elinor,perhaps then you would bestow it as a reward on that person who wrote the ablest defence of your favourite maxim that no one can ever be in love more than once in their life your opinion on that point is unchanged i presume,marianne is as steadfast as ever you see she is not at all altered,2,0,1,0,4,2,1,1,1,0,1,0,5,4,1,1,3,1,1,1,0,1,0,1,6,2,1,1,7,1,1,1,0,0,0,0,44,14,274,276,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,undoubtedly at my time of life opinions are tolerably fixed it is not likely that i should now see or hear any thing to change them,she is only grown a little more grave than she was,0,1,0,1,3,2,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,0,1,0,4,2,1,1,2,0,1,0,0,0,0,0,26,11,275,277,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Elinor,Marianne,marianne is as steadfast as ever you see she is not at all altered,nay edward you need not reproach me you are not very gay yourself,0,0,0,0,2,2,1,1,0,0,0,0,4,1,1,1,1,0,1,0,1,2,1,1,2,4,1,1,1,0,1,0,0,0,0,0,14,13,276,278,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,F,major
Marianne,Elinor,nay edward you need not reproach me you are not very gay yourself,nor do i think it a part of marianne s i should hardly call her a lively girl she is very earnest very eager in all she does sometimes talks a great deal and always with animation but she is not often really merry,0,3,0,1,2,5,1,1,0,3,0,1,1,7,1,1,0,5,0,1,2,1,1,1,4,7,1,1,0,3,0,1,0,0,0,0,13,44,278,280,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,major
Edward Ferrars,Marianne,i believe you are right and yet i have always set her down as a lively girl,but i thought it was right elinor to be guided wholly by the opinion of other people i thought our judgments were given us merely to be subservient to those of neighbours this has always been your doctrine i am sure,1,1,1,1,2,7,1,1,1,1,1,1,2,3,1,1,1,3,1,1,0,0,0,0,4,7,1,1,2,4,1,1,0,0,0,0,17,41,281,283,Elinor; Margaret; Marianne; Mrs. Dashwood,M,intermediate,F,major
Marianne,Edward Ferrars,but i thought it was right elinor to be guided wholly by the opinion of other people i thought our judgments were given us merely to be subservient to those of neighbours this has always been your doctrine i am sure,you have not been able to bring your sister over to your plan of general civility do you gain no ground,1,0,1,0,7,3,1,1,1,0,1,0,3,0,1,0,3,0,1,0,0,1,0,1,7,4,1,1,4,3,1,1,0,0,0,0,41,21,283,285,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,M,intermediate
Elinor,Marianne,marianne has not shyness to excuse any inattention of hers,but you would still be reserved and that is worse,0,0,0,0,1,3,1,1,0,2,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10,10,288,290,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,F,major
Marianne,Elinor,yes very,do not you know my sister well enough to understand what she means do not you know she calls every one reserved who does not talk as fast and admire what she admires as rapturously as herself,0,0,0,0,0,2,0,1,0,1,0,1,1,6,1,1,0,4,0,1,0,3,0,1,0,7,0,1,0,1,0,1,0,0,0,0,2,37,292,294,Edward Ferrars; Elinor; Margaret; Mrs. Dashwood,F,major,F,major
Elinor,Edward Ferrars,do not you know my sister well enough to understand what she means do not you know she calls every one reserved who does not talk as fast and admire what she admires as rapturously as herself,you must not enquire too far marianne remember i have no knowledge in the picturesque and i shall offend you by my ignorance and want of taste if we come to particulars i shall call hills steep which ought to be bold surfaces strange and uncouth which ought to be irregular and rugged and distant objects out of sight which ought only to be indistinct through the soft medium of a hazy atmosphere you must be satisfied with such admiration as i can honestly give i call it a very fine country the hills are steep the woods seem full of fine timber and the valley looks comfortable and snug with rich meadows and several neat farm houses scattered here and there it exactly answers my idea of a fine country because it unites beauty with utility and i dare say it is a picturesque one too because you admire it i can easily believe it to be full of rocks and promontories grey moss and brush wood but these are all lost on me i know nothing of the picturesque,0,10,0,1,2,17,1,1,1,17,1,1,6,10,1,1,4,8,1,1,3,1,1,1,7,22,1,1,1,16,1,1,0,1,0,1,37,181,294,296,Edward Ferrars; Margaret; Marianne; Mrs. Dashwood,F,major,M,intermediate
Edward Ferrars,Elinor,you must not enquire too far marianne remember i have no knowledge in the picturesque and i shall offend you by my ignorance and want of taste if we come to particulars i shall call hills steep which ought to be bold surfaces strange and uncouth which ought to be irregular and rugged and distant objects out of sight which ought only to be indistinct through the soft medium of a hazy atmosphere you must be satisfied with such admiration as i can honestly give i call it a very fine country the hills are steep the woods seem full of fine timber and the valley looks comfortable and snug with rich meadows and several neat farm houses scattered here and there it exactly answers my idea of a fine country because it unites beauty with utility and i dare say it is a picturesque one too because you admire it i can easily believe it to be full of rocks and promontories grey moss and brush wood but these are all lost on me i know nothing of the picturesque,i suspect that to avoid one kind of affectation edward here falls into another because he believes many people pretend to more admiration of the beauties of nature than they really feel and is disgusted with such pretensions he affects greater indifference and less discrimination in viewing them himself than he possesses he is fastidious and will have an affectation of his own,10,2,1,1,17,3,1,1,17,7,1,1,10,2,1,1,8,6,1,1,1,0,1,0,22,9,1,1,16,8,1,1,1,0,1,0,181,63,296,298,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Edward Ferrars,i suspect that to avoid one kind of affectation edward here falls into another because he believes many people pretend to more admiration of the beauties of nature than they really feel and is disgusted with such pretensions he affects greater indifference and less discrimination in viewing them himself than he possesses he is fastidious and will have an affectation of his own,i am convinced that you really feel all the delight in a fine prospect which you profess to feel but in return your sister must allow me to feel no more than i profess i like a fine prospect but not on picturesque principles i do not like crooked twisted blasted trees i admire them much more if they are tall straight and flourishing i do not like ruined tattered cottages i am not fond of nettles or thistles or heath blossoms i have more pleasure in a snug farm house than a watch tower and a troop of tidy happy villagers please me better than the finest banditti in the world,2,8,1,1,3,6,1,1,7,8,1,1,2,5,1,1,6,0,1,0,0,4,0,1,9,15,1,1,8,11,1,1,0,0,0,0,63,112,298,300,Edward Ferrars; Marianne; Mrs. Dashwood,F,major,M,intermediate
John Middleton,Marianne,you must drink tea with us to night for we shall be quite alone and tomorrow you must absolutely dine with us for we shall be a large party,a dance impossible who is to dance,1,1,1,1,6,1,1,1,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,3,0,1,0,0,0,0,0,29,7,303,305,Edward Ferrars; Elinor; Marianne; Mrs. Jennings,M,intermediate,F,major
Marianne,John Middleton,a dance impossible who is to dance,i wish with all my soul that willoughby were among us again,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,7,12,305,307,Edward Ferrars; Elinor; John Middleton; Mrs. Jennings,F,major,M,intermediate
Mrs. Jennings,Edward Ferrars,who why yourselves and the careys and whitakers to be sure what you thought nobody could dance because a certain person that shall be nameless is gone,and who is willoughby,2,0,1,0,5,1,1,1,4,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,27,4,306,308,Edward Ferrars; Elinor; John Middleton; Marianne,F,intermediate,M,intermediate
John Middleton,Edward Ferrars,i wish with all my soul that willoughby were among us again,i have been guessing shall i tell you my guess,0,0,0,0,1,3,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,4,1,1,2,0,1,0,0,0,0,0,12,10,307,309,Edward Ferrars; Elinor; Marianne; Mrs. Jennings,M,intermediate,M,intermediate
Charlotte,Mr. Palmer,well what a delightful room this is i never saw anything so charming only think mama how it is improved since i was here last i always thought it such a sweet place ma am turning to mrs dashwood but you have made it so charming only look sister how delightful every thing is how i should like such a house for myself should not you mr palmer mr palmer does not hear me he never does sometimes it is so ridiculous,no none at all,3,0,1,0,10,0,1,0,6,0,1,0,9,2,1,1,7,0,1,0,4,0,1,0,13,0,1,0,2,0,1,0,1,0,1,0,82,4,327,329,Elinor; John Middleton; Lady Middleton; Margaret; Mr. Palmer; Mrs. Dashwood; Mrs. Jennings,F,intermediate,M,minor
Mrs. Jennings,John Middleton,you may believe how glad we all were to see them but however i can t help wishing they had not travelled quite so fast nor made such a long journey of it for they came all round by london upon account of some business for you know it was wrong in her situation i wanted her to stay at home and rest this morning but she would come with us she longed so much to see you all she expects to be confined in february,here comes marianne now palmer you shall see a monstrous pretty girl,1,1,1,1,7,1,1,1,7,0,1,0,8,2,1,1,8,0,1,0,1,0,1,0,17,1,1,1,8,0,1,0,0,0,0,0,86,12,328,330,Charlotte; Elinor; John Middleton; Lady Middleton; Margaret; Mr. Palmer; Mrs. Dashwood,F,intermediate,M,intermediate
Mr. Palmer,Charlotte,no none at all,oh dear how beautiful these are well how delightful do but look mama how sweet i declare they are quite charming i could look at them for ever my love have you been asleep,0,0,0,0,0,6,0,1,0,4,0,1,2,3,1,1,0,1,0,1,0,0,0,0,0,6,0,1,0,2,0,1,0,0,0,0,4,34,329,331,Charlotte; Elinor; John Middleton; Lady Middleton; Margaret; Mrs. Dashwood; Mrs. Jennings,M,minor,F,intermediate
Charlotte,Elinor,oh dear how beautiful these are well how delightful do but look mama how sweet i declare they are quite charming i could look at them for ever my love have you been asleep,they mean no less to be civil and kind to us now by these frequent invitations than by those which we received from them a few weeks ago the alteration is not in them if their parties are grown tedious and dull we must look for the change elsewhere,0,3,0,1,6,4,1,1,4,3,1,1,3,3,1,1,1,2,1,1,0,2,0,1,6,7,1,1,2,7,1,1,0,0,0,0,34,49,331,333,Elinor; John Middleton; Lady Middleton; Margaret; Marianne; Mr. Palmer; Mrs. Dashwood; Mrs. Jennings,F,intermediate,F,major
Mr. Palmer,Charlotte,how horrid all this is such weather makes every thing and every body disgusting dullness is as much produced within doors as without by rain it makes one detest all one s acquaintance what the devil does sir john mean by not having a billiard room in his house how few people know what comfort is sir john is as stupid as the weather,oh don t be so sly before us for we know all about it i assure you and i admire your taste very much for i think he is extremely handsome we do not live a great way from him in the country you know not above ten miles i dare say,3,2,1,1,5,3,1,1,3,3,1,1,3,6,1,1,3,3,1,1,1,2,1,1,3,13,1,1,7,5,1,1,0,0,0,0,64,52,336,338,Charlotte; Elinor; Marianne,M,minor,F,intermediate
John Middleton,Mr. Palmer,i am afraid miss marianne you have not been able to take your usual walk to allenham today,much nearer thirty,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,18,3,337,339,Charlotte; Elinor; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,M,intermediate,M,minor
Mr. Palmer,John Middleton,as vile a spot as i ever saw in my life,my dear it is very provoking that we should be so few why did not you ask the gilberts to come to us today,1,1,1,1,0,4,0,1,1,2,1,1,1,2,1,1,0,1,0,1,0,1,0,1,2,5,1,1,2,1,1,1,0,0,0,0,11,24,341,343,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,M,intermediate
Charlotte,Lady Middleton,is it very ugly then it must be some other place that is so pretty i suppose,did not i tell you sir john when you spoke to me about it before that it could not be done they dined with us last,0,0,0,0,4,3,1,1,0,3,0,1,3,0,1,0,3,2,1,1,0,2,0,1,3,8,1,1,0,3,0,1,0,0,0,0,17,26,342,344,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,F,minor
John Middleton,Mrs. Jennings,my dear it is very provoking that we should be so few why did not you ask the gilberts to come to us today,you and i sir john should not stand upon such ceremony,1,0,1,0,4,1,1,1,2,2,1,1,2,0,1,0,1,0,1,0,1,1,1,1,5,2,1,1,1,0,1,0,0,0,0,0,24,11,343,345,Charlotte; Elinor; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,M,intermediate,F,intermediate
Lady Middleton,Mr. Palmer,did not i tell you sir john when you spoke to me about it before that it could not be done they dined with us last,then you would be very ill bred,0,0,0,0,3,2,1,1,3,0,1,0,0,2,0,1,2,0,1,0,2,0,1,0,8,1,1,1,3,0,1,0,0,0,0,0,26,7,344,346,Charlotte; Elinor; John Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,minor,M,minor
Mrs. Jennings,Charlotte,you and i sir john should not stand upon such ceremony,my love you contradict every body do you know that you are quite rude,0,0,0,0,1,2,1,1,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,2,4,1,1,0,0,0,0,0,0,0,0,11,14,345,347,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer,F,intermediate,F,intermediate
Charlotte,Mrs. Jennings,my love you contradict every body do you know that you are quite rude,ay you may abuse me as you please you have taken charlotte off my hands and cannot give her back again so there i have the whip hand of you,0,1,0,1,2,3,1,1,1,2,1,1,1,4,1,1,0,1,0,1,0,1,0,1,4,8,1,1,0,2,0,1,0,0,0,0,14,31,347,349,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer; Mrs. Jennings,F,intermediate,F,intermediate
Mr. Palmer,Charlotte,i did not know i contradicted any body in calling your mother ill bred,mr palmer is so droll he is always out of humour,0,0,0,0,1,2,1,1,0,0,0,0,0,2,0,1,0,1,0,1,1,0,1,0,3,1,1,1,1,2,1,1,0,0,0,0,14,11,348,350,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,intermediate
Mrs. Jennings,Charlotte,ay you may abuse me as you please you have taken charlotte off my hands and cannot give her back again so there i have the whip hand of you,oh my dear miss dashwood i have got such a favour to ask of you and your sister will you come and spend some time at cleveland this christmas now pray do and come while the westons are with us you cannot think how happy i shall be it will be quite delightful my love don t you long to have the miss dashwoods come to cleveland,1,3,1,1,3,8,1,1,2,5,1,1,4,3,1,1,1,2,1,1,1,1,1,1,8,11,1,1,2,4,1,1,0,0,0,0,31,68,349,351,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Palmer,F,intermediate,F,intermediate
Mr. Palmer,Elinor,no i never said any thing so irrational don t palm all your abuses of language upon me,certainly he seems very agreeable,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,0,1,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,0,0,18,5,354,356,Charlotte; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,minor,F,major
Lady Middleton,Marianne,john is in such spirits today he is full of monkey tricks how playful william is and here is my sweet little annamaria and she is always so gentle and quiet never was there such a quiet little thing,yet i hardly know how unless it had been under totally different circumstances but this is the usual way of heightening alarm where there is nothing to be alarmed at in reality,1,1,1,1,6,4,1,1,4,5,1,1,5,2,1,1,2,3,1,1,1,0,1,0,3,2,1,1,2,4,1,1,0,1,0,1,39,32,377,379,Anne Steele; Elinor; Lucy Steele; Marianne,F,minor,F,major
Anne Steele,Lucy Steele,poor little creatures it might have been a very sad accident,what a sweet woman lady middleton is,1,1,1,1,3,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,7,378,380,Elinor; Lucy Steele; Marianne,F,intermediate,F,intermediate
Marianne,Anne Steele,yet i hardly know how unless it had been under totally different circumstances but this is the usual way of heightening alarm where there is nothing to be alarmed at in reality,and sir john too what a charming man he is and what a charming little family they have i never saw such fine children in my life i declare i quite doat upon them already and indeed i am always distractedly fond of children,1,2,1,1,4,3,1,1,5,4,1,1,2,7,1,1,3,1,1,1,0,1,0,1,2,8,1,1,4,2,1,1,1,0,1,0,32,44,379,381,Anne Steele; Elinor; Lucy Steele,F,major,F,intermediate
Lucy Steele,Elinor,what a sweet woman lady middleton is,i should guess so from what i have witnessed this morning,1,0,1,0,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,7,11,380,382,Anne Steele; Elinor; Marianne,F,intermediate,F,major
Anne Steele,Lucy Steele,and sir john too what a charming man he is and what a charming little family they have i never saw such fine children in my life i declare i quite doat upon them already and indeed i am always distractedly fond of children,i have a notion you think the little middletons rather too much indulged perhaps they may be the outside of enough but it is so natural in lady middleton and for my part i love to see children full of life and spirits i cannot bear them if they are tame and quiet,2,3,1,1,3,5,1,1,4,5,1,1,7,5,1,1,1,1,1,1,1,1,1,1,8,9,1,1,2,4,1,1,0,0,0,0,44,54,381,383,Elinor; Lucy Steele; Marianne,F,intermediate,F,intermediate
Lucy Steele,Anne Steele,i have a notion you think the little middletons rather too much indulged perhaps they may be the outside of enough but it is so natural in lady middleton and for my part i love to see children full of life and spirits i cannot bear them if they are tame and quiet,and how do you like devonshire miss dashwood i suppose you were very sorry to leave sussex norland is a prodigious beautiful place is not it,3,1,1,1,5,4,1,1,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,4,1,1,4,0,1,0,0,0,0,0,54,26,383,385,Anne Steele; Elinor; Marianne,F,intermediate,F,intermediate
Elinor,Lucy Steele,i confess that while i am at barton park i never think of tame and quiet children with any abhorrence,we have heard sir john admire it excessively,0,0,0,0,1,1,1,1,3,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,3,2,1,1,3,0,1,0,0,0,0,0,20,8,384,386,Anne Steele; Lucy Steele; Marianne,F,major,F,intermediate
Anne Steele,Elinor,and how do you like devonshire miss dashwood i suppose you were very sorry to leave sussex norland is a prodigious beautiful place is not it,i think every one must admire it who ever saw the place though it is not to be supposed that any one can estimate its beauties as we do,1,1,1,1,4,4,1,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,6,1,1,0,0,0,0,0,0,0,0,26,29,385,387,Elinor; Lucy Steele; Marianne,F,intermediate,F,major
Lucy Steele,Anne Steele,we have heard sir john admire it excessively,and had you a great many smart beaux there i suppose you have not so many in this part of the world for my part i think they are a vast addition always,0,3,0,1,1,1,1,1,0,1,0,1,1,3,1,1,1,1,1,1,0,1,0,1,2,6,1,1,0,3,0,1,0,0,0,0,8,33,386,388,Anne Steele; Elinor; Marianne,F,intermediate,F,intermediate
Elinor,Lucy Steele,i think every one must admire it who ever saw the place though it is not to be supposed that any one can estimate its beauties as we do,but why should you think that there are not as many genteel young men in devonshire as sussex,1,0,1,0,4,1,1,1,3,3,1,1,1,1,1,1,3,0,1,0,1,1,1,1,6,1,1,1,0,2,0,1,0,0,0,0,29,18,387,389,Anne Steele; Lucy Steele; Marianne,F,major,F,intermediate
Lucy Steele,Elinor,but why should you think that there are not as many genteel young men in devonshire as sussex,upon my word i cannot tell you for i do not perfectly comprehend the meaning of the word but this i can say that if he ever was a beau before he married he is one still for there is not the smallest alteration in him,0,4,0,1,1,5,1,1,3,5,1,1,1,3,1,1,0,5,0,1,1,3,1,1,1,9,1,1,2,4,1,1,0,0,0,0,18,47,389,391,Anne Steele; Elinor; Marianne,F,intermediate,F,major
Elinor,Lucy Steele,upon my word i cannot tell you for i do not perfectly comprehend the meaning of the word but this i can say that if he ever was a beau before he married he is one still for there is not the smallest alteration in him,lord anne you can talk of nothing but beaux you will make miss dashwood believe you think of nothing else,4,0,1,0,5,2,1,1,5,1,1,1,3,1,1,1,5,2,1,1,3,0,1,0,9,3,1,1,4,2,1,1,0,2,0,1,47,20,391,393,Anne Steele; Lucy Steele; Marianne,F,major,F,intermediate
John Middleton,Lucy Steele,his name is ferrars but pray do not tell it for it s a great secret,how can you say so anne though we have seen him once or twice at my uncle s it is rather too much to pretend to know him very well,1,0,1,0,2,3,1,1,2,3,1,1,0,7,0,1,3,3,1,1,1,0,1,0,3,6,1,1,0,1,0,1,0,0,0,0,16,30,395,397,Anne Steele; Elinor; Lucy Steele,M,intermediate,F,intermediate
Anne Steele,Elinor,ferrars mr ferrars is the happy man is he what your sister in law s brother miss dashwood a very agreeable young man to be sure i know him very well,and who was this uncle where did he live how came they acquainted,2,0,1,0,3,2,1,1,0,3,0,1,3,0,1,0,2,2,1,1,0,0,0,0,4,2,1,1,1,0,1,0,0,0,0,0,31,13,396,398,Elinor; John Middleton; Lucy Steele,F,intermediate,F,major
Elinor,Lucy Steele,i did,indeed you are very much mistaken lady middleton i am only waiting to know whether you can make your party without me or i should have been at my filigree already i would not disappoint the little angel for all the world and if you want me at the card table now i am resolved to finish the basket after supper,0,4,0,1,0,8,0,1,0,4,0,1,0,6,0,1,0,0,0,0,0,1,0,1,1,11,1,1,0,5,0,1,0,0,0,0,2,61,434,436,Lucy Steele,F,major,F,intermediate
