A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Mr. John Knightley,Mr. Woodhouse,396,398,this will prove a spirited beginning of your winter engagements sir something new for your coachman and horses to be making their way through a storm of snow,what is to be done my dear emma what is to be done,Emma; Isabella; Mr. Elton; Mr. Knightley; Mr. Weston; Mr. Woodhouse; Mrs. Weston,M,intermediate,M,intermediate
Mr. John Knightley,Isabella,397,399,i admired your resolution very much sir in venturing out in such weather for of course you saw there would be snow very soon every body must have seen the snow coming on i admired your spirit and i dare say we shall get home very well another hour or two s snow can hardly make the road impassable and we are two carriages if one is blown over in the bleak part of the common field there will be the other at hand i dare say we shall be all safe at hartfield before midnight,you had better order the carriage directly my love i dare say we shall be able to get along if we set off directly and if we do come to any thing very bad i can get out and walk i am not at all afraid i should not mind walking half the way i could change my shoes you know the moment i got home and it is not the sort of thing that gives me cold,Emma; Isabella; Mr. Elton; Mr. Weston; Mr. Woodhouse; Mrs. Weston,M,intermediate,F,intermediate
Mr. Woodhouse,Mr. John Knightley,398,400,what is to be done my dear emma what is to be done,indeed then my dear isabella it is the most extraordinary sort of thing in the world for in general every thing does give you cold walk home you are prettily shod for walking home i dare say it will be bad enough for the horses,Emma; Isabella; Mr. John Knightley; Mr. Weston; Mrs. Weston,M,intermediate,M,intermediate
Mr. John Knightley,Emma,400,402,indeed then my dear isabella it is the most extraordinary sort of thing in the world for in general every thing does give you cold walk home you are prettily shod for walking home i dare say it will be bad enough for the horses,i am ready if the others are,Emma; Isabella; Mr. Elton; Mr. Weston; Mr. Woodhouse; Mrs. Weston,M,intermediate,F,major
Mr. Knightley,Emma,403,405,shall i ring the bell,i am very much astonished mr elton this to me you forget yourself you take me for my friend any message to miss smith i shall be happy to deliver but no more of this to me if you please,Emma,M,major,F,major
Mr. Elton,Emma,410,412,never madam never i assure you i think seriously of miss smith miss smith is a very good sort of girl and i should be happy to see her respectably settled i wish her extremely well and no doubt there are men who might not object to every body has their level but as for myself i am not i think quite so much at a loss i need not so totally despair of an equal alliance as to be addressing myself to miss smith no madam my visits to hartfield have been for yourself only and the encouragement i received,if i had not persuaded harriet into liking the man i could have borne any thing he might have doubled his presumption to me but poor harriet here have i actually talked poor harriet into being very much attached to this man she might never have thought of him but for me and certainly never would have thought of him with hope if i had not assured her of his attachment for she is as modest and humble as i used to think him oh that i had been satisfied with persuading her not to accept young martin there i was quite right that was well done of me but there i should have stopped and left the rest to time and chance i was introducing her into good company and giving her the opportunity of pleasing some one worth having i ought not to have attempted more but now poor girl her peace is cut up for some time i have been but half a friend to her and if she were not to feel this disappointment so very much i am sure i have not an idea of any body else who would be at all desirable for her william coxe oh no i could not endure william coxe a pert young lawyer,Emma,M,intermediate,F,major
Harriet Smith,Emma,445,447,mr elton is so good to the poor,have you heard from miss fairfax so lately i am extremely happy i hope she is well,Emma,F,major,F,major
Emma,Miss Bates,447,449,have you heard from miss fairfax so lately i am extremely happy i hope she is well,my mother s deafness is very trifling you see just nothing at all by only raising my voice and saying any thing two or three times over she is sure to hear but then she is used to my voice but it is very remarkable that she should always hear jane better than she does me jane speaks so distinct however she will not find her grandmama at all deafer than she was two years ago which is saying a great deal at my mother s time of life and it really is full two years you know since she was here we never were so long without seeing her before and as i was telling mrs cole we shall hardly know how to make enough of her now,Harriet Smith; Miss Bates; Mrs. Bates,F,major,F,intermediate
Miss Bates,Emma,448,450,thank you you are so kind oh here it is i was sure it could not be far off but i had put my huswife upon it you see without being aware and so it was quite hid but i had it in my hand so very lately that i was almost sure it must be on the table i was reading it to mrs cole and since she went away i was reading it again to my mother for it is such a pleasure to her a letter from jane that she can never hear it often enough so i knew it could not be far off and here it is only just under my huswife and since you are so kind as to wish to hear what she says but first of all i really must in justice to jane apologise for her writing so short a letter only two pages you see hardly two and in general she fills the whole paper and crosses half my mother often wonders that i can make it out so well she often says when the letter is first opened don t you ma am and then i tell her i am sure she would contrive to make it out herself if she had nobody to do it for her every word of it i am sure she would pore over it till she had made out every word and indeed though my mother s eyes are not so good as they were she can see amazingly well still thank god with the help of spectacles it is such a blessing my mother s are really very good indeed jane often says when she is here you are extremely kind you who are such a judge and write so beautifully yourself i am sure there is nobody s praise that could give us so much pleasure as miss woodhouse s my mother does not hear she is a little deaf you know ma am do you hear what miss woodhouse is so obliging to say about jane s handwriting,are you expecting miss fairfax here soon,Emma; Harriet Smith; Mrs. Bates,F,intermediate,F,major
Miss Bates,Emma,465,467,and so she is to come to us next friday or saturday and the campbells leave town in their way to holyhead the monday following as you will find from jane s letter so sudden you may guess dear miss woodhouse what a flurry it has thrown me in if it was not for the drawback of her illness but i am afraid we must expect to see her grown thin and looking very poorly i must tell you what an unlucky thing happened to me as to that i always make a point of reading jane s letters through to myself first before i read them aloud to my mother you know for fear of there being any thing in them to distress her jane desired me to do it so i always do and so i began to day with my usual caution but no sooner did i come to the mention of her being unwell than i burst out quite frightened with which my mother being on the watch heard distinctly and was sadly alarmed at however when i read on i found it was not near so bad as i had fancied at first and i make so light of it now to her that she does not think much about it but i cannot imagine how i could be so off my guard if jane does not get well soon we will call in mr perry the expense shall not be thought of and though he is so liberal and so fond of jane that i dare say he would not mean to charge any thing for attendance we could not suffer it to be so you know he has a wife and family to maintain and is not to be giving away his time well now i have just given you a hint of what jane writes about we will turn to her letter and i am sure she tells her own story a great deal better than i can tell it for her,she certainly is handsome she is better than handsome,Emma; Harriet Smith,F,intermediate,F,major
Mr. Knightley,Mr. Woodhouse,468,470,a very pleasant evening particularly pleasant you and miss fairfax gave us some very good music i do not know a more luxurious state sir than sitting at one s ease to be entertained a whole evening by two such young women sometimes with music and sometimes with conversation i am sure miss fairfax must have found the evening pleasant emma you left nothing undone i was glad you made her play so much for having no instrument at her grandmother s it must have been a real indulgence,no my dear that i am sure you are not there is nobody half so attentive and civil as you are if any thing you are too attentive the muffin last night if it had been handed round once i think it would have been enough,Emma; Mr. Woodhouse,M,major,M,intermediate
Emma,Mr. Knightley,469,471,i am happy you approved but i hope i am not often deficient in what is due to guests at hartfield,no you are not often deficient not often deficient either in manner or comprehension i think you understand me therefore,Mr. Knightley; Mr. Woodhouse,F,major,M,major
Mr. Woodhouse,Emma,470,472,no my dear that i am sure you are not there is nobody half so attentive and civil as you are if any thing you are too attentive the muffin last night if it had been handed round once i think it would have been enough,miss fairfax is reserved,Emma; Mr. Knightley,M,intermediate,F,major
Emma,Mr. Woodhouse,476,478,oh no i was pleased with my own perseverance in asking questions and amused to think how little information i obtained,i hope every body had a pleasant evening i had once i felt the fire rather too much but then i moved back my chair a little a very little and it did not disturb me miss bates was very chatty and good humoured as she always is though she speaks rather too quick however she is very agreeable and mrs bates too in a different way i like old friends and miss jane fairfax is a very pretty sort of young lady a very pretty and a very well behaved young lady indeed she must have found the evening agreeable mr knightley because she had emma,Mr. Knightley; Mr. Woodhouse,F,major,M,intermediate
Mr. Woodhouse,Emma,478,480,i hope every body had a pleasant evening i had once i felt the fire rather too much but then i moved back my chair a little a very little and it did not disturb me miss bates was very chatty and good humoured as she always is though she speaks rather too quick however she is very agreeable and mrs bates too in a different way i like old friends and miss jane fairfax is a very pretty sort of young lady a very pretty and a very well behaved young lady indeed she must have found the evening agreeable mr knightley because she had emma,she is a sort of elegant creature that one cannot keep one s eyes from i am always watching her to admire and i do pity her from my heart,Emma; Mr. Knightley,M,intermediate,F,major
Mr. Knightley,Mr. Woodhouse,479,481,true sir and emma because she had miss fairfax,it is a great pity that their circumstances should be so confined a great pity indeed and i have often wished but it is so little one can venture to do small trifling presents of any thing uncommon now we have killed a porker and emma thinks of sending them a loin or a leg it is very small and delicate hartfield pork is not like any other pork but still it is pork and my dear emma unless one could be sure of their making it into steaks nicely fried as ours are fried without the smallest grease and not roast it for no stomach can bear roast pork i think we had better send the leg do not you think so my dear,Emma; Mr. Woodhouse,M,major,M,intermediate
Emma,Mr. Knightley,482,484,my dear papa i sent the whole hind quarter i knew you would wish it there will be the leg to be salted you know which is so very nice and the loin to be dressed directly in any manner they like,emma i have a piece of news for you you like news and i heard an article in my way hither that i think will interest you,Mr. Knightley; Mr. Woodhouse,F,major,M,major
Mr. Woodhouse,Emma,483,485,that s right my dear very right i had not thought of it before but that is the best way they must not over salt the leg and then if it is not over salted and if it is very thoroughly boiled just as serle boils ours and eaten very moderately of with a boiled turnip and a little carrot or parsnip i do not consider it unwholesome,news oh yes i always like news what is it why do you smile so where did you hear it at randalls,Emma; Mr. Knightley,M,intermediate,F,major
Mr. Knightley,Mr. Woodhouse,490,492,i was with mr cole on business an hour and a half ago he had just read elton s letter as i was shewn in and handed it to me directly,we consider our hartfield pork indeed it certainly is so very superior to all other pork that emma and i cannot have a greater pleasure than,Emma; Jane Fairfax; Miss Bates; Mr. Woodhouse,M,major,M,intermediate
Mr. Woodhouse,Mr. Knightley,492,494,we consider our hartfield pork indeed it certainly is so very superior to all other pork that emma and i cannot have a greater pleasure than,it was short merely to announce but cheerful exulting of course he had been so fortunate as to i forget the precise words one has no business to remember them the information was as you state that he was going to be married to a miss hawkins by his style i should imagine it just settled,Emma; Jane Fairfax; Miss Bates; Mr. Knightley,M,intermediate,M,major
Miss Bates,Emma,493,495,oh my dear sir as my mother says our friends are only too good to us if ever there were people who without having great wealth themselves had every thing they could wish for i am sure it is us we may well say that well mr knightley and so you actually saw the letter well,mr elton going to be married he will have every body s wishes for his happiness,Emma; Jane Fairfax; Mr. Knightley; Mr. Woodhouse,F,intermediate,F,major
Mr. Knightley,Mr. Woodhouse,494,496,it was short merely to announce but cheerful exulting of course he had been so fortunate as to i forget the precise words one has no business to remember them the information was as you state that he was going to be married to a miss hawkins by his style i should imagine it just settled,he is very young to settle he had better not be in a hurry he seemed to me very well off as he was we were always glad to see him at hartfield,Emma; Jane Fairfax; Miss Bates; Mr. Woodhouse,M,major,M,intermediate
Emma,Miss Bates,495,497,mr elton going to be married he will have every body s wishes for his happiness,a new neighbour for us all miss woodhouse my mother is so pleased she says she cannot bear to have the poor old vicarage without a mistress this is great news indeed jane you have never seen mr elton no wonder that you have such a curiosity to see him,Jane Fairfax; Miss Bates; Mr. Knightley; Mr. Woodhouse,F,major,F,intermediate
Mr. Woodhouse,Jane Fairfax,496,498,he is very young to settle he had better not be in a hurry he seemed to me very well off as he was we were always glad to see him at hartfield,no i have never seen mr elton is he is he a tall man,Emma; Jane Fairfax; Miss Bates; Mr. Knightley,M,intermediate,F,intermediate
Miss Bates,Emma,497,499,a new neighbour for us all miss woodhouse my mother is so pleased she says she cannot bear to have the poor old vicarage without a mistress this is great news indeed jane you have never seen mr elton no wonder that you have such a curiosity to see him,who shall answer that question my father would say yes mr knightley no and miss bates and i that he is just the happy medium when you have been here a little longer miss fairfax you will understand that mr elton is the standard of perfection in highbury both in person and mind,Emma; Jane Fairfax; Mr. Knightley; Mr. Woodhouse,F,intermediate,F,major
Jane Fairfax,Miss Bates,498,500,no i have never seen mr elton is he is he a tall man,very true miss woodhouse so she will he is the very best young man but my dear jane if you remember i told you yesterday he was precisely the height of mr perry miss hawkins i dare say an excellent young woman his extreme attention to my mother wanting her to sit in the vicarage pew that she might hear the better for my mother is a little deaf you know it is not much but she does not hear quite quick jane says that colonel campbell is a little deaf he fancied bathing might be good for it the warm bath but she says it did him no lasting benefit colonel campbell you know is quite our angel and mr dixon seems a very charming young man quite worthy of him it is such a happiness when good people get together and they always do now here will be mr elton and miss hawkins and there are the coles such very good people and the perrys i suppose there never was a happier or a better couple than mr and mrs perry i say sir i think there are few places with such society as highbury i always say we are quite blessed in our neighbours my dear sir if there is one thing my mother loves better than another it is pork a roast loin of pork,Emma; Miss Bates; Mr. Knightley; Mr. Woodhouse,F,intermediate,F,intermediate
Miss Bates,Jane Fairfax,500,502,very true miss woodhouse so she will he is the very best young man but my dear jane if you remember i told you yesterday he was precisely the height of mr perry miss hawkins i dare say an excellent young woman his extreme attention to my mother wanting her to sit in the vicarage pew that she might hear the better for my mother is a little deaf you know it is not much but she does not hear quite quick jane says that colonel campbell is a little deaf he fancied bathing might be good for it the warm bath but she says it did him no lasting benefit colonel campbell you know is quite our angel and mr dixon seems a very charming young man quite worthy of him it is such a happiness when good people get together and they always do now here will be mr elton and miss hawkins and there are the coles such very good people and the perrys i suppose there never was a happier or a better couple than mr and mrs perry i say sir i think there are few places with such society as highbury i always say we are quite blessed in our neighbours my dear sir if there is one thing my mother loves better than another it is pork a roast loin of pork,when i have seen mr elton i dare say i shall be interested but i believe it requires that with me and as it is some months since miss campbell married the impression may be a little worn off,Emma; Jane Fairfax; Mr. Knightley; Mr. Woodhouse,F,intermediate,F,intermediate
Emma,Miss Bates,501,503,as to who or what miss hawkins is or how long he has been acquainted with her nothing i suppose can be known one feels that it cannot be a very long acquaintance he has been gone only four weeks you are silent miss fairfax but i hope you mean to take an interest in this news you who have been hearing and seeing so much of late on these subjects who must have been so deep in the business on miss campbell s account we shall not excuse your being indifferent about mr elton and miss hawkins,yes he has been gone just four weeks as you observe miss woodhouse four weeks yesterday a miss hawkins well i had always rather fancied it would be some young lady hereabouts not that i ever mrs cole once whispered to me but i immediately said in short i do not think i am particularly quick at those sort of discoveries i do not pretend to it what is before me i see at the same time nobody could wonder if mr elton should have aspired miss woodhouse lets me chatter on so good humouredly she knows i would not offend for the world how does miss smith do she seems quite recovered now have you heard from mrs john knightley lately oh those dear little children jane do you know i always fancy mr dixon like mr john knightley i mean in person tall and with that sort of look and not very talkative,Jane Fairfax; Miss Bates; Mr. Knightley; Mr. Woodhouse,F,major,F,intermediate
Miss Bates,Emma,509,511,well my dear jane i believe we must be running away the weather does not look well and grandmama will be uneasy you are too obliging my dear miss woodhouse but we really must take leave this has been a most agreeable piece of news indeed i shall just go round by mrs cole s but i shall not stop three minutes and jane you had better go home directly i would not have you out in a shower we think she is the better for highbury already thank you we do indeed i shall not attempt calling on mrs goddard for i really do not think she cares for any thing but boiled pork when we dress the leg it will be another thing good morning to you my dear sir oh mr knightley is coming too well that is so very i am sure if jane is tired you will be so kind as to give her your arm mr elton and miss hawkins good morning to you,it might be distressing for the moment but you seem to have behaved extremely well and it is over and may never can never as a first meeting occur again and therefore you need not think about it,Emma; Jane Fairfax; Mr. Knightley; Mr. Woodhouse,F,intermediate,F,major
Mrs. Weston,Harriet Smith,517,519,think of me to morrow my dear emma about four o clock,will mr frank churchill pass through bath as well as oxford,Emma; Harriet Smith; Mr. Weston,F,intermediate,F,major
Mr. Weston,Emma,518,520,four o clock depend upon it he will be here by three,my dear dear anxious friend always overcareful for every body s comfort but your own i see you now in all your little fidgets going again and again into his room to be sure that all is right tis twelve i shall not forget to think of you four hours hence and by this time to morrow perhaps or a little later i may be thinking of the possibility of their all calling here i am sure they will bring him soon,Emma; Harriet Smith; Mrs. Weston,M,intermediate,F,major
Mr. Weston,Mr. Frank Churchill,521,523,i told you yesterday i told you all that he would be here before the time named i remembered what i used to do myself one cannot creep upon a journey one cannot help getting on faster than one has planned and the pleasure of coming in upon one s friends before the look out begins is worth a great deal more than any little exertion it needs,elegant agreeable manners i was prepared for but i confess that considering every thing i had not expected more than a very tolerably well looking woman of a certain age i did not know that i was to find a pretty young woman in mrs weston,Emma; Mr. Frank Churchill; Mr. Woodhouse,M,intermediate,M,major
Mr. Frank Churchill,Emma,522,524,it is a great pleasure where one can indulge in it though there are not many houses that i should presume on so far but in coming home i felt i might do any thing,you cannot see too much perfection in mrs weston for my feelings were you to guess her to be eighteen i should listen with pleasure but she would be ready to quarrel with you for using such words don t let her imagine that you have spoken of her as a pretty young woman,Emma; Mr. Weston; Mr. Woodhouse,M,major,F,major
Emma,Mr. Frank Churchill,524,526,you cannot see too much perfection in mrs weston for my feelings were you to guess her to be eighteen i should listen with pleasure but she would be ready to quarrel with you for using such words don t let her imagine that you have spoken of her as a pretty young woman,as you are going farther on business sir i will take the opportunity of paying a visit which must be paid some day or other and therefore may as well be paid now i have the honour of being acquainted with a neighbour of yours a lady residing in or near highbury a family of the name of fairfax i shall have no difficulty i suppose in finding the house though fairfax i believe is not the proper name i should rather say barnes or bates do you know any family of that name,Mr. Frank Churchill,F,major,M,major
Mr. Frank Churchill,Emma,528,530,there is no necessity for my calling this morning another day would do as well but there was that degree of acquaintance at weymouth which,i have heard her speak of the acquaintance she is a very elegant young woman,Emma; Mr. Weston; Mr. Woodhouse,M,major,F,major
Emma,Mr. Frank Churchill,532,534,if you were never particularly struck by her manners before i think you will to day you will see her to advantage see her and hear her no i am afraid you will not hear her at all for she has an aunt who never holds her tongue,my dear sir upon no account in the world my father can direct me,Mr. Frank Churchill; Mr. Weston; Mr. Woodhouse,F,major,M,major
Mr. Frank Churchill,Mr. Weston,534,536,my dear sir upon no account in the world my father can direct me,my good friend this is quite unnecessary frank knows a puddle of water when he sees it and as to mrs bates s he may get there from the crown in a hop step and jump,Emma; Mr. Weston; Mr. Woodhouse,M,major,M,intermediate
Mr. Woodhouse,Mr. Frank Churchill,535,537,but your father is not going so far he is only going to the crown quite on the other side of the street and there are a great many houses you might be very much at a loss and it is a very dirty walk unless you keep on the footpath but my coachman can tell you where you had best cross the street,yes oh yes i was just going to mention it a very successful visit i saw all the three ladies and felt very much obliged to you for your preparatory hint if the talking aunt had taken me quite by surprize it must have been the death of me as it was i was only betrayed into paying a most unreasonable visit ten minutes would have been all that was necessary perhaps all that was proper and i had told my father i should certainly be at home before him but there was no getting away no pause and to my utter astonishment i found when he finding me nowhere else joined me there at last that i had been actually sitting with them very nearly three quarters of an hour the good lady had not given me the possibility of escape before,Emma; Mr. Frank Churchill; Mr. Weston,M,intermediate,M,major
Mr. Weston,Emma,536,538,my good friend this is quite unnecessary frank knows a puddle of water when he sees it and as to mrs bates s he may get there from the crown in a hop step and jump,and how did you think miss fairfax looking,Emma; Mr. Frank Churchill; Mr. Woodhouse,M,intermediate,F,major
Emma,Mrs. Weston,550,552,you know miss fairfax s situation in life i conclude what she is destined to be,you get upon delicate subjects emma remember that i am here mr frank churchill hardly knows what to say when you speak of miss fairfax s situation in life i will move a little farther off,Mr. Frank Churchill; Mrs. Weston,F,major,F,intermediate
Mr. Frank Churchill,Emma,551,553,yes i believe i do,i certainly do forget to think of her as having ever been any thing but my friend and my dearest friend,Emma; Mrs. Weston,M,major,F,major
Mrs. Weston,Mr. Frank Churchill,552,554,you get upon delicate subjects emma remember that i am here mr frank churchill hardly knows what to say when you speak of miss fairfax s situation in life i will move a little farther off,did you ever hear the young lady we were speaking of play,Emma; Mr. Frank Churchill,F,intermediate,M,major
Mr. Frank Churchill,Mrs. Weston,568,570,it is a most repulsive quality indeed oftentimes very convenient no doubt but never pleasing there is safety in reserve but no attraction one cannot love a reserved person,all young people would have their little whims all young people would have their little whims,Emma; Mrs. Weston,M,major,F,intermediate
Emma,Mr. Weston,573,575,of course it must be declined,well sir as i took miss taylor away it is incumbent on me to supply her place if i can and i will step to mrs goddard in a moment if you wish it,Mr. Weston; Mr. Woodhouse; Mrs. Weston,F,major,M,intermediate
Mr. Weston,Emma,575,577,well sir as i took miss taylor away it is incumbent on me to supply her place if i can and i will step to mrs goddard in a moment if you wish it,but you would not wish me to come away before i am tired papa,Emma; Mr. Woodhouse; Mrs. Weston,M,intermediate,F,major
Emma,Mr. Weston,577,579,but you would not wish me to come away before i am tired papa,but my dear sir if emma comes away early it will be breaking up the party,Mr. Weston; Mr. Woodhouse; Mrs. Weston,F,major,M,intermediate
Mr. Weston,Emma,581,583,but you do not consider how it may appear to the coles emma s going away directly after tea might be giving offence they are good natured people and think little of their own claims but still they must feel that any body s hurrying away is no great compliment and miss woodhouse s doing it would be more thought of than any other person s in the room you would not wish to disappoint and mortify the coles i am sure sir friendly good sort of people as ever lived and who have been your neighbours these ten years,oh yes papa i have no fears at all for myself and i should have no scruples of staying as late as mrs weston but on your account i am only afraid of your sitting up for me i am not afraid of your not being exceedingly comfortable with mrs goddard she loves piquet you know but when she is gone home i am afraid you will be sitting up by yourself instead of going to bed at your usual time and the idea of that would entirely destroy my comfort you must promise me not to sit up,Emma; Mr. Woodhouse; Mrs. Weston,M,intermediate,F,major
Mr. Woodhouse,Emma,582,584,no upon no account in the world mr weston i am much obliged to you for reminding me i should be extremely sorry to be giving them any pain i know what worthy people they are perry tells me that mr cole never touches malt liquor you would not think it to look at him but he is bilious mr cole is very bilious no i would not be the means of giving them any pain my dear emma we must consider this i am sure rather than run the risk of hurting mr and mrs cole you would stay a little longer than you might wish you will not regard being tired you will be perfectly safe you know among your friends,i do not know whether it ought to be so but certainly silly things do cease to be silly if they are done by sensible people in an impudent way wickedness is always wickedness but folly is not always folly it depends upon the character of those who handle it mr knightley he is not a trifling silly young man if he were he would have done this differently he would either have gloried in the achievement or been ashamed of it there would have been either the ostentation of a coxcomb or the evasions of a mind too weak to defend its own vanities no i am perfectly sure that he is not trifling or silly,Emma; Mr. Weston; Mrs. Weston,M,intermediate,F,major
Mr. Knightley,Emma,588,590,nonsensical girl,why do you smile,Emma,M,major,F,major
Mrs. Cole,Mr. Frank Churchill,589,591,one can suppose nothing else and i was only surprized that there could ever have been a doubt but jane it seems had a letter from them very lately and not a word was said about it she knows their ways best but i should not consider their silence as any reason for their not meaning to make the present they might chuse to surprize her i declare i do not know when i have heard any thing that has given me more satisfaction it always has quite hurt me that jane fairfax who plays so delightfully should not have an instrument it seemed quite a shame especially considering how many houses there are where fine instruments are absolutely thrown away this is like giving ourselves a slap to be sure and it was but yesterday i was telling mr cole i really was ashamed to look at our new grand pianoforte in the drawing room while i do not know one note from another and our little girls who are but just beginning perhaps may never make any thing of it and there is poor jane fairfax who is mistress of music has not any thing of the nature of an instrument not even the pitifullest old spinet in the world to amuse herself with i was saying this to mr cole but yesterday and he quite agreed with me only he is so particularly fond of music that he could not help indulging himself in the purchase hoping that some of our good neighbours might be so obliging occasionally to put it to a better use than we can and that really is the reason why the instrument was bought or else i am sure we ought to be ashamed of it we are in great hopes that miss woodhouse may be prevailed with to try it this evening,nay why do you,Emma; Mr. Frank Churchill; Mr. Knightley; Mr. Weston; Mrs. Weston,F,minor,M,major
Mr. Frank Churchill,Emma,617,619,thank you for rousing me i believe i have been very rude but really miss fairfax has done her hair in so odd a way so very odd a way that i cannot keep my eyes from her i never saw any thing so outree those curls this must be a fancy of her own i see nobody else looking like her i must go and ask her whether it is an irish fashion shall i yes i will i declare i will and you shall see how she takes it whether she colours,how they were invited were not they,Emma,M,major,F,major
Mrs. Weston,Emma,642,644,there might be scruples of delicacy my dear emma i have a very strong notion that it comes from him i am sure he was particularly silent when mrs cole told us of it at dinner,i often feel concern that i dare not make our carriage more useful on such occasions it is not that i am without the wish but you know how impossible my father would deem it that james should put to for such a purpose,Emma,F,intermediate,F,major
Emma,Mr. Knightley,646,648,this present from the campbells this pianoforte is very kindly given,that will do you have sung quite enough for one evening now be quiet,Mr. Knightley,F,major,M,major
Mr. Frank Churchill,Mr. Knightley,649,651,i think you could manage this without effort the first part is so very trifling the strength of the song falls on the second,miss bates are you mad to let your niece sing herself hoarse in this manner go and interfere they have no mercy on her,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Knightley; Mr. Weston; Mrs. Cole; Mrs. Weston,M,major,M,major
Mr. Frank Churchill,Emma,652,654,perhaps it is as well i must have asked miss fairfax and her languid dancing would not have agreed with me after yours,don t class us together harriet my playing is no more like her s than a lamp is like sunshine,Emma,M,major,F,major
Mrs. Weston,Emma,671,673,i thought you meant to go with me they would be very much pleased,i am here on no business of my own i am only waiting for my friend she will probably have soon done and then we shall go home but you had better go with mrs weston and hear the instrument,Emma; Mr. Frank Churchill,F,intermediate,F,major
Mr. Frank Churchill,Mrs. Weston,674,676,well if you advise it but if colonel campbell should have employed a careless friend and if it should prove to have an indifferent tone what shall i say i shall be no support to mrs weston she might do very well by herself a disagreeable truth would be palatable through her lips but i am the wretchedest being in the world at a civil falsehood,do come with me if it be not very disagreeable to you it need not detain us long we will go to hartfield afterwards we will follow them to hartfield i really wish you to call with me it will be felt so great an attention and i always thought you meant it,Emma; Mrs. Weston,M,major,F,intermediate
Mrs. Ford,Emma,677,679,should i send it to mrs goddard s ma am,it is not worth while harriet to give mrs ford the trouble of two parcels,Emma; Harriet Smith,F,minor,F,major
Emma,Mrs. Ford,679,681,it is not worth while harriet to give mrs ford the trouble of two parcels,no trouble in the world ma am,Harriet Smith; Mrs. Ford,F,major,F,minor
Mrs. Ford,Emma,681,683,no trouble in the world ma am,that you do not give another half second to the subject to hartfield if you please mrs ford,Emma; Harriet Smith,F,minor,F,major
Harriet Smith,Emma,684,686,aye that will be much best i should not at all like to have it sent to mrs goddard s,i hope mrs bates and miss fairfax are,Emma; Mrs. Ford,F,major,F,major
Emma,Miss Bates,686,688,i hope mrs bates and miss fairfax are,how do you do mrs ford i beg your pardon i did not see you before i hear you have a charming collection of new ribbons from town jane came back delighted yesterday thank ye the gloves do very well only a little too large about the wrist but jane is taking them in,Harriet Smith; Miss Bates; Mrs. Weston,F,major,F,intermediate
Miss Bates,Mrs. Weston,689,691,what was i talking of i declare i cannot recollect what i was talking of oh my mother s spectacles so very obliging of mr frank churchill said he which you know shewed him to be so very indeed i must say that much as i had heard of him before and much as i had expected he very far exceeds any thing i do congratulate you mrs weston most warmly he seems every thing the fondest parent could said he i never shall forget his manner and when i brought out the baked apples from the closet and hoped our friends would be so very obliging as to take some said he directly that you know was so very and i am sure by his manner it was no compliment indeed they are very delightful apples and mrs wallis does them full justice only we do not have them baked more than twice and mr woodhouse made us promise to have them done three times but miss woodhouse will be so good as not to mention it the apples themselves are the very finest sort for baking beyond a doubt all from donwell some of mr knightley s most liberal supply he sends us a sack every year and certainly there never was such a keeping apple anywhere as one of his trees i believe there is two of them my mother says the orchard was always famous in her younger days but i was really quite shocked the other day for mr knightley called one morning and jane was eating these apples and we talked about them and said how much she enjoyed them and he asked whether we were not got to the end of our stock said he so i begged he would not for really as to ours being gone i could not absolutely say that we had a great many left it was but half a dozen indeed but they should be all kept for jane and i could not at all bear that he should be sending us more so liberal as he had been already and jane said the same and when he was gone she almost quarrelled with me no i should not say quarrelled for we never had a quarrel in our lives but she was quite distressed that i had owned the apples were so nearly gone she wished i had made him believe we had a great many left oh said i my dear i did say as much as i could however the very same evening william larkins came over with a large basket of apples the same sort of apples a bushel at least and i was very much obliged and went down and spoke to william larkins and said every thing as you may suppose william larkins is such an old acquaintance i am always glad to see him but however i found afterwards from patty that william said it was all the apples of that sort his master had he had brought them all and now his master had not one left to bake or boil william did not seem to mind it himself he was so pleased to think his master had sold so many for william you know thinks more of his master s profit than any thing but mrs hodges he said was quite displeased at their being all sent away she could not bear that her master should not be able to have another apple tart this spring he told patty this but bid her not mind it and be sure not to say any thing to us about it for mrs hodges would be cross sometimes and as long as so many sacks were sold it did not signify who ate the remainder and so patty told me and i was excessively shocked indeed i would not have mr knightley know any thing about it for the world he would be so very i wanted to keep it from jane s knowledge but unluckily i had mentioned it before i was aware pray take care mrs weston there is a step at the turning pray take care miss woodhouse ours is rather a dark staircase rather darker and narrower than one could wish miss smith pray take care miss woodhouse i am quite concerned i am sure you hit your foot miss smith the step at the turning,what have not you finished it yet you would not earn a very good livelihood as a working silversmith at this rate,Emma; Harriet Smith; Mrs. Weston,F,intermediate,F,intermediate
Mrs. Weston,Emma,691,693,what have not you finished it yet you would not earn a very good livelihood as a working silversmith at this rate,it is not fair mine was a random guess do not distress her,Emma; Harriet Smith; Jane Fairfax; Miss Bates; Mr. Frank Churchill,F,intermediate,F,major
Jane Fairfax,Emma,695,697,till i have a letter from colonel campbell i can imagine nothing with any confidence it must be all conjecture,you speak too plain she must understand you,Emma; Harriet Smith; Miss Bates; Mr. Frank Churchill; Mrs. Weston,F,intermediate,F,major
