A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Edmund,Mary Crawford,301,302,i am afraid you are very tired fanny why would not you speak sooner this will be a bad day s amusement for you if you are to be knocked up every sort of exercise fatigues her so soon miss crawford except riding,how abominable in you then to let me engross her horse as i did all last week i am ashamed of you and of myself but it shall never happen again,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,302,303,how abominable in you then to let me engross her horse as i did all last week i am ashamed of you and of myself but it shall never happen again,your attentiveness and consideration makes me more sensible of my own neglect fanny s interest seems in safer hands with you than with me,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,303,304,your attentiveness and consideration makes me more sensible of my own neglect fanny s interest seems in safer hands with you than with me,that she should be tired now however gives me no surprise for there is nothing in the course of one s duties so fatiguing as what we have been doing this morning seeing a great house dawdling from one room to another straining one s eyes and one s attention hearing what one does not understand admiring what one does not care for it is generally allowed to be the greatest bore in the world and miss price has found it so though she did not know it,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Fanny Price,304,305,that she should be tired now however gives me no surprise for there is nothing in the course of one s duties so fatiguing as what we have been doing this morning seeing a great house dawdling from one room to another straining one s eyes and one s attention hearing what one does not understand admiring what one does not care for it is generally allowed to be the greatest bore in the world and miss price has found it so though she did not know it,i shall soon be rested to sit in the shade on a fine day and look upon verdure is the most perfect refreshment,Edmund; Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,305,306,i shall soon be rested to sit in the shade on a fine day and look upon verdure is the most perfect refreshment,i must move resting fatigues me i have looked across the ha ha till i am weary i must go and look through that iron gate at the same view without being able to see it so well,Edmund; Mary Crawford,F,major,F,major
Mary Crawford,Edmund,306,307,i must move resting fatigues me i have looked across the ha ha till i am weary i must go and look through that iron gate at the same view without being able to see it so well,now miss crawford if you will look up the walk you will convince yourself that it cannot be half a mile long or half half a mile,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,307,308,now miss crawford if you will look up the walk you will convince yourself that it cannot be half a mile long or half half a mile,it is an immense distance i see that with a glance,Fanny Price; Mary Crawford,M,major,F,major
_unknowable,Maria Bertram,309,310,miss price all alone my dear fanny how comes this,poor dear fanny how ill you have been used by them you had better have staid with us,Fanny Price; Henry Crawford; Maria Bertram; Mr. Rushworth,M,minor,F,intermediate
Maria Bertram,Henry Crawford,310,311,poor dear fanny how ill you have been used by them you had better have staid with us,it is undoubtedly the best thing we can do now as we are so far from the house already,Fanny Price; Henry Crawford; Mr. Rushworth,F,intermediate,M,major
Henry Crawford,Maria Bertram,311,312,it is undoubtedly the best thing we can do now as we are so far from the house already,yes there is nothing else to be done but now sincerely do not you find the place altogether worse than you expected,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,312,313,yes there is nothing else to be done but now sincerely do not you find the place altogether worse than you expected,no indeed far otherwise i find it better grander more complete in its style though that style may not be the best and to tell you the truth i do not think that i shall ever see sotherton again with so much pleasure as i do now another summer will hardly improve it to me,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Maria Bertram,313,314,no indeed far otherwise i find it better grander more complete in its style though that style may not be the best and to tell you the truth i do not think that i shall ever see sotherton again with so much pleasure as i do now another summer will hardly improve it to me,you are too much a man of the world not to see with the eyes of the world if other people think sotherton improved i have no doubt that you will,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,314,315,you are too much a man of the world not to see with the eyes of the world if other people think sotherton improved i have no doubt that you will,i am afraid i am not quite so much the man of the world as might be good for me in some points my feelings are not quite so evanescent nor my memory of the past under such easy dominion as one finds to be the case with men of the world,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Maria Bertram,315,316,i am afraid i am not quite so much the man of the world as might be good for me in some points my feelings are not quite so evanescent nor my memory of the past under such easy dominion as one finds to be the case with men of the world,you seemed to enjoy your drive here very much this morning i was glad to see you so well entertained you and julia were laughing the whole way,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,316,317,you seemed to enjoy your drive here very much this morning i was glad to see you so well entertained you and julia were laughing the whole way,were we yes i believe we were but i have not the least recollection at what oh i believe i was relating to her some ridiculous stories of an old irish groom of my uncle s your sister loves to laugh,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Maria Bertram,317,318,were we yes i believe we were but i have not the least recollection at what oh i believe i was relating to her some ridiculous stories of an old irish groom of my uncle s your sister loves to laugh,you think her more light hearted than i am,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,318,319,you think her more light hearted than i am,more easily amused consequently you know better company i could not have hoped to entertain you with irish anecdotes during a ten miles drive,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Maria Bertram,319,320,more easily amused consequently you know better company i could not have hoped to entertain you with irish anecdotes during a ten miles drive,naturally i believe i am as lively as julia but i have more to think of now,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,320,321,naturally i believe i am as lively as julia but i have more to think of now,you have undoubtedly and there are situations in which very high spirits would denote insensibility your prospects however are too fair to justify want of spirits you have a very smiling scene before you,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Maria Bertram,321,322,you have undoubtedly and there are situations in which very high spirits would denote insensibility your prospects however are too fair to justify want of spirits you have a very smiling scene before you,do you mean literally or figuratively literally i conclude yes certainly the sun shines and the park looks very cheerful but unluckily that iron gate that ha ha give me a feeling of restraint and hardship i cannot get out as the starling said mr rushworth is so long fetching this key,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,322,323,do you mean literally or figuratively literally i conclude yes certainly the sun shines and the park looks very cheerful but unluckily that iron gate that ha ha give me a feeling of restraint and hardship i cannot get out as the starling said mr rushworth is so long fetching this key,and for the world you would not get out without the key and without mr rushworth s authority and protection or i think you might with little difficulty pass round the edge of the gate here with my assistance i think it might be done if you really wished to be more at large and could allow yourself to think it not prohibited,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Maria Bertram,323,324,and for the world you would not get out without the key and without mr rushworth s authority and protection or i think you might with little difficulty pass round the edge of the gate here with my assistance i think it might be done if you really wished to be more at large and could allow yourself to think it not prohibited,prohibited nonsense i certainly can get out that way and i will mr rushworth will be here in a moment you know we shall not be out of sight,Fanny Price; Maria Bertram,M,major,F,intermediate
Maria Bertram,Henry Crawford,324,325,prohibited nonsense i certainly can get out that way and i will mr rushworth will be here in a moment you know we shall not be out of sight,or if we are miss price will be so good as to tell him that he will find us near that knoll the grove of oak on the knoll,Fanny Price; Henry Crawford,F,intermediate,M,major
Henry Crawford,Fanny Price,325,326,or if we are miss price will be so good as to tell him that he will find us near that knoll the grove of oak on the knoll,you will hurt yourself miss bertram you will certainly hurt yourself against those spikes you will tear your gown you will be in danger of slipping into the ha ha you had better not go,Fanny Price; Maria Bertram,M,major,F,major
Fanny Price,Maria Bertram,326,327,you will hurt yourself miss bertram you will certainly hurt yourself against those spikes you will tear your gown you will be in danger of slipping into the ha ha you had better not go,thank you my dear fanny but i and my gown are alive and well and so good bye,Henry Crawford; Maria Bertram,F,major,F,intermediate
Julia Bertram,Fanny Price,328,329,heyday where are the others i thought maria and mr crawford were with you a pretty trick upon my word i cannot see them anywhere but they cannot be very far off and i think i am equal to as much as maria even without help,but julia mr rushworth will be here in a moment with the key do wait for mr rushworth,Fanny Price,F,intermediate,F,major
Fanny Price,Julia Bertram,329,330,but julia mr rushworth will be here in a moment with the key do wait for mr rushworth,not i indeed i have had enough of the family for one morning why child i have but this moment escaped from his horrible mother such a penance as i have been enduring while you were sitting here so composed and so happy it might have been as well perhaps if you had been in my place but you always contrive to keep out of these scrapes yes yes we saw him he was posting away as if upon life and death and could but just spare time to tell us his errand and where you all were,Julia Bertram,F,major,F,intermediate
Julia Bertram,Fanny Price,330,331,not i indeed i have had enough of the family for one morning why child i have but this moment escaped from his horrible mother such a penance as i have been enduring while you were sitting here so composed and so happy it might have been as well perhaps if you had been in my place but you always contrive to keep out of these scrapes yes yes we saw him he was posting away as if upon life and death and could but just spare time to tell us his errand and where you all were,it is a pity he should have so much trouble for nothing,Fanny Price,F,intermediate,F,major
Fanny Price,Julia Bertram,331,332,it is a pity he should have so much trouble for nothing,that is miss maria s concern i am not obliged to punish myself for her sins the mother i could not avoid as long as my tiresome aunt was dancing about with the housekeeper but the son i can get away from,Julia Bertram,F,major,F,intermediate
Julia Bertram,Fanny Price,332,333,that is miss maria s concern i am not obliged to punish myself for her sins the mother i could not avoid as long as my tiresome aunt was dancing about with the housekeeper but the son i can get away from,they desired me to stay my cousin maria charged me to say that you would find them at that knoll or thereabouts,Fanny Price,F,intermediate,F,major
Fanny Price,Mr. Rushworth,333,334,they desired me to stay my cousin maria charged me to say that you would find them at that knoll or thereabouts,i do not believe i shall go any farther i see nothing of them by the time i get to the knoll they may be gone somewhere else i have had walking enough,Mr. Rushworth,F,major,M,intermediate
Mr. Rushworth,Fanny Price,334,335,i do not believe i shall go any farther i see nothing of them by the time i get to the knoll they may be gone somewhere else i have had walking enough,i am very sorry it is very unlucky,Fanny Price,M,intermediate,F,major
Fanny Price,Mr. Rushworth,335,336,i am very sorry it is very unlucky,i think they might as well have staid for me,Mr. Rushworth,F,major,M,intermediate
Mr. Rushworth,Fanny Price,336,337,i think they might as well have staid for me,miss bertram thought you would follow her,Fanny Price,M,intermediate,F,major
Fanny Price,Mr. Rushworth,337,338,miss bertram thought you would follow her,i should not have had to follow her if she had staid pray miss price are you such a great admirer of this mr crawford as some people are for my part i can see nothing in him,Mr. Rushworth,F,major,M,intermediate
Mr. Rushworth,Fanny Price,338,339,i should not have had to follow her if she had staid pray miss price are you such a great admirer of this mr crawford as some people are for my part i can see nothing in him,i do not think him at all handsome,Fanny Price,M,intermediate,F,major
Fanny Price,Mr. Rushworth,339,340,i do not think him at all handsome,handsome nobody can call such an undersized man handsome he is not five foot nine i should not wonder if he is not more than five foot eight i think he is an ill looking fellow in my opinion these crawfords are no addition at all we did very well without them if i had made any difficulty about fetching the key there might have been some excuse but i went the very moment she said she wanted it,Mr. Rushworth,F,major,M,intermediate
Mr. Rushworth,Fanny Price,340,341,handsome nobody can call such an undersized man handsome he is not five foot nine i should not wonder if he is not more than five foot eight i think he is an ill looking fellow in my opinion these crawfords are no addition at all we did very well without them if i had made any difficulty about fetching the key there might have been some excuse but i went the very moment she said she wanted it,nothing could be more obliging than your manner i am sure and i dare say you walked as fast as you could but still it is some distance you know from this spot to the house quite into the house and when people are waiting they are bad judges of time and every half minute seems like five it is a pity you should not join them they expected to have a better view of the house from that part of the park and will be thinking how it may be improved and nothing of that sort you know can be settled without you,Fanny Price,M,intermediate,F,major
Fanny Price,Mr. Rushworth,341,342,nothing could be more obliging than your manner i am sure and i dare say you walked as fast as you could but still it is some distance you know from this spot to the house quite into the house and when people are waiting they are bad judges of time and every half minute seems like five it is a pity you should not join them they expected to have a better view of the house from that part of the park and will be thinking how it may be improved and nothing of that sort you know can be settled without you,well if you really think i had better go it would be foolish to bring the key for nothing,Mr. Rushworth,F,major,M,intermediate
Mrs. Norris,Maria Bertram,344,345,well fanny this has been a fine day for you upon my word nothing but pleasure from beginning to end i am sure you ought to be very much obliged to your aunt bertram and me for contriving to let you go a pretty good day s amusement you have had,i think you have done pretty well yourself ma am your lap seems full of good things and here is a basket of something between us which has been knocking my elbow unmercifully,Fanny Price; Maria Bertram,F,intermediate,F,intermediate
Maria Bertram,Mrs. Norris,345,346,i think you have done pretty well yourself ma am your lap seems full of good things and here is a basket of something between us which has been knocking my elbow unmercifully,my dear it is only a beautiful little heath which that nice old gardener would make me take but if it is in your way i will have it in my lap directly there fanny you shall carry that parcel for me take great care of it do not let it fall it is a cream cheese just like the excellent one we had at dinner nothing would satisfy that good old mrs whitaker but my taking one of the cheeses i stood out as long as i could till the tears almost came into her eyes and i knew it was just the sort that my sister would be delighted with that mrs whitaker is a treasure she was quite shocked when i asked her whether wine was allowed at the second table and she has turned away two housemaids for wearing white gowns take care of the cheese fanny now i can manage the other parcel and the basket very well,Fanny Price; Mrs. Norris,F,intermediate,F,intermediate
Mrs. Norris,Maria Bertram,346,347,my dear it is only a beautiful little heath which that nice old gardener would make me take but if it is in your way i will have it in my lap directly there fanny you shall carry that parcel for me take great care of it do not let it fall it is a cream cheese just like the excellent one we had at dinner nothing would satisfy that good old mrs whitaker but my taking one of the cheeses i stood out as long as i could till the tears almost came into her eyes and i knew it was just the sort that my sister would be delighted with that mrs whitaker is a treasure she was quite shocked when i asked her whether wine was allowed at the second table and she has turned away two housemaids for wearing white gowns take care of the cheese fanny now i can manage the other parcel and the basket very well,what else have you been spunging,Fanny Price; Maria Bertram,F,intermediate,F,intermediate
Maria Bertram,Mrs. Norris,347,348,what else have you been spunging,spunging my dear it is nothing but four of those beautiful pheasants eggs which mrs whitaker would quite force upon me she would not take a denial she said it must be such an amusement to me as she understood i lived quite alone to have a few living creatures of that sort and so to be sure it will i shall get the dairymaid to set them under the first spare hen and if they come to good i can have them moved to my own house and borrow a coop and it will be a great delight to me in my lonely hours to attend to them and if i have good luck your mother shall have some,Fanny Price; Mrs. Norris,F,intermediate,F,intermediate
Mary Crawford,Edmund,349,350,how happy mr rushworth looks he is thinking of november your father s return will be a very interesting event,it will indeed after such an absence an absence not only long but including so many dangers,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,350,351,it will indeed after such an absence an absence not only long but including so many dangers,it will be the forerunner also of other interesting events your sister s marriage and your taking orders,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,353,354,don t be affronted but it does put me in mind of some of the old heathen heroes who after performing great exploits in a foreign land offered sacrifices to the gods on their safe return,there is no sacrifice in the case it is entirely her own doing,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,354,355,there is no sacrifice in the case it is entirely her own doing,oh yes i know it is i was merely joking she has done no more than what every young woman would do and i have no doubt of her being extremely happy my other sacrifice of course you do not understand,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,355,356,oh yes i know it is i was merely joking she has done no more than what every young woman would do and i have no doubt of her being extremely happy my other sacrifice of course you do not understand,my taking orders i assure you is quite as voluntary as maria s marrying,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,356,357,my taking orders i assure you is quite as voluntary as maria s marrying,it is fortunate that your inclination and your father s convenience should accord so well there is a very good living kept for you i understand hereabouts,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,357,358,it is fortunate that your inclination and your father s convenience should accord so well there is a very good living kept for you i understand hereabouts,which you suppose has biassed me,Edmund; Fanny Price,F,major,M,major
Edmund,Fanny Price,358,359,which you suppose has biassed me,but that i am sure it has not,Fanny Price; Mary Crawford,M,major,F,major
Fanny Price,Edmund,359,360,but that i am sure it has not,thank you for your good word fanny but it is more than i would affirm myself on the contrary the knowing that there was such a provision for me probably did bias me nor can i think it wrong that it should there was no natural disinclination to be overcome and i see no reason why a man should make a worse clergyman for knowing that he will have a competence early in life i was in safe hands i hope i should not have been influenced myself in a wrong way and i am sure my father was too conscientious to have allowed it i have no doubt that i was biased but i think it was blamelessly,Edmund; Mary Crawford,F,major,M,major
Edmund,Fanny Price,360,361,thank you for your good word fanny but it is more than i would affirm myself on the contrary the knowing that there was such a provision for me probably did bias me nor can i think it wrong that it should there was no natural disinclination to be overcome and i see no reason why a man should make a worse clergyman for knowing that he will have a competence early in life i was in safe hands i hope i should not have been influenced myself in a wrong way and i am sure my father was too conscientious to have allowed it i have no doubt that i was biased but i think it was blamelessly,it is the same sort of thing as for the son of an admiral to go into the navy or the son of a general to be in the army and nobody sees anything wrong in that nobody wonders that they should prefer the line where their friends can serve them best or suspects them to be less in earnest in it than they appear,Fanny Price; Mary Crawford,M,major,F,major
Fanny Price,Mary Crawford,361,362,it is the same sort of thing as for the son of an admiral to go into the navy or the son of a general to be in the army and nobody sees anything wrong in that nobody wonders that they should prefer the line where their friends can serve them best or suspects them to be less in earnest in it than they appear,no my dear miss price and for reasons good the profession either navy or army is its own justification it has everything in its favour heroism danger bustle fashion soldiers and sailors are always acceptable in society nobody can wonder that men are soldiers and sailors,Edmund; Mary Crawford,F,major,F,major
Mary Crawford,Edmund,362,363,no my dear miss price and for reasons good the profession either navy or army is its own justification it has everything in its favour heroism danger bustle fashion soldiers and sailors are always acceptable in society nobody can wonder that men are soldiers and sailors,but the motives of a man who takes orders with the certainty of preferment may be fairly suspected you think to be justified in your eyes he must do it in the most complete uncertainty of any provision,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,363,364,but the motives of a man who takes orders with the certainty of preferment may be fairly suspected you think to be justified in your eyes he must do it in the most complete uncertainty of any provision,what take orders without a living no that is madness indeed absolute madness,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,364,365,what take orders without a living no that is madness indeed absolute madness,shall i ask you how the church is to be filled if a man is neither to take orders with a living nor without no for you certainly would not know what to say but i must beg some advantage to the clergyman from your own argument as he cannot be influenced by those feelings which you rank highly as temptation and reward to the soldier and sailor in their choice of a profession as heroism and noise and fashion are all against him he ought to be less liable to the suspicion of wanting sincerity or good intentions in the choice of his,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,365,366,shall i ask you how the church is to be filled if a man is neither to take orders with a living nor without no for you certainly would not know what to say but i must beg some advantage to the clergyman from your own argument as he cannot be influenced by those feelings which you rank highly as temptation and reward to the soldier and sailor in their choice of a profession as heroism and noise and fashion are all against him he ought to be less liable to the suspicion of wanting sincerity or good intentions in the choice of his,oh no doubt he is very sincere in preferring an income ready made to the trouble of working for one and has the best intentions of doing nothing all the rest of his days but eat drink and grow fat it is indolence mr bertram indeed indolence and love of ease a want of all laudable ambition of taste for good company or of inclination to take the trouble of being agreeable which make men clergymen a clergyman has nothing to do but be slovenly and selfish read the newspaper watch the weather and quarrel with his wife his curate does all the work and the business of his own life is to dine,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,366,367,oh no doubt he is very sincere in preferring an income ready made to the trouble of working for one and has the best intentions of doing nothing all the rest of his days but eat drink and grow fat it is indolence mr bertram indeed indolence and love of ease a want of all laudable ambition of taste for good company or of inclination to take the trouble of being agreeable which make men clergymen a clergyman has nothing to do but be slovenly and selfish read the newspaper watch the weather and quarrel with his wife his curate does all the work and the business of his own life is to dine,there are such clergymen no doubt but i think they are not so common as to justify miss crawford in esteeming it their general character i suspect that in this comprehensive and may i say commonplace censure you are not judging from yourself but from prejudiced persons whose opinions you have been in the habit of hearing it is impossible that your own observation can have given you much knowledge of the clergy you can have been personally acquainted with very few of a set of men you condemn so conclusively you are speaking what you have been told at your uncle s table,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,367,368,there are such clergymen no doubt but i think they are not so common as to justify miss crawford in esteeming it their general character i suspect that in this comprehensive and may i say commonplace censure you are not judging from yourself but from prejudiced persons whose opinions you have been in the habit of hearing it is impossible that your own observation can have given you much knowledge of the clergy you can have been personally acquainted with very few of a set of men you condemn so conclusively you are speaking what you have been told at your uncle s table,i speak what appears to me the general opinion and where an opinion is general it is usually correct though i have not seen much of the domestic lives of clergymen it is seen by too many to leave any deficiency of information,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,368,369,i speak what appears to me the general opinion and where an opinion is general it is usually correct though i have not seen much of the domestic lives of clergymen it is seen by too many to leave any deficiency of information,where any one body of educated men of whatever denomination are condemned indiscriminately there must be a deficiency of information or smiling of something else your uncle and his brother admirals perhaps knew little of clergymen beyond the chaplains whom good or bad they were always wishing away,Edmund; Fanny Price,F,major,M,major
Edmund,Fanny Price,369,370,where any one body of educated men of whatever denomination are condemned indiscriminately there must be a deficiency of information or smiling of something else your uncle and his brother admirals perhaps knew little of clergymen beyond the chaplains whom good or bad they were always wishing away,poor william he has met with great kindness from the chaplain of the antwerp,Fanny Price; Mary Crawford,M,major,F,major
Fanny Price,Mary Crawford,370,371,poor william he has met with great kindness from the chaplain of the antwerp,i have been so little addicted to take my opinions from my uncle that i can hardly suppose and since you push me so hard i must observe that i am not entirely without the means of seeing what clergymen are being at this present time the guest of my own brother dr grant and though dr grant is most kind and obliging to me and though he is really a gentleman and i dare say a good scholar and clever and often preaches good sermons and is very respectable i see him to be an indolent selfish bon vivant who must have his palate consulted in everything who will not stir a finger for the convenience of any one and who moreover if the cook makes a blunder is out of humour with his excellent wife to own the truth henry and i were partly driven out this very evening by a disappointment about a green goose which he could not get the better of my poor sister was forced to stay and bear it,Edmund; Mary Crawford,F,major,F,major
Mary Crawford,Edmund,371,372,i have been so little addicted to take my opinions from my uncle that i can hardly suppose and since you push me so hard i must observe that i am not entirely without the means of seeing what clergymen are being at this present time the guest of my own brother dr grant and though dr grant is most kind and obliging to me and though he is really a gentleman and i dare say a good scholar and clever and often preaches good sermons and is very respectable i see him to be an indolent selfish bon vivant who must have his palate consulted in everything who will not stir a finger for the convenience of any one and who moreover if the cook makes a blunder is out of humour with his excellent wife to own the truth henry and i were partly driven out this very evening by a disappointment about a green goose which he could not get the better of my poor sister was forced to stay and bear it,i do not wonder at your disapprobation upon my word it is a great defect of temper made worse by a very faulty habit of self indulgence and to see your sister suffering from it must be exceedingly painful to such feelings as yours fanny it goes against us we cannot attempt to defend dr grant,Edmund; Fanny Price,F,major,M,major
Edmund,Fanny Price,372,373,i do not wonder at your disapprobation upon my word it is a great defect of temper made worse by a very faulty habit of self indulgence and to see your sister suffering from it must be exceedingly painful to such feelings as yours fanny it goes against us we cannot attempt to defend dr grant,no but we need not give up his profession for all that because whatever profession dr grant had chosen he would have taken a not a good temper into it and as he must either in the navy or army have had a great many more people under his command than he has now i think more would have been made unhappy by him as a sailor or soldier than as a clergyman besides i cannot but suppose that whatever there may be to wish otherwise in dr grant would have been in a greater danger of becoming worse in a more active and worldly profession where he would have had less time and obligation where he might have escaped that knowledge of himself the frequency at least of that knowledge which it is impossible he should escape as he is now a man a sensible man like dr grant cannot be in the habit of teaching others their duty every week cannot go to church twice every sunday and preach such very good sermons in so good a manner as he does without being the better for it himself it must make him think and i have no doubt that he oftener endeavours to restrain himself than he would if he had been anything but a clergyman,Fanny Price; Mary Crawford,M,major,F,major
Fanny Price,Mary Crawford,373,374,no but we need not give up his profession for all that because whatever profession dr grant had chosen he would have taken a not a good temper into it and as he must either in the navy or army have had a great many more people under his command than he has now i think more would have been made unhappy by him as a sailor or soldier than as a clergyman besides i cannot but suppose that whatever there may be to wish otherwise in dr grant would have been in a greater danger of becoming worse in a more active and worldly profession where he would have had less time and obligation where he might have escaped that knowledge of himself the frequency at least of that knowledge which it is impossible he should escape as he is now a man a sensible man like dr grant cannot be in the habit of teaching others their duty every week cannot go to church twice every sunday and preach such very good sermons in so good a manner as he does without being the better for it himself it must make him think and i have no doubt that he oftener endeavours to restrain himself than he would if he had been anything but a clergyman,we cannot prove to the contrary to be sure but i wish you a better fate miss price than to be the wife of a man whose amiableness depends upon his own sermons for though he may preach himself into a good humour every sunday it will be bad enough to have him quarrelling about green geese from monday morning till saturday night,Edmund; Mary Crawford,F,major,F,major
Mary Crawford,Edmund,374,375,we cannot prove to the contrary to be sure but i wish you a better fate miss price than to be the wife of a man whose amiableness depends upon his own sermons for though he may preach himself into a good humour every sunday it will be bad enough to have him quarrelling about green geese from monday morning till saturday night,i think the man who could often quarrel with fanny must be beyond the reach of any sermons,Edmund; Fanny Price,F,major,M,major
Edmund,Mary Crawford,375,376,i think the man who could often quarrel with fanny must be beyond the reach of any sermons,i fancy miss price has been more used to deserve praise than to hear it,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,376,377,i fancy miss price has been more used to deserve praise than to hear it,there goes good humour i am sure there goes a temper which would never give pain how well she walks and how readily she falls in with the inclination of others joining them the moment she is asked what a pity that she should have been in such hands,Edmund; Fanny Price,F,major,M,major
Edmund,Fanny Price,377,378,there goes good humour i am sure there goes a temper which would never give pain how well she walks and how readily she falls in with the inclination of others joining them the moment she is asked what a pity that she should have been in such hands,here s harmony here s repose here s what may leave all painting and all music behind and what poetry only can attempt to describe here s what may tranquillise every care and lift the heart to rapture when i look out on such a night as this i feel as if there could be neither wickedness nor sorrow in the world and there certainly would be less of both if the sublimity of nature were more attended to and people were carried more out of themselves by contemplating such a scene,Fanny Price,M,major,F,major
Fanny Price,Edmund,378,379,here s harmony here s repose here s what may leave all painting and all music behind and what poetry only can attempt to describe here s what may tranquillise every care and lift the heart to rapture when i look out on such a night as this i feel as if there could be neither wickedness nor sorrow in the world and there certainly would be less of both if the sublimity of nature were more attended to and people were carried more out of themselves by contemplating such a scene,i like to hear your enthusiasm fanny it is a lovely night and they are much to be pitied who have not been taught to feel in some degree as you do who have not at least been given a taste for nature in early life they lose a great deal,Edmund,F,major,M,major
Edmund,Fanny Price,379,380,i like to hear your enthusiasm fanny it is a lovely night and they are much to be pitied who have not been taught to feel in some degree as you do who have not at least been given a taste for nature in early life they lose a great deal,you taught me to think and feel on the subject cousin,Fanny Price,M,major,F,major
Fanny Price,Edmund,380,381,you taught me to think and feel on the subject cousin,i had a very apt scholar there s arcturus looking very bright,Edmund,F,major,M,major
Edmund,Fanny Price,381,382,i had a very apt scholar there s arcturus looking very bright,yes and the bear i wish i could see cassiopeia,Fanny Price,M,major,F,major
Fanny Price,Edmund,382,383,yes and the bear i wish i could see cassiopeia,we must go out on the lawn for that should you be afraid,Edmund,F,major,M,major
Edmund,Fanny Price,383,384,we must go out on the lawn for that should you be afraid,not in the least it is a great while since we have had any star gazing,Fanny Price,M,major,F,major
Fanny Price,Edmund,384,385,not in the least it is a great while since we have had any star gazing,yes i do not know how it has happened we will stay till this is finished fanny,Edmund,F,major,M,major
Edmund,Fanny Price,385,386,yes i do not know how it has happened we will stay till this is finished fanny,i am rather surprised that mr crawford should come back again so soon after being here so long before full seven weeks for i had understood he was so very fond of change and moving about that i thought something would certainly occur when he was once gone to take him elsewhere he is used to much gayer places than mansfield,Fanny Price,M,major,F,major
Fanny Price,Edmund,386,387,i am rather surprised that mr crawford should come back again so soon after being here so long before full seven weeks for i had understood he was so very fond of change and moving about that i thought something would certainly occur when he was once gone to take him elsewhere he is used to much gayer places than mansfield,it is to his credit and i dare say it gives his sister pleasure she does not like his unsettled habits,Edmund,F,major,M,major
Edmund,Fanny Price,387,388,it is to his credit and i dare say it gives his sister pleasure she does not like his unsettled habits,what a favourite he is with my cousins,Fanny Price,M,major,F,major
Fanny Price,Edmund,388,389,what a favourite he is with my cousins,yes his manners to women are such as must please mrs grant i believe suspects him of a preference for julia i have never seen much symptom of it but i wish it may be so he has no faults but what a serious attachment would remove,Edmund,F,major,M,major
Edmund,Fanny Price,389,390,yes his manners to women are such as must please mrs grant i believe suspects him of a preference for julia i have never seen much symptom of it but i wish it may be so he has no faults but what a serious attachment would remove,if miss bertram were not engaged i could sometimes almost think that he admired her more than julia,Fanny Price,M,major,F,major
Fanny Price,Edmund,390,391,if miss bertram were not engaged i could sometimes almost think that he admired her more than julia,which is perhaps more in favour of his liking julia best than you fanny may be aware for i believe it often happens that a man before he has quite made up his own mind will distinguish the sister or intimate friend of the woman he is really thinking of more than the woman herself crawford has too much sense to stay here if he found himself in any danger from maria and i am not at all afraid for her after such a proof as she has given that her feelings are not strong,Edmund,F,major,M,major
Mrs. Norris,Mrs. Rushworth,392,393,i think ma am we shall see some happy faces again now,yes ma am indeed there will be some satisfaction in looking on now and i think it was rather a pity they should have been obliged to part young folks in their situation should be excused complying with the common forms i wonder my son did not propose it,Fanny Price; Mrs. Rushworth,F,intermediate,F,minor
