A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Stephen Blackpool,Josiah Bounderby,373,374,no no dunnot say that sir tan t kep up that way not that way tis kep down that way i m a weaver i were in a fact ry when a chilt but i ha gotten een to see wi and eern to year wi i read in th papers every sizes every sessions and you read too i know it with dismay how th supposed unpossibility o ever getting unchained from one another at any price on any terms brings blood upon this land and brings many common married fok to battle murder and sudden death let us ha this right understood mine s a grievous case an i want if yo will be so good t know the law that helps me,now i tell you what there is such a law but it s not for you at all it costs money it costs a mint of money,Josiah Bounderby; Mrs. Sparsit,M,major,M,major,HardTimes
Josiah Bounderby,Stephen Blackpool,374,375,now i tell you what there is such a law but it s not for you at all it costs money it costs a mint of money,how much might that be,Mrs. Sparsit; Stephen Blackpool,M,major,M,major,HardTimes
Stephen Blackpool,Josiah Bounderby,375,376,how much might that be,why you d have to go to doctors commons with a suit and you d have to go to a court of common law with a suit and you d have to go to the house of lords with a suit and you d have to get an act of parliament to enable you to marry again and it would cost you if it was a case of very plain sailing i suppose from a thousand to fifteen hundred pound perhaps twice the money,Josiah Bounderby; Mrs. Sparsit,M,major,M,major,HardTimes
Josiah Bounderby,Stephen Blackpool,376,377,why you d have to go to doctors commons with a suit and you d have to go to a court of common law with a suit and you d have to go to the house of lords with a suit and you d have to get an act of parliament to enable you to marry again and it would cost you if it was a case of very plain sailing i suppose from a thousand to fifteen hundred pound perhaps twice the money,there s no other law,Mrs. Sparsit; Stephen Blackpool,M,major,M,major,HardTimes
Stephen Blackpool,Josiah Bounderby,377,378,there s no other law,certainly not,Josiah Bounderby; Mrs. Sparsit,M,major,M,major,HardTimes
Josiah Bounderby,Stephen Blackpool,378,379,certainly not,why then sir tis a muddle tis just a muddle a toogether an the sooner i am dead the better tis a a muddle,Mrs. Sparsit; Stephen Blackpool,M,major,M,major,HardTimes
Stephen Blackpool,Josiah Bounderby,379,380,why then sir tis a muddle tis just a muddle a toogether an the sooner i am dead the better tis a a muddle,pooh pooh don t you talk nonsense my good fellow about things you don t understand and don t you call the institutions of your country a muddle or you ll get yourself into a real muddle one of these fine mornings the institutions of your country are not your piece work and the only thing you have got to do is to mind your piece work you didn t take your wife for fast and for loose but for better for worse if she has turned out worse why all we have got to say is she might have turned out better,Josiah Bounderby; Mrs. Sparsit,M,major,M,major,HardTimes
Josiah Bounderby,Stephen Blackpool,380,381,pooh pooh don t you talk nonsense my good fellow about things you don t understand and don t you call the institutions of your country a muddle or you ll get yourself into a real muddle one of these fine mornings the institutions of your country are not your piece work and the only thing you have got to do is to mind your piece work you didn t take your wife for fast and for loose but for better for worse if she has turned out worse why all we have got to say is she might have turned out better,tis a muddle,Mrs. Sparsit; Stephen Blackpool,M,major,M,major,HardTimes
Stephen Blackpool,Josiah Bounderby,381,382,tis a muddle,now i ll tell you what with what i shall call your unhallowed opinions you have been quite shocking this lady who as i have already told you is a born lady and who as i have not already told you has had her own marriage misfortunes to the tune of tens of thousands of pounds tens of thousands of pounds now you have always been a steady hand hitherto but my opinion is and so i tell you plainly that you are turning into the wrong road you have been listening to some mischievous stranger or other they re always about and the best thing you can do is to come out of that now you know i can see as far into a grindstone as another man farther than a good many perhaps because i had my nose well kept to it when i was young i see traces of the turtle soup and venison and gold spoon in this yes i do by the lord harry i do,Josiah Bounderby; Mrs. Sparsit,M,major,M,major,HardTimes
Josiah Bounderby,Stephen Blackpool,382,383,now i ll tell you what with what i shall call your unhallowed opinions you have been quite shocking this lady who as i have already told you is a born lady and who as i have not already told you has had her own marriage misfortunes to the tune of tens of thousands of pounds tens of thousands of pounds now you have always been a steady hand hitherto but my opinion is and so i tell you plainly that you are turning into the wrong road you have been listening to some mischievous stranger or other they re always about and the best thing you can do is to come out of that now you know i can see as far into a grindstone as another man farther than a good many perhaps because i had my nose well kept to it when i was young i see traces of the turtle soup and venison and gold spoon in this yes i do by the lord harry i do,yes missus it were me yes missus o yes he were all that yes he were ett n and drinking as large and as loud as a hummobee only to see em deed tis don t do t too often missus why there s awmost nobbody but has their troubles missus times just now and then a dozen year,Mrs. Sparsit; Stephen Blackpool,M,major,M,major,HardTimes
Rachel Gradgrind,Stephen Blackpool,384,385,i am glad you have come at last stephen you are very late,i ha been walking up an down,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,385,386,i ha been walking up an down,i thought so but tis too bad a night for that the rain falls very heavy and the wind has risen i have been here once before to day stephen landlady came round for me at dinner time there was some one here that needed looking to deed she was right all wandering and lost stephen wounded too and bruised i came to do what little i could stephen first for that she worked with me when we were girls both and for that you courted her and married her when i was her friend and next for that i know your heart and am right sure and certain that tis far too merciful to let her die or even so much as suffer for want of aid thou knowest who said there have been plenty to do that thou art not the man to cast the last stone stephen when she is brought so low,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,386,387,i thought so but tis too bad a night for that the rain falls very heavy and the wind has risen i have been here once before to day stephen landlady came round for me at dinner time there was some one here that needed looking to deed she was right all wandering and lost stephen wounded too and bruised i came to do what little i could stephen first for that she worked with me when we were girls both and for that you courted her and married her when i was her friend and next for that i know your heart and am right sure and certain that tis far too merciful to let her die or even so much as suffer for want of aid thou knowest who said there have been plenty to do that thou art not the man to cast the last stone stephen when she is brought so low,o rachael rachael,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,387,388,o rachael rachael,thou hast been a cruel sufferer heaven reward thee i am thy poor friend with all my heart and mind i will stay here stephen till the bells go three tis to be done again at three and then she may be left till morning,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,388,389,thou hast been a cruel sufferer heaven reward thee i am thy poor friend with all my heart and mind i will stay here stephen till the bells go three tis to be done again at three and then she may be left till morning,but thy rest agen to morrow s work my dear,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,389,390,but thy rest agen to morrow s work my dear,i slept sound last night i can wake many nights when i am put to it tis thou who art in need of rest so white and tired try to sleep in the chair there while i watch thou hadst no sleep last night i can well believe to morrow s work is far harder for thee than for me she don t know me stephen she just drowsily mutters and stares i have spoken to her times and again but she don t notice tis as well so when she comes to her right mind once more i shall have done what i can and she never the wiser,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,390,391,i slept sound last night i can wake many nights when i am put to it tis thou who art in need of rest so white and tired try to sleep in the chair there while i watch thou hadst no sleep last night i can well believe to morrow s work is far harder for thee than for me she don t know me stephen she just drowsily mutters and stares i have spoken to her times and again but she don t notice tis as well so when she comes to her right mind once more i shall have done what i can and she never the wiser,how long rachael is t looked for that she ll be so,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,391,392,how long rachael is t looked for that she ll be so,doctor said she would haply come to her mind to morrow,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,392,393,doctor said she would haply come to her mind to morrow,no it was not that he had had a fright,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,393,394,no it was not that he had had a fright,a fright,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,394,395,a fright,ay ay coming in when i were walking when i were thinking when i,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,397,398,no don t please don t let me see thee setten by the bed let me see thee a so good and so forgiving let me see thee as i see thee when i coom in i can never see thee better than so never never never,when she gets better stephen tis to be hoped she ll leave thee to thyself again and do thee no more hurt anyways we will hope so now and now i shall keep silence for i want thee to sleep,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,398,399,when she gets better stephen tis to be hoped she ll leave thee to thyself again and do thee no more hurt anyways we will hope so now and now i shall keep silence for i want thee to sleep,rachael am i wakin or dreamin this dreadfo night,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,399,400,rachael am i wakin or dreamin this dreadfo night,tis all well stephen i have been asleep myself tis near three hush i hear the bells i thought it must be near three i am thankful i stayed tis done now when i have put this on there and now she s quiet again the few drops in the basin i ll pour away for tis bad stuff to leave about though ever so little of it,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,400,401,tis all well stephen i have been asleep myself tis near three hush i hear the bells i thought it must be near three i am thankful i stayed tis done now when i have put this on there and now she s quiet again the few drops in the basin i ll pour away for tis bad stuff to leave about though ever so little of it,thou lt let me walk wi thee at this hour rachael,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,401,402,thou lt let me walk wi thee at this hour rachael,no stephen tis but a minute and i m home,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,402,403,no stephen tis but a minute and i m home,thou rt not fearfo to leave me alone wi her,Stephen Blackpool,F,intermediate,M,major,HardTimes
Stephen Blackpool,Rachel Gradgrind,405,406,thou art an angel bless thee bless thee,i am as i have told thee stephen thy poor friend angels are not like me between them and a working woman fu of faults there is a deep gulf set my little sister is among them but she is changed,Rachel Gradgrind,M,major,F,intermediate,HardTimes
Rachel Gradgrind,Stephen Blackpool,406,407,i am as i have told thee stephen thy poor friend angels are not like me between them and a working woman fu of faults there is a deep gulf set my little sister is among them but she is changed,thou changest me from bad to good thou mak st me humbly wishfo to be more like thee and fearfo to lose thee when this life is ower and a the muddle cleared awa thou rt an angel it may be thou hast saved my soul alive i coom home desp rate i coom home wi out a hope and mad wi thinking that when i said a word o complaint i was reckoned a unreasonable hand i told thee i had had a fright it were the poison bottle on table i never hurt a livin creetur but happenin so suddenly upon t i thowt how can i say what i might ha done to myseln or her or both but i see thee rachael setten by the bed i ha seen thee aw this night in my troublous sleep i ha known thee still to be there evermore i will see thee there i nevermore will see her or think o her but thou shalt be beside her i nevermore will see or think o anything that angers me but thou so much better than me shalt be by th side on t and so i will try t look t th time and so i will try t trust t th time when thou and me at last shall walk together far awa beyond the deep gulf in th country where thy little sister is,Stephen Blackpool,F,intermediate,M,major,HardTimes
Thomas Gradgrind,Cecilia Jupe,409,410,i fear jupe that your continuance at the school any longer would be useless,i am afraid it would sir,Cecilia Jupe,M,major,F,major,HardTimes
Cecilia Jupe,Thomas Gradgrind,410,411,i am afraid it would sir,i cannot disguise from you jupe that the result of your probation there has disappointed me has greatly disappointed me you have not acquired under mr and mrs m choakumchild anything like that amount of exact knowledge which i looked for you are extremely deficient in your facts your acquaintance with figures is very limited you are altogether backward and below the mark,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Cecilia Jupe,411,412,i cannot disguise from you jupe that the result of your probation there has disappointed me has greatly disappointed me you have not acquired under mr and mrs m choakumchild anything like that amount of exact knowledge which i looked for you are extremely deficient in your facts your acquaintance with figures is very limited you are altogether backward and below the mark,i am sorry sir but i know it is quite true yet i have tried hard sir,Cecilia Jupe,M,major,F,major,HardTimes
Cecilia Jupe,Thomas Gradgrind,412,413,i am sorry sir but i know it is quite true yet i have tried hard sir,yes yes i believe you have tried hard i have observed you and i can find no fault in that respect,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Cecilia Jupe,413,414,yes yes i believe you have tried hard i have observed you and i can find no fault in that respect,thank you sir i have thought sometimes that perhaps i tried to learn too much and that if i had asked to be allowed to try a little less i might have,Cecilia Jupe,M,major,F,major,HardTimes
Cecilia Jupe,Thomas Gradgrind,414,415,thank you sir i have thought sometimes that perhaps i tried to learn too much and that if i had asked to be allowed to try a little less i might have,no jupe no no the course you pursued you pursued according to the system the system and there is no more to be said about it i can only suppose that the circumstances of your early life were too unfavourable to the development of your reasoning powers and that we began too late still as i have said already i am disappointed,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Cecilia Jupe,415,416,no jupe no no the course you pursued you pursued according to the system the system and there is no more to be said about it i can only suppose that the circumstances of your early life were too unfavourable to the development of your reasoning powers and that we began too late still as i have said already i am disappointed,i wish i could have made a better acknowledgment sir of your kindness to a poor forlorn girl who had no claim upon you and of your protection of her,Cecilia Jupe,M,major,F,major,HardTimes
Cecilia Jupe,Thomas Gradgrind,416,417,i wish i could have made a better acknowledgment sir of your kindness to a poor forlorn girl who had no claim upon you and of your protection of her,don t shed tears don t shed tears i don t complain of you you are an affectionate earnest good young woman and and we must make that do,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Cecilia Jupe,417,418,don t shed tears don t shed tears i don t complain of you you are an affectionate earnest good young woman and and we must make that do,thank you sir very much,Cecilia Jupe,M,major,F,major,HardTimes
Cecilia Jupe,Thomas Gradgrind,418,419,thank you sir very much,you are useful to mrs gradgrind and in a generally pervading way you are serviceable in the family also so i understand from miss louisa and indeed so i have observed myself i therefore hope that you can make yourself happy in those relations,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Cecilia Jupe,419,420,you are useful to mrs gradgrind and in a generally pervading way you are serviceable in the family also so i understand from miss louisa and indeed so i have observed myself i therefore hope that you can make yourself happy in those relations,i should have nothing to wish sir if,Cecilia Jupe,M,major,F,major,HardTimes
Cecilia Jupe,Thomas Gradgrind,420,421,i should have nothing to wish sir if,i understand you you still refer to your father i have heard from miss louisa that you still preserve that bottle well if your training in the science of arriving at exact results had been more successful you would have been wiser on these points i will say no more,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,423,424,my dear louisa you are a woman,yes father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,424,425,yes father,my dear i must speak with you alone and seriously come to me in my room after breakfast to morrow will you,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,425,426,my dear i must speak with you alone and seriously come to me in my room after breakfast to morrow will you,yes father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,426,427,yes father,your hands are rather cold louisa are you not well,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,427,428,your hands are rather cold louisa are you not well,quite well father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,428,429,quite well father,and cheerful,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,429,430,and cheerful,i am as cheerful father as i usually am or usually have been,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,430,431,i am as cheerful father as i usually am or usually have been,that s well,Thomas Gradgrind,F,major,M,major,HardTimes
Young Thomas,Louisa Bounderby,432,433,are you there loo,dear tom how long it is since you have been to see me,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Young Thomas,433,434,dear tom how long it is since you have been to see me,why i have been otherwise engaged loo in the evenings and in the daytime old bounderby has been keeping me at it rather but i touch him up with you when he comes it too strong and so we preserve an understanding i say has father said anything particular to you to day or yesterday loo,Young Thomas,F,major,M,major,HardTimes
Young Thomas,Louisa Bounderby,434,435,why i have been otherwise engaged loo in the evenings and in the daytime old bounderby has been keeping me at it rather but i touch him up with you when he comes it too strong and so we preserve an understanding i say has father said anything particular to you to day or yesterday loo,no tom but he told me to night that he wished to do so in the morning,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Young Thomas,435,436,no tom but he told me to night that he wished to do so in the morning,ah that s what i mean do you know where he is to night,Young Thomas,F,major,M,major,HardTimes
Young Thomas,Louisa Bounderby,438,439,then i ll tell you he s with old bounderby they are having a regular confab together up at the bank why at the bank do you think well i ll tell you again to keep mrs sparsit s ears as far off as possible i expect you are very fond of me an t you loo,indeed i am tom though you do let such long intervals go by without coming to see me,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Young Thomas,439,440,indeed i am tom though you do let such long intervals go by without coming to see me,well sister of mine when you say that you are near my thoughts we might be so much oftener together mightn t we always together almost mightn t we it would do me a great deal of good if you were to make up your mind to i know what loo it would be a splendid thing for me it would be uncommonly jolly i say loo i thought i d come and just hint to you what was going on though i supposed you d most likely guess even if you didn t know i can t stay because i m engaged to some fellows to night you won t forget how fond you are of me,Young Thomas,F,major,M,major,HardTimes
Young Thomas,Louisa Bounderby,440,441,well sister of mine when you say that you are near my thoughts we might be so much oftener together mightn t we always together almost mightn t we it would do me a great deal of good if you were to make up your mind to i know what loo it would be a splendid thing for me it would be uncommonly jolly i say loo i thought i d come and just hint to you what was going on though i supposed you d most likely guess even if you didn t know i can t stay because i m engaged to some fellows to night you won t forget how fond you are of me,no dear tom i won t forget,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Young Thomas,441,442,no dear tom i won t forget,that s a capital girl good bye loo,Young Thomas,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,443,444,my dear louisa i prepared you last night to give me your serious attention in the conversation we are now going to have together you have been so well trained and you do i am happy to say so much justice to the education you have received that i have perfect confidence in your good sense you are not impulsive you are not romantic you are accustomed to view everything from the strong dispassionate ground of reason and calculation from that ground alone i know you will view and consider what i am going to communicate louisa my dear you are the subject of a proposal of marriage that has been made to me a proposal of marriage my dear,i hear you father i am attending i assure you,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,444,445,i hear you father i am attending i assure you,well you are even more dispassionate than i expected louisa or perhaps you are not unprepared for the announcement i have it in charge to make,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,445,446,well you are even more dispassionate than i expected louisa or perhaps you are not unprepared for the announcement i have it in charge to make,i cannot say that father until i hear it prepared or unprepared i wish to hear it all from you i wish to hear you state it to me father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,446,447,i cannot say that father until i hear it prepared or unprepared i wish to hear it all from you i wish to hear you state it to me father,what you say my dear louisa is perfectly reasonable i have undertaken then to let you know that in short that mr bounderby has informed me that he has long watched your progress with particular interest and pleasure and has long hoped that the time might ultimately arrive when he should offer you his hand in marriage that time to which he has so long and certainly with great constancy looked forward is now come mr bounderby has made his proposal of marriage to me and has entreated me to make it known to you and to express his hope that you will take it into your favourable consideration,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,447,448,what you say my dear louisa is perfectly reasonable i have undertaken then to let you know that in short that mr bounderby has informed me that he has long watched your progress with particular interest and pleasure and has long hoped that the time might ultimately arrive when he should offer you his hand in marriage that time to which he has so long and certainly with great constancy looked forward is now come mr bounderby has made his proposal of marriage to me and has entreated me to make it known to you and to express his hope that you will take it into your favourable consideration,father do you think i love mr bounderby,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,448,449,father do you think i love mr bounderby,well my child i really cannot take upon myself to say,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,449,450,well my child i really cannot take upon myself to say,father do you ask me to love mr bounderby,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,450,451,father do you ask me to love mr bounderby,my dear louisa no no i ask nothing,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,451,452,my dear louisa no no i ask nothing,father does mr bounderby ask me to love him,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,452,453,father does mr bounderby ask me to love him,really my dear it is difficult to answer your question,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,453,454,really my dear it is difficult to answer your question,difficult to answer it yes or no father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,454,455,difficult to answer it yes or no father,certainly my dear because because the reply depends so materially louisa on the sense in which we use the expression now mr bounderby does not do you the injustice and does not do himself the injustice of pretending to anything fanciful fantastic or i am using synonymous terms sentimental mr bounderby would have seen you grow up under his eyes to very little purpose if he could so far forget what is due to your good sense not to say to his as to address you from any such ground therefore perhaps the expression itself i merely suggest this to you my dear may be a little misplaced,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,455,456,certainly my dear because because the reply depends so materially louisa on the sense in which we use the expression now mr bounderby does not do you the injustice and does not do himself the injustice of pretending to anything fanciful fantastic or i am using synonymous terms sentimental mr bounderby would have seen you grow up under his eyes to very little purpose if he could so far forget what is due to your good sense not to say to his as to address you from any such ground therefore perhaps the expression itself i merely suggest this to you my dear may be a little misplaced,what would you advise me to use in its stead father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,456,457,what would you advise me to use in its stead father,why my dear louisa i would advise you since you ask me to consider this question as you have been accustomed to consider every other question simply as one of tangible fact the ignorant and the giddy may embarrass such subjects with irrelevant fancies and other absurdities that have no existence properly viewed really no existence but it is no compliment to you to say that you know better now what are the facts of this case you are we will say in round numbers twenty years of age mr bounderby is we will say in round numbers fifty there is some disparity in your respective years but in your means and positions there is none on the contrary there is a great suitability then the question arises is this one disparity sufficient to operate as a bar to such a marriage in considering this question it is not unimportant to take into account the statistics of marriage so far as they have yet been obtained in england and wales i find on reference to the figures that a large proportion of these marriages are contracted between parties of very unequal ages and that the elder of these contracting parties is in rather more than three fourths of these instances the bridegroom it is remarkable as showing the wide prevalence of this law that among the natives of the british possessions in india also in a considerable part of china and among the calmucks of tartary the best means of computation yet furnished us by travellers yield similar results the disparity i have mentioned therefore almost ceases to be disparity and virtually all but disappears,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,457,458,why my dear louisa i would advise you since you ask me to consider this question as you have been accustomed to consider every other question simply as one of tangible fact the ignorant and the giddy may embarrass such subjects with irrelevant fancies and other absurdities that have no existence properly viewed really no existence but it is no compliment to you to say that you know better now what are the facts of this case you are we will say in round numbers twenty years of age mr bounderby is we will say in round numbers fifty there is some disparity in your respective years but in your means and positions there is none on the contrary there is a great suitability then the question arises is this one disparity sufficient to operate as a bar to such a marriage in considering this question it is not unimportant to take into account the statistics of marriage so far as they have yet been obtained in england and wales i find on reference to the figures that a large proportion of these marriages are contracted between parties of very unequal ages and that the elder of these contracting parties is in rather more than three fourths of these instances the bridegroom it is remarkable as showing the wide prevalence of this law that among the natives of the british possessions in india also in a considerable part of china and among the calmucks of tartary the best means of computation yet furnished us by travellers yield similar results the disparity i have mentioned therefore almost ceases to be disparity and virtually all but disappears,what do you recommend father that i should substitute for the term i used just now for the misplaced expression,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,458,459,what do you recommend father that i should substitute for the term i used just now for the misplaced expression,louisa it appears to me that nothing can be plainer confining yourself rigidly to fact the question of fact you state to yourself is does mr bounderby ask me to marry him yes he does the sole remaining question then is shall i marry him i think nothing can be plainer than that,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,459,460,louisa it appears to me that nothing can be plainer confining yourself rigidly to fact the question of fact you state to yourself is does mr bounderby ask me to marry him yes he does the sole remaining question then is shall i marry him i think nothing can be plainer than that,shall i marry him,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,460,461,shall i marry him,precisely and it is satisfactory to me as your father my dear louisa to know that you do not come to the consideration of that question with the previous habits of mind and habits of life that belong to many young women,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,461,462,precisely and it is satisfactory to me as your father my dear louisa to know that you do not come to the consideration of that question with the previous habits of mind and habits of life that belong to many young women,no father i do not,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,462,463,no father i do not,i now leave you to judge for yourself i have stated the case as such cases are usually stated among practical minds i have stated it as the case of your mother and myself was stated in its time the rest my dear louisa is for you to decide are you consulting the chimneys of the coketown works louisa,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,463,464,i now leave you to judge for yourself i have stated the case as such cases are usually stated among practical minds i have stated it as the case of your mother and myself was stated in its time the rest my dear louisa is for you to decide are you consulting the chimneys of the coketown works louisa,there seems to be nothing there but languid and monotonous smoke yet when the night comes fire bursts out father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,464,465,there seems to be nothing there but languid and monotonous smoke yet when the night comes fire bursts out father,of course i know that louisa i do not see the application of the remark,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,465,466,of course i know that louisa i do not see the application of the remark,father i have often thought that life is very short,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,466,467,father i have often thought that life is very short,it is short no doubt my dear still the average duration of human life is proved to have increased of late years the calculations of various life assurance and annuity offices among other figures which cannot go wrong have established the fact,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,467,468,it is short no doubt my dear still the average duration of human life is proved to have increased of late years the calculations of various life assurance and annuity offices among other figures which cannot go wrong have established the fact,i speak of my own life father,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,468,469,i speak of my own life father,o indeed still i need not point out to you louisa that it is governed by the laws which govern lives in the aggregate,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,469,470,o indeed still i need not point out to you louisa that it is governed by the laws which govern lives in the aggregate,while it lasts i would wish to do the little i can and the little i am fit for what does it matter,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,470,471,while it lasts i would wish to do the little i can and the little i am fit for what does it matter,how matter what matter my dear,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,471,472,how matter what matter my dear,mr bounderby asks me to marry him the question i have to ask myself is shall i marry him that is so father is it not you have told me so father have you not,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,472,473,mr bounderby asks me to marry him the question i have to ask myself is shall i marry him that is so father is it not you have told me so father have you not,certainly my dear,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,473,474,certainly my dear,let it be so since mr bounderby likes to take me thus i am satisfied to accept his proposal tell him father as soon as you please that this was my answer repeat it word for word if you can because i should wish him to know what i said,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,474,475,let it be so since mr bounderby likes to take me thus i am satisfied to accept his proposal tell him father as soon as you please that this was my answer repeat it word for word if you can because i should wish him to know what i said,it is quite right my dear to be exact i will observe your very proper request have you any wish in reference to the period of your marriage my child,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,475,476,it is quite right my dear to be exact i will observe your very proper request have you any wish in reference to the period of your marriage my child,none father what does it matter,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,476,477,none father what does it matter,louisa i have not considered it essential to ask you one question because the possibility implied in it appeared to me to be too remote but perhaps i ought to do so you have never entertained in secret any other proposal,Thomas Gradgrind,F,major,M,major,HardTimes
Thomas Gradgrind,Louisa Bounderby,477,478,louisa i have not considered it essential to ask you one question because the possibility implied in it appeared to me to be too remote but perhaps i ought to do so you have never entertained in secret any other proposal,father what other proposal can have been made to me whom have i seen where have i been what are my heart s experiences,Louisa Bounderby,M,major,F,major,HardTimes
Louisa Bounderby,Thomas Gradgrind,478,479,father what other proposal can have been made to me whom have i seen where have i been what are my heart s experiences,my dear louisa you correct me justly i merely wished to discharge my duty,Thomas Gradgrind,F,major,M,major,HardTimes
